#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
St. Croix,VI010,,,,United States Virgin Islands,VI,2017-09-09,2019-11-04,
St. John,VI020,,,,United States Virgin Islands,VI,2017-09-09,2019-11-04,
St. Thomas,VI030,,,,United States Virgin Islands,VI,2017-09-09,2019-11-04,
