#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000+ix_alt2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:254:0:254,254,1603:45:16:254:0,Guyane,GF,,,,2020-02-12,2020-02-12,
