qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:710:1:1,1,1603:45:16:710:0,1603:45:16:710:1:1,Western Cape,ZA1,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:1:2,2,1603:45:16:710:0,1603:45:16:710:1:2,Eastern Cape,ZA2,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:1:3,3,1603:45:16:710:0,1603:45:16:710:1:3,Nothern Cape,ZA3,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:1:4,4,1603:45:16:710:0,1603:45:16:710:1:4,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:1:5,5,1603:45:16:710:0,1603:45:16:710:1:5,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:1:6,6,1603:45:16:710:0,1603:45:16:710:1:6,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:1:7,7,1603:45:16:710:0,1603:45:16:710:1:7,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:1:8,8,1603:45:16:710:0,1603:45:16:710:1:8,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:1:9,9,1603:45:16:710:0,1603:45:16:710:1:9,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
