qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:768:1:1,1,1603:45:16:768:0,1603:45:16:768:1:1,Centrale,TG01,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:1:2,2,1603:45:16:768:0,1603:45:16:768:1:2,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:1:3,3,1603:45:16:768:0,1603:45:16:768:1:3,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:1:4,4,1603:45:16:768:0,1603:45:16:768:1:4,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:1:5,5,1603:45:16:768:0,1603:45:16:768:1:5,Savanes,TG05,Togo,TG,2020-01-12,2022-01-04,
