#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm1+name+i_fra+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_fra+is_latn,#adm1+name+alt2+i_fra+is_latn,#country+name+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:768:1:1,1,Centrale,TG01,,,,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:1:2,2,Kara,TG02,,,,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:1:3,3,Maritime,TG03,,,,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:1:4,4,Plateaux,TG04,,,,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:1:5,5,Savanes,TG05,,,,Togo,TG,2020-01-12,2022-01-04,
