#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:231:2:306,306,East Gojam,ET0306,,,,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:307,307,West Gojam,ET0307,,,,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:308,308,Wag Hamra,ET0308,,,,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:309,309,Awi,ET0309,,,,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:310,310,Oromia,ET0310,,,,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:311,311,Central Gondar,ET0311,,,,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:312,312,West Gondar,ET0312,,,,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:401,401,West Wellega,ET0401,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:402,402,East Wellega,ET0402,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:403,403,Ilu Aba Bora,ET0403,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:404,404,Jimma,ET0404,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:405,405,West Shewa,ET0405,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:406,406,North Shewa (OR),ET0406,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:407,407,East Shewa,ET0407,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:408,408,Arsi,ET0408,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:409,409,West Hararge,ET0409,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:410,410,East Hararge,ET0410,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:411,411,Bale,ET0411,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:412,412,Borena,ET0412,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:413,413,South West Shewa,ET0413,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:414,414,Guji,ET0414,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:415,415,West Guji,ET0415,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:416,416,Buno Bedele,ET0416,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:417,417,West Arsi,ET0417,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:418,418,Kelem Wellega,ET0418,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:419,419,Horo Gudru Wellega,ET0419,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:420,420,Finfine Special,ET0420,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:421,421,East Bale,ET0421,,,,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:501,501,Siti,ET0501,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:502,502,Fafan,ET0502,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:503,503,Jarar,ET0503,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:504,504,Erer,ET0504,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:505,505,Korahe,ET0505,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:506,506,Shabelle,ET0506,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:507,507,Doolo,ET0507,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:508,508,Afder,ET0508,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:509,509,Liban,ET0509,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:510,510,Nogob,ET0510,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:511,511,Daawa,ET0511,,,,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:602,602,Metekel,ET0602,,,,Benishangul Gumz,ET06,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:603,603,Assosa,ET0603,,,,Benishangul Gumz,ET06,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:604,604,Kamashi,ET0604,,,,Benishangul Gumz,ET06,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:605,605,Mao Komo Special,ET0605,,,,Benishangul Gumz,ET06,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:701,701,Guraghe,ET0701,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:702,702,Hadiya,ET0702,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:703,703,Kembata Tembaro,ET0703,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:705,705,Gedeo,ET0705,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:706,706,Wolayita,ET0706,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:707,707,South Omo,ET0707,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:710,710,Gamo,ET0710,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:712,712,Alle,ET0712,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:713,713,Konso,ET0713,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:714,714,Halaba,ET0714,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:715,715,Gofa,ET0715,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:716,716,Basketo,ET0716,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:720,720,Siltie,ET0720,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:721,721,Amaro,ET0721,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:722,722,Burji,ET0722,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:723,723,Derashe,ET0723,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:724,724,Yem Special,ET0724,,,,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1101,1101,Sheka,ET1101,,,,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1102,1102,Kefa,ET1102,,,,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1103,1103,Bench Sheko,ET1103,,,,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1104,1104,Dawuro,ET1104,,,,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1105,1105,Mirab Omo,ET1105,,,,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1106,1106,Konta Special,ET1106,,,,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1201,1201,Nuwer,ET1201,,,,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1202,1202,Agnewak,ET1202,,,,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1203,1203,Majang,ET1203,,,,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1204,1204,Itang Special woreda,ET1204,,,,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1301,1301,Harari,ET1301,,,,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1401,1401,Region 14,ET1401,,,,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1501,1501,Dire Dawa urban,ET1501,,,,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1502,1502,Dire Dawa rural,ET1502,,,,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:2:1600,1600,Sidama,ET1600,,,,Sidama,ET16,Ethiopia,ET,2020-10-13,2021-12-16,
