qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,spa-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:214:3:60209,60209,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60209,Municipio Las Salinas,DO060209,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60210,60210,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60210,Municipio Polo,DO060210,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60211,60211,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60211,Municipio Jaquimeyes,DO060211,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60301,60301,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60301,Municipio Jimaní,DO060301,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60302,60302,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60302,Municipio Duvergé,DO060302,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60303,60303,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60303,Municipio La Descubierta,DO060303,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60304,60304,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60304,Municipio Postrer Río,DO060304,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60305,60305,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60305,Municipio Cristóbal,DO060305,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60306,60306,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60306,Municipio Mella,DO060306,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60401,60401,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:604,1603:45:16:214:3:60401,Municipio Pedernales,DO060401,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:60402,60402,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:604,1603:45:16:214:3:60402,Municipio Oviedo,DO060402,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70101,70101,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70101,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70102,70102,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70102,Municipio Sabana de la Mar,DO070102,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70103,70103,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70103,Municipio El Valle,DO070103,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70201,70201,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70201,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70202,70202,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70202,Municipio Bayaguana,DO070202,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70203,70203,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70203,Municipio Sabana Grande de Boyá,DO070203,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70204,70204,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70204,Municipio Yamasá,DO070204,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70205,70205,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70205,Municipio Peralvillo,DO070205,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70301,70301,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70301,Municipio San Pedro de Macorís,DO070301,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70302,70302,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70302,Municipio Los Llanos,DO070302,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70303,70303,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70303,Municipio Ramón Santana,DO070303,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70304,70304,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70304,Municipio Consuelo,DO070304,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70305,70305,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70305,Municipio Quisqueya,DO070305,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:70306,70306,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70306,Municipio Guayacanes,DO070306,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:80101,80101,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:801,1603:45:16:214:3:80101,Municipio Santo Domingo de Guzmán,DO080101,Distrito Nacional,DO0801,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:80201,80201,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80201,Municipio Santo Domingo Este,DO080201,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:80202,80202,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80202,Municipio Santo Domingo Oeste,DO080202,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:80203,80203,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80203,Municipio Santo Domingo Norte,DO080203,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:80204,80204,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80204,Municipio Boca Chica,DO080204,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:80205,80205,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80205,Municipio San Antonio de Guerra,DO080205,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:80206,80206,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80206,Municipio Los Alcarrizos,DO080206,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:80207,80207,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80207,Municipio Pedro Brand,DO080207,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90101,90101,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90102,90102,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90102,Municipio Las Charcas,DO090102,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90103,90103,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90103,Municipio Las Yayas de Viajama,DO090103,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90104,90104,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90104,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90105,90105,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90105,Municipio Peralta,DO090105,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90106,90106,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90106,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90107,90107,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90107,Municipio Pueblo Viejo,DO090107,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90108,90108,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90108,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90109,90109,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90109,Municipio Guayabal,DO090109,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90110,90110,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90110,Municipio Estebanía,DO090110,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90201,90201,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90202,90202,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90202,Municipio Nizao,DO090202,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90301,90301,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90301,Municipio San Cristóbal,DO090301,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90302,90302,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90302,Municipio Sabana Grande de Palenque,DO090302,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90303,90303,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90303,Municipio Bajos de Haina,DO090303,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90304,90304,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90304,Municipio Cambita Garabitos,DO090304,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90305,90305,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90305,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90306,90306,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90306,Municipio Yaguate,DO090306,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90307,90307,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90307,Municipio San Gregorio de Nigua,DO090307,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90308,90308,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90308,Municipio Los Cacaos,DO090308,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90401,90401,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90401,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90402,90402,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90402,Municipio Sabana Larga,DO090402,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:90403,90403,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90403,Municipio Rancho Arriba,DO090403,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:100101,100101,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100101,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:100102,100102,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100102,Municipio Miches,DO100102,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:100201,100201,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100201,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:100202,100202,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100202,Municipio San Rafael del Yuma,DO100202,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:100301,100301,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,1603:45:16:214:3:100301,Municipio La Romana,DO100301,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:100302,100302,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,1603:45:16:214:3:100302,Municipio Guaymate,DO100302,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:3:100303,100303,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,1603:45:16:214:3:100303,Municipio Villa Hermosa,DO100303,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
