#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_eng+is_latn,#country+name+i_fra+is_latn,#country+name+i_kin+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_fra+is_latn,#country+name+alt2+i_fra+is_latn,#country+name+alt1+i_kin+is_latn,#country+name+alt2+i_kin+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:646:0:646,646,1603:45:16:646:0,Rwanda,Rwanda (le),U Rwanda,RW,,,,,,,,2018-09-27,2021-09-29,
