#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+name+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#country+name,#country+name+alt1+i_fra+is_latn,#country+name+alt2+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:384:0:CI,CI,Côte d'Ivoire,CI,Cote d Ivoire,,,2018-08-06,2022-03-29,
