qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:242:3:20101,20101,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:201,1603:45:16:242:3:20101,Ba,FJ20101,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20102,20102,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:201,1603:45:16:242:3:20102,Magodro,FJ20102,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20103,20103,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:201,1603:45:16:242:3:20103,Nadi,FJ20103,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20104,20104,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:201,1603:45:16:242:3:20104,Naviti,FJ20104,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20105,20105,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:201,1603:45:16:242:3:20105,Nawaka,FJ20105,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20106,20106,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:201,1603:45:16:242:3:20106,Tavua,FJ20106,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20107,20107,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:201,1603:45:16:242:3:20107,Vuda,FJ20107,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20108,20108,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:201,1603:45:16:242:3:20108,Yasawa,FJ20108,Ba ,FJ201,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20801,20801,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:208,1603:45:16:242:3:20801,Baravi,FJ20801,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20802,20802,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:208,1603:45:16:242:3:20802,Cuvu,FJ20802,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20803,20803,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:208,1603:45:16:242:3:20803,Malolo,FJ20803,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20804,20804,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:208,1603:45:16:242:3:20804,Malomalo,FJ20804,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20805,20805,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:208,1603:45:16:242:3:20805,Nasigatoka,FJ20805,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20806,20806,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:208,1603:45:16:242:3:20806,Navosa,FJ20806,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20807,20807,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:208,1603:45:16:242:3:20807,Ruwailevu,FJ20807,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:20808,20808,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:208,1603:45:16:242:3:20808,Vatulele,FJ20808,Nadroga/Navosa,FJ208,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:21101,21101,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:211,1603:45:16:242:3:21101,Nakorotubu,FJ21101,Ra,FJ211,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:21102,21102,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:211,1603:45:16:242:3:21102,Nalawa,FJ21102,Ra,FJ211,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:21103,21103,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:211,1603:45:16:242:3:21103,Rakiraki,FJ21103,Ra,FJ211,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:21104,21104,1603:45:16:242:0,1603:45:16:242:1:2,1603:45:16:242:2:211,1603:45:16:242:3:21104,Saivou,FJ21104,Ra,FJ211,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30401,30401,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:304,1603:45:16:242:3:30401,Nabukelevu,FJ30401,Kadavu,FJ304,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30402,30402,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:304,1603:45:16:242:3:30402,Naceva,FJ30402,Kadavu,FJ304,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30403,30403,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:304,1603:45:16:242:3:30403,Nakasaleka,FJ30403,Kadavu,FJ304,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30404,30404,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:304,1603:45:16:242:3:30404,Tavuki,FJ30404,Kadavu,FJ304,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30501,30501,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30501,Cicia,FJ30501,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30502,30502,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30502,Kabara,FJ30502,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30503,30503,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30503,Lakeba,FJ30503,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30504,30504,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30504,Lomaloma,FJ30504,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30505,30505,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30505,Matuku,FJ30505,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30506,30506,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30506,Moala,FJ30506,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30507,30507,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30507,Moce,FJ30507,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30508,30508,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30508,Mualevu,FJ30508,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30509,30509,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30509,Nayau,FJ30509,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30510,30510,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30510,Oneata,FJ30510,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30511,30511,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30511,Ono,FJ30511,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30512,30512,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30512,LauOther,FJ30512,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30513,30513,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30513,Totoya,FJ30513,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30514,30514,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:305,1603:45:16:242:3:30514,Vulaga,FJ30514,Lau,FJ305,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30601,30601,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:306,1603:45:16:242:3:30601,Batiki,FJ30601,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30602,30602,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:306,1603:45:16:242:3:30602,Gau,FJ30602,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30603,30603,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:306,1603:45:16:242:3:30603,Koro,FJ30603,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30604,30604,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:306,1603:45:16:242:3:30604,Nairai,FJ30604,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30605,30605,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:306,1603:45:16:242:3:30605,LomaiOther,FJ30605,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:30606,30606,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:306,1603:45:16:242:3:30606,Ovalau,FJ30606,Lomaiviti,FJ306,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:31501,31501,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:315,1603:45:16:242:3:31501,Itumuta,FJ31501,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:31502,31502,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:315,1603:45:16:242:3:31502,Itutiu,FJ31502,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:31503,31503,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:315,1603:45:16:242:3:31503,Juju,FJ31503,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:31504,31504,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:315,1603:45:16:242:3:31504,Malhaha,FJ31504,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:31505,31505,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:315,1603:45:16:242:3:31505,Noatau,FJ31505,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:31506,31506,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:315,1603:45:16:242:3:31506,Oinafa,FJ31506,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:31507,31507,1603:45:16:242:0,1603:45:16:242:1:3,1603:45:16:242:2:315,1603:45:16:242:3:31507,Pepjei,FJ31507,Rotuma,FJ315,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:40901,40901,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:409,1603:45:16:242:3:40901,Lomaivuna,FJ40901,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:40902,40902,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:409,1603:45:16:242:3:40902,Matailobau,FJ40902,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:40903,40903,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:409,1603:45:16:242:3:40903,Naitasiri,FJ40903,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:40904,40904,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:409,1603:45:16:242:3:40904,Waimaro,FJ40904,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:40905,40905,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:409,1603:45:16:242:3:40905,Wainimala,FJ40905,Naitasiri,FJ409,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41001,41001,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:410,1603:45:16:242:3:41001,Namosi,FJ41001,Namosi,FJ410,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41002,41002,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:410,1603:45:16:242:3:41002,Veivatuloa,FJ41002,Namosi,FJ410,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41003,41003,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:410,1603:45:16:242:3:41003,Wainikoroiluva,FJ41003,Namosi,FJ410,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41201,41201,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:412,1603:45:16:242:3:41201,Beqa,FJ41201,Rewa,FJ412,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41202,41202,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:412,1603:45:16:242:3:41202,Noco,FJ41202,Rewa,FJ412,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41203,41203,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:412,1603:45:16:242:3:41203,Rewa,FJ41203,Rewa,FJ412,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41204,41204,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:412,1603:45:16:242:3:41204,Suva,FJ41204,Rewa,FJ412,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41301,41301,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:413,1603:45:16:242:3:41301,Nuku,FJ41301,Serua,FJ413,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41302,41302,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:413,1603:45:16:242:3:41302,Serua,FJ41302,Serua,FJ413,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41401,41401,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:414,1603:45:16:242:3:41401,Bau,FJ41401,Tailevu,FJ414,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41402,41402,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:414,1603:45:16:242:3:41402,Nakelo,FJ41402,Tailevu,FJ414,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41403,41403,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:414,1603:45:16:242:3:41403,Sawakasa,FJ41403,Tailevu,FJ414,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41404,41404,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:414,1603:45:16:242:3:41404,Verata,FJ41404,Tailevu,FJ414,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
1603:45:16:242:3:41405,41405,1603:45:16:242:0,1603:45:16:242:1:4,1603:45:16:242:2:414,1603:45:16:242:3:41405,Wainibuka,FJ41405,Tailevu,FJ414,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
