#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm4+code+v_numerodinatio,#adm4+name+i_spa+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_spa+is_latn,#adm4+name+alt2+i_spa+is_latn,#adm3+name+i_spa+is_latn,#adm3+code+v_pcode,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:214:4:6020201,6020201,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60202,1603:45:16:214:4:6020201,Cabral,DO06020201,,,,Municipio Cabral,DO060202,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020301,6020301,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60203,1603:45:16:214:4:6020301,Enriquillo,DO06020301,,,,Municipio Enriquillo,DO060203,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020302,6020302,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60203,1603:45:16:214:4:6020302,Arroyo Dulce (D.M.),DO06020302,,,,Municipio Enriquillo,DO060203,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020401,6020401,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60204,1603:45:16:214:4:6020401,Paraíso,DO06020401,Paraiso,,,Municipio Paraíso,DO060204,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020402,6020402,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60204,1603:45:16:214:4:6020402,Los Patos (D.M.),DO06020402,,,,Municipio Paraíso,DO060204,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020501,6020501,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60205,1603:45:16:214:4:6020501,Vicente Noble,DO06020501,,,,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020502,6020502,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60205,1603:45:16:214:4:6020502,Canoa (D.M.),DO06020502,,,,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020503,6020503,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60205,1603:45:16:214:4:6020503,Quita Coraza (D.M.),DO06020503,,,,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020504,6020504,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60205,1603:45:16:214:4:6020504,Fondo Negro (D.M.),DO06020504,,,,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020601,6020601,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60206,1603:45:16:214:4:6020601,El Peñón,DO06020601,El Penon,,,Municipio El Peñón,DO060206,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020701,6020701,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60207,1603:45:16:214:4:6020701,La Ciénaga,DO06020701,La Cienaga,,,Municipio La Ciénaga,DO060207,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020702,6020702,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60207,1603:45:16:214:4:6020702,Baoruco (D.M.),DO06020702,,,,Municipio La Ciénaga,DO060207,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020801,6020801,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60208,1603:45:16:214:4:6020801,Fundación,DO06020801,Fundacion,,,Municipio Fundación,DO060208,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020802,6020802,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60208,1603:45:16:214:4:6020802,Pescadería (D.M.),DO06020802,Pescaderia (D.M.),,,Municipio Fundación,DO060208,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6020901,6020901,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60209,1603:45:16:214:4:6020901,Las Salinas,DO06020901,,,,Municipio Las Salinas,DO060209,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6021001,6021001,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60210,1603:45:16:214:4:6021001,Polo,DO06021001,,,,Municipio Polo,DO060210,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6021101,6021101,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60211,1603:45:16:214:4:6021101,Jaquimeyes,DO06021101,,,,Municipio Jaquimeyes,DO060211,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6021102,6021102,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,1603:45:16:214:3:60211,1603:45:16:214:4:6021102,Palo Alto (D.M.),DO06021102,,,,Municipio Jaquimeyes,DO060211,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030101,6030101,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60301,1603:45:16:214:4:6030101,Jimaní,DO06030101,Jimani,,,Municipio Jimaní,DO060301,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030102,6030102,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60301,1603:45:16:214:4:6030102,El Limón (D.M.),DO06030102,El Limon (D.M.),,,Municipio Jimaní,DO060301,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030103,6030103,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60301,1603:45:16:214:4:6030103,Boca de Cachón (D.M.),DO06030103,Boca de Cachon (D.M.),,,Municipio Jimaní,DO060301,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030201,6030201,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60302,1603:45:16:214:4:6030201,Duvergé,DO06030201,Duverge,,,Municipio Duvergé,DO060302,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030202,6030202,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60302,1603:45:16:214:4:6030202,Vengan a Ver (D.M.),DO06030202,,,,Municipio Duvergé,DO060302,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030301,6030301,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60303,1603:45:16:214:4:6030301,La Descubierta,DO06030301,,,,Municipio La Descubierta,DO060303,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030401,6030401,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60304,1603:45:16:214:4:6030401,Postrer Río,DO06030401,Postrer Rio,,,Municipio Postrer Río,DO060304,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030402,6030402,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60304,1603:45:16:214:4:6030402,Guayabal (D.M.),DO06030402,,,,Municipio Postrer Río,DO060304,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030501,6030501,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60305,1603:45:16:214:4:6030501,Cristóbal,DO06030501,Cristobal,,,Municipio Cristóbal,DO060305,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030502,6030502,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60305,1603:45:16:214:4:6030502,Batey 8 (D.M.),DO06030502,,,,Municipio Cristóbal,DO060305,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030601,6030601,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60306,1603:45:16:214:4:6030601,Mella,DO06030601,,,,Municipio Mella,DO060306,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6030602,6030602,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,1603:45:16:214:3:60306,1603:45:16:214:4:6030602,La Colonia (D.M.),DO06030602,,,,Municipio Mella,DO060306,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6040101,6040101,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:604,1603:45:16:214:3:60401,1603:45:16:214:4:6040101,Pedernales,DO06040101,,,,Municipio Pedernales,DO060401,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6040102,6040102,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:604,1603:45:16:214:3:60401,1603:45:16:214:4:6040102,José Francisco Peña Gómez (D.M.),DO06040102,Jose Francisco Pena Gomez (D.M.),,,Municipio Pedernales,DO060401,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6040201,6040201,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:604,1603:45:16:214:3:60402,1603:45:16:214:4:6040201,Oviedo,DO06040201,,,,Municipio Oviedo,DO060402,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:6040202,6040202,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:604,1603:45:16:214:3:60402,1603:45:16:214:4:6040202,Juancho (D.M.),DO06040202,,,,Municipio Oviedo,DO060402,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7010101,7010101,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70101,1603:45:16:214:4:7010101,Hato Mayor,DO07010101,,,,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7010102,7010102,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70101,1603:45:16:214:4:7010102,Yerba Buena (D.M.),DO07010102,,,,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7010103,7010103,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70101,1603:45:16:214:4:7010103,Mata Palacio (D.M.),DO07010103,,,,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7010104,7010104,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70101,1603:45:16:214:4:7010104,Guayabo Dulce (D.M.),DO07010104,,,,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7010201,7010201,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70102,1603:45:16:214:4:7010201,Sabana de la Mar,DO07010201,,,,Municipio Sabana de la Mar,DO070102,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7010202,7010202,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70102,1603:45:16:214:4:7010202,Elupina Cordero de las Cañitas (D.M.),DO07010202,Elupina Cordero de las Canitas (D.M.),,,Municipio Sabana de la Mar,DO070102,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7010301,7010301,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,1603:45:16:214:3:70103,1603:45:16:214:4:7010301,El Valle,DO07010301,,,,Municipio El Valle,DO070103,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020101,7020101,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70201,1603:45:16:214:4:7020101,Monte Plata,DO07020101,,,,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020102,7020102,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70201,1603:45:16:214:4:7020102,Don Juan (D.M.),DO07020102,,,,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020103,7020103,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70201,1603:45:16:214:4:7020103,Chirino (D.M.),DO07020103,,,,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020104,7020104,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70201,1603:45:16:214:4:7020104,Boyá (D.M.),DO07020104,Boya (D.M.),,,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020201,7020201,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70202,1603:45:16:214:4:7020201,Bayaguana,DO07020201,,,,Municipio Bayaguana,DO070202,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020301,7020301,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70203,1603:45:16:214:4:7020301,Sabana Grande de Boyá,DO07020301,Sabana Grande de Boya,,,Municipio Sabana Grande de Boyá,DO070203,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020302,7020302,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70203,1603:45:16:214:4:7020302,Gonzalo (D.M.),DO07020302,,,,Municipio Sabana Grande de Boyá,DO070203,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020303,7020303,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70203,1603:45:16:214:4:7020303,Majagual (D.M.),DO07020303,,,,Municipio Sabana Grande de Boyá,DO070203,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020401,7020401,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70204,1603:45:16:214:4:7020401,Yamasá,DO07020401,Yamasa,,,Municipio Yamasá,DO070204,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020402,7020402,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70204,1603:45:16:214:4:7020402,Los Botados (D.M.),DO07020402,,,,Municipio Yamasá,DO070204,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020403,7020403,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70204,1603:45:16:214:4:7020403,Mamá Tingó (D.M.),DO07020403,Mama Tingo (D.M.),,,Municipio Yamasá,DO070204,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7020501,7020501,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,1603:45:16:214:3:70205,1603:45:16:214:4:7020501,Peralvillo,DO07020501,,,,Municipio Peralvillo,DO070205,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7030101,7030101,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70301,1603:45:16:214:4:7030101,San Pedro de Macorís,DO07030101,San Pedro de Macoris,,,Municipio San Pedro de Macorís,DO070301,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7030201,7030201,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70302,1603:45:16:214:4:7030201,Los Llanos,DO07030201,,,,Municipio Los Llanos,DO070302,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7030202,7030202,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70302,1603:45:16:214:4:7030202,El Puerto (D.M.),DO07030202,,,,Municipio Los Llanos,DO070302,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7030203,7030203,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70302,1603:45:16:214:4:7030203,Gautier (D.M.),DO07030203,,,,Municipio Los Llanos,DO070302,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7030301,7030301,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70303,1603:45:16:214:4:7030301,Ramón Santana,DO07030301,Ramon Santana,,,Municipio Ramón Santana,DO070303,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7030401,7030401,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70304,1603:45:16:214:4:7030401,Consuelo,DO07030401,,,,Municipio Consuelo,DO070304,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7030501,7030501,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70305,1603:45:16:214:4:7030501,Quisqueya,DO07030501,,,,Municipio Quisqueya,DO070305,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:7030601,7030601,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,1603:45:16:214:3:70306,1603:45:16:214:4:7030601,Guayacanes,DO07030601,,,,Municipio Guayacanes,DO070306,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8010101,8010101,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:801,1603:45:16:214:3:80101,1603:45:16:214:4:8010101,Santo Domingo de Guzmán,DO08010101,Santo Domingo de Guzman,,,Municipio Santo Domingo de Guzmán,DO080101,Distrito Nacional,DO0801,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020101,8020101,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80201,1603:45:16:214:4:8020101,Santo Domingo Este,DO08020101,,,,Municipio Santo Domingo Este,DO080201,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020102,8020102,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80201,1603:45:16:214:4:8020102,San Luis (D.M.),DO08020102,,,,Municipio Santo Domingo Este,DO080201,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020201,8020201,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80202,1603:45:16:214:4:8020201,Santo Domingo Oeste,DO08020201,,,,Municipio Santo Domingo Oeste,DO080202,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020301,8020301,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80203,1603:45:16:214:4:8020301,Santo Domingo Norte,DO08020301,,,,Municipio Santo Domingo Norte,DO080203,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020302,8020302,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80203,1603:45:16:214:4:8020302,La Victoria (D.M.),DO08020302,,,,Municipio Santo Domingo Norte,DO080203,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020401,8020401,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80204,1603:45:16:214:4:8020401,Boca Chica,DO08020401,,,,Municipio Boca Chica,DO080204,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020402,8020402,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80204,1603:45:16:214:4:8020402,La Caleta (D.M.),DO08020402,,,,Municipio Boca Chica,DO080204,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020501,8020501,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80205,1603:45:16:214:4:8020501,San Antonio de Guerra,DO08020501,,,,Municipio San Antonio de Guerra,DO080205,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020502,8020502,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80205,1603:45:16:214:4:8020502,Hato Viejo (D.M.),DO08020502,,,,Municipio San Antonio de Guerra,DO080205,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020601,8020601,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80206,1603:45:16:214:4:8020601,Los Alcarrizos,DO08020601,,,,Municipio Los Alcarrizos,DO080206,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020602,8020602,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80206,1603:45:16:214:4:8020602,Palmarejo-Villa Linda (D.M.),DO08020602,,,,Municipio Los Alcarrizos,DO080206,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020603,8020603,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80206,1603:45:16:214:4:8020603,Pantoja (D.M.),DO08020603,,,,Municipio Los Alcarrizos,DO080206,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020701,8020701,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80207,1603:45:16:214:4:8020701,Pedro Brand,DO08020701,,,,Municipio Pedro Brand,DO080207,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:8020702,8020702,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80207,1603:45:16:214:4:8020702,La Guáyiga (D.M.),DO08020702,La Guayiga (D.M.),,,Municipio Pedro Brand,DO080207,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
