#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:796:1:1,1,1603:45:16:796:0,1603:45:16:796:1:1,Grand Turk,TC1,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
1603:45:16:796:1:2,2,1603:45:16:796:0,1603:45:16:796:1:2,Middle Caicos,TC2,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
1603:45:16:796:1:3,3,1603:45:16:796:0,1603:45:16:796:1:3,North Caicos,TC3,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
1603:45:16:796:1:4,4,1603:45:16:796:0,1603:45:16:796:1:4,Providenciales and West Caicos,TC4,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
1603:45:16:796:1:5,5,1603:45:16:796:0,1603:45:16:796:1:5,Salt Cay,TC5,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
1603:45:16:796:1:6,6,1603:45:16:796:0,1603:45:16:796:1:6,South Caicos and East Caicos,TC6,,,,Turks and Caicos Islands,TC,2017-09-09,2021-02-09,
