#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:450:3:11101001,11101001,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11101001,1603:45:16:450:3:11101001,1er Arrondissement,MG11101001,,,,1er Arrondissement,MG11101001A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511170,54511170,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511170,Betsipolitra,MG54511170,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:54511210,54511210,1603:45:16:450:0,1603:45:16:450:1:54,1603:45:16:450:2:54511,1603:45:16:450:3:54511210,Ankondromena,MG54511210,,,,Miandrivazo,MG54511,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713010,71713010,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713010,Ramena,MG71713010,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713031,71713031,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713031,Sakaramy,MG71713031,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713032,71713032,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713032,Antanamitarana,MG71713032,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713033,71713033,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713033,Joffre Ville,MG71713033,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713050,71713050,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713050,Antsahampano,MG71713050,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713070,71713070,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713070,Mahavanona,MG71713070,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713090,71713090,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713090,Mangaoka,MG71713090,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713110,71713110,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713110,Andrafiabe,MG71713110,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713130,71713130,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713130,Anketrakabe,MG71713130,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713151,71713151,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713151,Sadjoavato,MG71713151,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713152,71713152,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713152,Antsalaka,MG71713152,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713170,71713170,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713170,Andranovondronina,MG71713170,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713191,71713191,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713191,Andranofanjava,MG71713191,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713192,71713192,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713192,Mahalina,MG71713192,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713210,71713210,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713210,Ankarongana,MG71713210,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713231,71713231,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713231,Anivorano Nord,MG71713231,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713232,71713232,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713232,Antsoha,MG71713232,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713251,71713251,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713251,Bobasakoa,MG71713251,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713252,71713252,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713252,Ambondrona,MG71713252,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713253,71713253,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713253,Bobakilandy,MG71713253,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71713254,71713254,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71713,1603:45:16:450:3:71713254,Mosorolava,MG71713254,,,,Antsiranana II,MG71713,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71715009,71715009,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71715,1603:45:16:450:3:71715009,Diego Suarez,MG71715009,,,,Antsiranana I,MG71715,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717010,71717010,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717010,Ambilobe,MG71717010,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717030,71717030,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717030,Mantaly,MG71717030,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717050,71717050,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717050,Ampondralava,MG71717050,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717070,71717070,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717070,Tanambao Marivorahona,MG71717070,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717090,71717090,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717090,Ambakirano,MG71717090,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717110,71717110,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717110,Ambatoben'anjavy,MG71717110,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717130,71717130,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717130,Antsaravibe,MG71717130,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717150,71717150,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717150,Antsohimbondrona,MG71717150,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717171,71717171,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717171,Anjiabe Ambony,MG71717171,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717172,71717172,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717172,Ambodibonara,MG71717172,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717190,71717190,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717190,Beramanja,MG71717190,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717210,71717210,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717210,Betsiaka,MG71717210,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717231,71717231,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717231,Ambarakaraka,MG71717231,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717232,71717232,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717232,Anaborano Ifasy,MG71717232,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71717233,71717233,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71717,1603:45:16:450:3:71717233,Manambato,MG71717233,,,,Ambilobe,MG71717,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71718001,71718001,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71718,1603:45:16:450:3:71718001,Hell-Ville,MG71718001,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71718002,71718002,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71718,1603:45:16:450:3:71718002,Ampangorina,MG71718002,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71718003,71718003,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71718,1603:45:16:450:3:71718003,Ambatozavavy,MG71718003,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71718004,71718004,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71718,1603:45:16:450:3:71718004,Bemanondrobe,MG71718004,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71718005,71718005,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71718,1603:45:16:450:3:71718005,Dzamandzar,MG71718005,,,,Nosy-Be,MG71718,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719010,71719010,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719010,Ambanja,MG71719010,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719030,71719030,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719030,Benavony,MG71719030,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719050,71719050,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719050,Ambohimena,MG71719050,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719070,71719070,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719070,Antsatsaka,MG71719070,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719091,71719091,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719091,Antranokarany,MG71719091,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719092,71719092,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719092,Djangoa,MG71719092,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719110,71719110,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719110,Antsakoamanondro,MG71719110,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719130,71719130,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719130,Ambalahonko,MG71719130,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719150,71719150,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719150,Ankingameloka,MG71719150,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719171,71719171,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719171,Bemaneviky Haut Sambirano,MG71719171,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719172,71719172,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719172,Ambodimanga Ramena,MG71719172,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719173,71719173,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719173,Maevatanana,MG71719173,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719190,71719190,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719190,Antafiambotry,MG71719190,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719210,71719210,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719210,Maherivaratra,MG71719210,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719231,71719231,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719231,Marovato,MG71719231,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719232,71719232,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719232,Ambohitrandriana,MG71719232,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719233,71719233,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719233,Ambohimarina,MG71719233,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719250,71719250,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719250,Ambaliha,MG71719250,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719270,71719270,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719270,Marotolana,MG71719270,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719290,71719290,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719290,Bemaneviky Ouest,MG71719290,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719310,71719310,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719310,Anorontsangana,MG71719310,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719330,71719330,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719330,Antsirabe,MG71719330,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:71719350,71719350,1603:45:16:450:0,1603:45:16:450:1:71,1603:45:16:450:2:71719,1603:45:16:450:3:71719350,Ankatafa,MG71719350,,,,Ambanja,MG71719,Diana,MG71,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710010,72710010,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710010,Antalaha Ambonivohitra,MG72710010,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710030,72710030,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710030,Ampahana,MG72710030,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710050,72710050,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710050,Ampohibe,MG72710050,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710070,72710070,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710070,Antombana,MG72710070,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710090,72710090,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710090,Antsahanoro,MG72710090,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710110,72710110,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710110,Antananambo,MG72710110,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710130,72710130,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710130,Marofinaritra,MG72710130,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710151,72710151,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710151,Sarahandrano,MG72710151,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710152,72710152,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710152,Andampy,MG72710152,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710170,72710170,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710170,Ambalabe,MG72710170,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710190,72710190,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710190,Ambinanifaho,MG72710190,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710210,72710210,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710210,Ambohitralanana,MG72710210,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710230,72710230,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710230,Lanjarivo,MG72710230,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710250,72710250,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710250,Antsambalahy,MG72710250,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710271,72710271,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710271,Vinanivao,MG72710271,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72710272,72710272,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72710,1603:45:16:450:3:72710272,Ampanavoana,MG72710272,,,,Antalaha,MG72710,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711010,72711010,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711010,Sambava Cu,MG72711010,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711059,72711059,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711059,Ambohimalaza,MG72711059,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711079,72711079,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711079,Farahalana,MG72711079,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711090,72711090,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711090,Nosiarina,MG72711090,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711130,72711130,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711130,Ambodivoara,MG72711130,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711150,72711150,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711150,Anjinjaomby,MG72711150,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711170,72711170,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711170,Morafeno,MG72711170,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711190,72711190,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711190,Analamaho,MG72711190,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711210,72711210,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711210,Ambohimitsinjo,MG72711210,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711230,72711230,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711230,Anjangoveratra,MG72711230,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711250,72711250,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711250,Andratamarina,MG72711250,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711270,72711270,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711270,Marogaona,MG72711270,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711290,72711290,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711290,Marojala,MG72711290,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711310,72711310,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711310,Antsambaharo,MG72711310,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:72711330,72711330,1603:45:16:450:0,1603:45:16:450:1:72,1603:45:16:450:2:72711,1603:45:16:450:3:72711330,Andrahanjo,MG72711330,,,,Sambava,MG72711,Sava,MG72,Madagascar,MG,2010-12-31,2020-02-20,
