#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+name+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#country+name,#country+name+alt1+i_fra+is_latn,#country+name+alt2+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:768:0:TG,TG,Togo,TG,,,,2020-01-12,2022-01-04,
