qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:112:1:1,1,1603:45:16:112:0,1603:45:16:112:1:1,Brest,BY001,Belarus,BY,2019-07-30,2019-07-31,
1603:45:16:112:1:2,2,1603:45:16:112:0,1603:45:16:112:1:2,Gomel,BY002,Belarus,BY,2019-07-30,2019-07-31,
1603:45:16:112:1:3,3,1603:45:16:112:0,1603:45:16:112:1:3,Grodno,BY003,Belarus,BY,2019-07-30,2019-07-31,
1603:45:16:112:1:4,4,1603:45:16:112:0,1603:45:16:112:1:4,Minsk,BY004,Belarus,BY,2019-07-30,2019-07-31,
1603:45:16:112:1:5,5,1603:45:16:112:0,1603:45:16:112:1:5,Minsk City,BY005,Belarus,BY,2019-07-30,2019-07-31,
1603:45:16:112:1:6,6,1603:45:16:112:0,1603:45:16:112:1:6,Mogilev,BY006,Belarus,BY,2019-07-30,2019-07-31,
1603:45:16:112:1:7,7,1603:45:16:112:0,1603:45:16:112:1:7,Vitebsk,BY007,Belarus,BY,2019-07-30,2019-07-31,
