#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_por+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_por+is_latn,#country+name+alt2+i_por+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:678:0:678,678,1603:45:16:678:0,São Tomé e Príncipe,ST,,,,2020-08-17,2022-01-12,
