#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:566:2:7005,7005,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7005,Gboko,NG007005,Gboko,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7006,7006,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7006,Guma,NG007006,Guma,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7007,7007,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7007,Gwer East,NG007007,Gwer East,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7008,7008,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7008,Gwer West,NG007008,Gwer West,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7009,7009,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7009,Katsina-Ala,NG007009,Katsina-Ala,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7010,7010,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7010,Konshisha,NG007010,Konshisha,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7011,7011,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7011,Kwande,NG007011,Kwande,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7012,7012,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7012,Logo,NG007012,Logo,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7013,7013,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7013,Makurdi,NG007013,Makurdi,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7014,7014,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7014,Obi,NG007014,Obi,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7015,7015,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7015,Ogbadibo,NG007015,Ogbadibo,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7016,7016,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7016,Ohimini,NG007016,Ohimini,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7017,7017,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7017,Oju,NG007017,Oju,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7018,7018,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7018,Okpokwu,NG007018,Okpokwu,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7019,7019,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7019,Oturkpo,NG007019,Oturkpo,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7020,7020,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7020,Tarka,NG007020,Tarka,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7021,7021,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7021,Ukum,NG007021,Ukum,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7022,7022,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7022,Ushongo,NG007022,Ushongo,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7023,7023,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7023,Vandeikya,NG007023,Vandeikya,,,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8001,8001,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8001,Abadam,NG008001,Abadam,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8002,8002,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8002,Askira/Uba,NG008002,Askira/Uba,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8003,8003,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8003,Bama,NG008003,Bama,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8004,8004,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8004,Bayo,NG008004,Bayo,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8005,8005,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8005,Biu,NG008005,Biu,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8006,8006,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8006,Chibok,NG008006,Chibok,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8007,8007,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8007,Damboa,NG008007,Damboa,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8008,8008,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8008,Dikwa,NG008008,Dikwa,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8009,8009,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8009,Gubio,NG008009,Gubio,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8010,8010,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8010,Guzamala,NG008010,Guzamala,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8011,8011,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8011,Gwoza,NG008011,Gwoza,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8012,8012,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8012,Hawul,NG008012,Hawul,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8013,8013,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8013,Jere,NG008013,Jere,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8014,8014,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8014,Kaga,NG008014,Kaga,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8015,8015,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8015,Kala/Balge,NG008015,Kala/Balge,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8016,8016,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8016,Konduga,NG008016,Konduga,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8017,8017,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8017,Kukawa,NG008017,Kukawa,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8018,8018,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8018,Kwaya Kusar,NG008018,Kwaya Kusar,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8019,8019,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8019,Mafa,NG008019,Mafa,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8020,8020,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8020,Magumeri,NG008020,Magumeri,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8021,8021,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8021,Maiduguri,NG008021,Maiduguri,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8022,8022,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8022,Marte,NG008022,Marte,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8023,8023,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8023,Mobbar,NG008023,Mobbar,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8024,8024,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8024,Monguno,NG008024,Monguno,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8025,8025,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8025,Ngala,NG008025,Ngala,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8026,8026,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8026,Nganzai,NG008026,Nganzai,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8027,8027,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8027,Shani,NG008027,Shani,,,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9001,9001,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9001,Abi,NG009001,Abi,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9002,9002,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9002,Akamkpa,NG009002,Akamkpa,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9003,9003,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9003,Akpabuyo,NG009003,Akpabuyo,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9005,9005,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9005,Bakassi,NG009005,Bakassi,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9006,9006,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9006,Bekwara,NG009006,Bekwara,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9007,9007,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9007,Biase,NG009007,Biase,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9008,9008,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9008,Boki,NG009008,Boki,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9009,9009,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9009,Calabar South,NG009009,Calabar South,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9010,9010,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9010,Calabar-Municipal,NG009010,Calabar-Municipal,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9011,9011,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9011,Etung,NG009011,Etung,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9012,9012,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9012,Ikom,NG009012,Ikom,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9013,9013,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9013,Obanliku,NG009013,Obanliku,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9014,9014,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9014,Obubra,NG009014,Obubra,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9015,9015,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9015,Obudu,NG009015,Obudu,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9016,9016,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9016,Odukpani,NG009016,Odukpani,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9017,9017,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9017,Ogoja,NG009017,Ogoja,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9018,9018,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9018,Yakurr,NG009018,Yakurr,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9019,9019,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9019,Yala,NG009019,Yala,,,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10001,10001,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10001,Aniocha North,NG010001,Aniocha North,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10002,10002,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10002,Aniocha South,NG010002,Aniocha South,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10003,10003,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10003,Bomadi,NG010003,Bomadi,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10004,10004,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10004,Burutu,NG010004,Burutu,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10005,10005,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10005,Ethiope East,NG010005,Ethiope East,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10006,10006,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10006,Ethiope West,NG010006,Ethiope West,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10007,10007,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10007,Ika North East,NG010007,Ika North East,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10008,10008,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10008,Ika South,NG010008,Ika South,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10009,10009,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10009,Isoko North,NG010009,Isoko North,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10010,10010,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10010,Isoko South,NG010010,Isoko South,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10011,10011,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10011,Ndokwa East,NG010011,Ndokwa East,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10012,10012,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10012,Ndokwa West,NG010012,Ndokwa West,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10013,10013,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10013,Okpe,NG010013,Okpe,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10014,10014,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10014,Oshimili North,NG010014,Oshimili North,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10015,10015,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10015,Oshimili South,NG010015,Oshimili South,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10016,10016,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10016,Patani,NG010016,Patani,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10017,10017,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10017,Sapele,NG010017,Sapele,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10018,10018,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10018,Udu,NG010018,Udu,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10019,10019,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10019,Ughelli North,NG010019,Ughelli North,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10020,10020,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10020,Ughelli South,NG010020,Ughelli South,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10021,10021,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10021,Ukwuani,NG010021,Ukwuani,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10022,10022,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10022,Uvwie,NG010022,Uvwie,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10023,10023,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10023,Warri North,NG010023,Warri North,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10024,10024,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10024,Warri South,NG010024,Warri South,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10025,10025,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10025,Warri South West,NG010025,Warri South West,,,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11001,11001,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11001,Abakaliki,NG011001,Abakaliki,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11002,11002,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11002,Afikpo North,NG011002,Afikpo North,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11003,11003,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11003,Afikpo South,NG011003,Afikpo South,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11004,11004,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11004,Ebonyi,NG011004,Ebonyi,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11005,11005,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11005,Ezza North,NG011005,Ezza North,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11006,11006,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11006,Ezza South,NG011006,Ezza South,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11007,11007,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11007,Ikwo,NG011007,Ikwo,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11008,11008,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11008,Ishielu,NG011008,Ishielu,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11009,11009,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11009,Ivo,NG011009,Ivo,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11010,11010,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11010,Izzi,NG011010,Izzi,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11011,11011,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11011,Ohaozara,NG011011,Ohaozara,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11012,11012,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11012,Ohaukwu,NG011012,Ohaukwu,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11013,11013,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11013,Onicha,NG011013,Onicha,,,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12001,12001,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12001,Akoko-Edo,NG012001,Akoko-Edo,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12002,12002,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12002,Egor,NG012002,Egor,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12003,12003,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12003,Esan Central,NG012003,Esan Central,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12004,12004,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12004,Esan North East,NG012004,Esan North East,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12005,12005,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12005,Esan South East,NG012005,Esan South East,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12006,12006,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12006,Esan West,NG012006,Esan West,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12007,12007,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12007,Etsako Central,NG012007,Etsako Central,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12008,12008,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12008,Etsako East,NG012008,Etsako East,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12009,12009,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12009,Etsako West,NG012009,Etsako West,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12010,12010,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12010,Igueben,NG012010,Igueben,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12011,12011,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12011,Ikpoba-Okha,NG012011,Ikpoba-Okha,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12012,12012,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12012,Oredo,NG012012,Oredo,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12013,12013,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12013,Orhionmwon,NG012013,Orhionmwon,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12014,12014,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12014,Ovia North East,NG012014,Ovia North East,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12015,12015,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12015,Ovia South West,NG012015,Ovia South West,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12016,12016,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12016,Owan East,NG012016,Owan East,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12017,12017,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12017,Owan West,NG012017,Owan West,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12018,12018,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12018,Uhunmwonde,NG012018,Uhunmwonde,,,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13001,13001,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13001,Ado Ekiti,NG013001,Ado Ekiti,,,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13002,13002,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13002,Aiyekire (Gbonyin),NG013002,Aiyekire (Gbonyin),,,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13003,13003,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13003,Efon,NG013003,Efon,,,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13004,13004,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13004,Ekiti East,NG013004,Ekiti East,,,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13005,13005,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13005,Ekiti South West,NG013005,Ekiti South West,,,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13006,13006,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13006,Ekiti West,NG013006,Ekiti West,,,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13007,13007,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13007,Emure,NG013007,Emure,,,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13008,13008,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13008,Ido-Osi,NG013008,Ido-Osi,,,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
