#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:262:1:1,1,1603:45:16:262:0,1603:45:16:262:1:1,Obock,DJ01,,,,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:1:2,2,1603:45:16:262:0,1603:45:16:262:1:2,Tadjourah,DJ02,,,,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:1:3,3,1603:45:16:262:0,1603:45:16:262:1:3,Dilkhil,DJ03,,,,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:1:4,4,1603:45:16:262:0,1603:45:16:262:1:4,Djibouti,DJ04,,,,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:1:5,5,1603:45:16:262:0,1603:45:16:262:1:5,Ali Sabeh,DJ05,,,,Djibouti,DJ,2018-10-26,2020-02-20,
