#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:1:10,10,1603:45:16:50:0,1603:45:16:50:1:10,Barisal,BD10,,,,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:1:20,20,1603:45:16:50:0,1603:45:16:50:1:20,Chittagong,BD20,,,,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:1:30,30,1603:45:16:50:0,1603:45:16:50:1:30,Dhaka,BD30,,,,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:1:40,40,1603:45:16:50:0,1603:45:16:50:1:40,Khulna,BD40,,,,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:1:45,45,1603:45:16:50:0,1603:45:16:50:1:45,Mymensingh,BD45,,,,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:1:50,50,1603:45:16:50:0,1603:45:16:50:1:50,Rajshahi,BD50,,,,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:1:55,55,1603:45:16:50:0,1603:45:16:50:1:55,Rangpur,BD55,,,,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:1:60,60,1603:45:16:50:0,1603:45:16:50:1:60,Sylhet,BD60,,,,Bangladesh,BD,2018-04-25,2020-12-18,
