#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:626:3:120301,120301,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1203,1603:45:16:626:3:120301,Bobometo,TL120301,,,,Oesilo,TL1203,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120302,120302,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1203,1603:45:16:626:3:120302,Usi-Taqueno,TL120302,,,,Oesilo,TL1203,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120303,120303,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1203,1603:45:16:626:3:120303,Usi-Tacae,TL120303,,,,Oesilo,TL1203,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120401,120401,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1204,1603:45:16:626:3:120401,Abani,TL120401,,,,Passabe,TL1204,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:120402,120402,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1204,1603:45:16:626:3:120402,Malelat,TL120402,,,,Passabe,TL1204,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130101,130101,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1301,1603:45:16:626:3:130101,Irabin de Baixo,TL130101,,,,Uatucarbau,TL1301,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130102,130102,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1301,1603:45:16:626:3:130102,Irabin de Cima,TL130102,,,,Uatucarbau,TL1301,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130103,130103,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1301,1603:45:16:626:3:130103,Uani Uma,TL130103,,,,Uatucarbau,TL1301,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130104,130104,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1301,1603:45:16:626:3:130104,Afaloicai,TL130104,,,,Uatucarbau,TL1301,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130105,130105,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1301,1603:45:16:626:3:130105,Bahatata,TL130105,,,,Uatucarbau,TL1301,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130106,130106,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1301,1603:45:16:626:3:130106,Loi Ulu,TL130106,,,,Uatucarbau,TL1301,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130201,130201,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130201,Uaibobo,TL130201,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130202,130202,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130202,Builale,TL130202,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130203,130203,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130203,Mahareca,TL130203,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130204,130204,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130204,Ossu de Cima,TL130204,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130205,130205,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130205,Uaigia,TL130205,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130206,130206,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130206,Ossorua,TL130206,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130207,130207,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130207,Loi-Huno,TL130207,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130208,130208,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130208,Uabubo,TL130208,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130209,130209,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,1603:45:16:626:3:130209,Liaruca,TL130209,,,,Ossu,TL1302,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130301,130301,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1303,1603:45:16:626:3:130301,Macadique,TL130301,,,,Uato-Lari,TL1303,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130302,130302,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1303,1603:45:16:626:3:130302,Uaitame,TL130302,,,,Uato-Lari,TL1303,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130303,130303,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1303,1603:45:16:626:3:130303,Matahoi,TL130303,,,,Uato-Lari,TL1303,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130304,130304,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1303,1603:45:16:626:3:130304,Vessoru,TL130304,,,,Uato-Lari,TL1303,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130305,130305,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1303,1603:45:16:626:3:130305,Babulo,TL130305,,,,Uato-Lari,TL1303,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130306,130306,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1303,1603:45:16:626:3:130306,Afaloicai,TL130306,,,,Uato-Lari,TL1303,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130401,130401,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130401,Uma Uain Craic,TL130401,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130402,130402,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130402,Bahalarauain,TL130402,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130403,130403,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130403,Uma Quic,TL130403,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130404,130404,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130404,Bibileo,TL130404,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130405,130405,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130405,Watu Dere,TL130405,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130406,130406,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130406,Uai Mori,TL130406,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130407,130407,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130407,Caraubalo,TL130407,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130408,130408,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130408,Uma Uain Leten,TL130408,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130409,130409,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130409,Maluro,TL130409,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130410,130410,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,1603:45:16:626:3:130410,Luca,TL130410,,,,Viqueque,TL1304,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130501,130501,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1305,1603:45:16:626:3:130501,Laline,TL130501,,,,Lacluta,TL1305,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130502,130502,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1305,1603:45:16:626:3:130502,Uma Tolu,TL130502,,,,Lacluta,TL1305,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130503,130503,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1305,1603:45:16:626:3:130503,Ahic,TL130503,,,,Lacluta,TL1305,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:3:130504,130504,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1305,1603:45:16:626:3:130504,Dilor,TL130504,,,,Lacluta,TL1305,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
