#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt0,#meta+ERROR+adm1+code+v_pcode,#meta+ERROR+adm1+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:92:1:0,0,1603:45:16:92:0,1603:45:16:92:1:0,Southern Islands,VG00,,,,British Virgin Islands,VG,2017-09-09,2020-04-01,
1603:45:16:92:1:1,1,1603:45:16:92:0,1603:45:16:92:1:1,Anegada,VG01,,,,British Virgin Islands,VG,2017-09-09,2020-04-01,
1603:45:16:92:1:2,2,1603:45:16:92:0,1603:45:16:92:1:2,Cooper Island,VG02,,,,British Virgin Islands,VG,2017-09-09,2020-04-01,
1603:45:16:92:1:3,3,1603:45:16:92:0,1603:45:16:92:1:3,Great Camanoe,VG03,,,,British Virgin Islands,VG,2017-09-09,2020-04-01,
1603:45:16:92:1:4,4,1603:45:16:92:0,1603:45:16:92:1:4,Jost Van Dyke,VG04,,,,British Virgin Islands,VG,2017-09-09,2020-04-01,
1603:45:16:92:1:5,5,1603:45:16:92:0,1603:45:16:92:1:5,Tortola,VG05,,,,British Virgin Islands,VG,2017-09-09,2020-04-01,
1603:45:16:92:1:6,6,1603:45:16:92:0,1603:45:16:92:1:6,Virgin Gorda,VG06,,,,British Virgin Islands,VG,2017-09-09,2020-04-01,
