#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:231:3:72203,72203,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:722,1603:45:16:231:3:72203,Burji Special,ET072203,,,,Burji,ET0722,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72304,72304,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:723,1603:45:16:231:3:72304,Derashe Special,ET072304,,,,Derashe,ET0723,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:72401,72401,1603:45:16:231:0,1603:45:16:231:1:7,1603:45:16:231:2:724,1603:45:16:231:3:72401,Yem SP Woreda,ET072401,,,,Yem Special,ET0724,SNNP,ET07,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110101,110101,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1101,1603:45:16:231:3:110101,Anderacha,ET110101,,,,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110102,110102,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1101,1603:45:16:231:3:110102,Masha,ET110102,,,,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110103,110103,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1101,1603:45:16:231:3:110103,Yeki,ET110103,,,,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110104,110104,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1101,1603:45:16:231:3:110104,Tepi,ET110104,,,,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110105,110105,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1101,1603:45:16:231:3:110105,Masha town,ET110105,,,,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110201,110201,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110201,Saylem,ET110201,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110202,110202,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110202,Gesha,ET110202,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110203,110203,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110203,Gewata,ET110203,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110204,110204,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110204,Gimbo,ET110204,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110205,110205,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110205,Adiyio,ET110205,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110206,110206,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110206,Tullo,ET110206,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110207,110207,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110207,Cheta,ET110207,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110208,110208,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110208,Decha,ET110208,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110209,110209,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110209,Chena,ET110209,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110210,110210,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110210,Bita,ET110210,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110211,110211,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110211,Bonga town,ET110211,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110212,110212,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110212,Goba (SP),ET110212,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110213,110213,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110213,Shisho Ande,ET110213,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110214,110214,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1102,1603:45:16:231:3:110214,Wacha,ET110214,,,,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110301,110301,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1103,1603:45:16:231:3:110301,Sheko,ET110301,,,,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110302,110302,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1103,1603:45:16:231:3:110302,Gurafereda,ET110302,,,,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110303,110303,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1103,1603:45:16:231:3:110303,Debub Bench,ET110303,,,,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110304,110304,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1103,1603:45:16:231:3:110304,Shay Bench,ET110304,,,,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110305,110305,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1103,1603:45:16:231:3:110305,Semen Bench,ET110305,,,,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110306,110306,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1103,1603:45:16:231:3:110306,Gidi Bench,ET110306,,,,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110307,110307,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1103,1603:45:16:231:3:110307,Mizan Aman town,ET110307,,,,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110308,110308,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1103,1603:45:16:231:3:110308,Size town,ET110308,,,,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110401,110401,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110401,Tocha,ET110401,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110402,110402,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110402,Mareka,ET110402,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110403,110403,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110403,Loma,ET110403,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110404,110404,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110404,Gena,ET110404,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110405,110405,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110405,Isara,ET110405,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110406,110406,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110406,Kachi,ET110406,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110407,110407,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110407,Tercha Zuriya,ET110407,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110408,110408,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110408,Mari Mansa,ET110408,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110409,110409,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110409,Disa,ET110409,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110410,110410,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110410,Zabagazo,ET110410,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110411,110411,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110411,Tercha town,ET110411,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110412,110412,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1104,1603:45:16:231:3:110412,Gesa town,ET110412,,,,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110501,110501,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1105,1603:45:16:231:3:110501,Gachit,ET110501,,,,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110502,110502,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1105,1603:45:16:231:3:110502,Menit Goldiye,ET110502,,,,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110503,110503,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1105,1603:45:16:231:3:110503,Gori Gesha,ET110503,,,,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110504,110504,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1105,1603:45:16:231:3:110504,Menit Shasha,ET110504,,,,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110505,110505,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1105,1603:45:16:231:3:110505,Bero,ET110505,,,,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110506,110506,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1105,1603:45:16:231:3:110506,Surma,ET110506,,,,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110507,110507,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1105,1603:45:16:231:3:110507,Maji,ET110507,,,,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:110601,110601,1603:45:16:231:0,1603:45:16:231:1:11,1603:45:16:231:2:1106,1603:45:16:231:3:110601,Konta,ET110601,,,,Konta Special,ET1106,South West Ethiopia,ET11,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120101,120101,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1201,1603:45:16:231:3:120101,Akobo,ET120101,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120102,120102,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1201,1603:45:16:231:3:120102,Lare,ET120102,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120103,120103,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1201,1603:45:16:231:3:120103,Jikawo,ET120103,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120104,120104,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1201,1603:45:16:231:3:120104,Wantawo,ET120104,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120105,120105,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1201,1603:45:16:231:3:120105,Makuey,ET120105,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120200,120200,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1202,1603:45:16:231:3:120200,Gambela National Park,ET120200,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120201,120201,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1202,1603:45:16:231:3:120201,Abobo,ET120201,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120202,120202,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1202,1603:45:16:231:3:120202,Gambela Zuria,ET120202,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120203,120203,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1202,1603:45:16:231:3:120203,Gog,ET120203,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120204,120204,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1202,1603:45:16:231:3:120204,Jore,ET120204,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120205,120205,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1202,1603:45:16:231:3:120205,Dima (GM),ET120205,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120206,120206,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1202,1603:45:16:231:3:120206,Gambela town,ET120206,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120301,120301,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1203,1603:45:16:231:3:120301,Godere,ET120301,,,,Majang,ET1203,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120308,120308,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1203,1603:45:16:231:3:120308,Mengesh,ET120308,,,,Majang,ET1203,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:120407,120407,1603:45:16:231:0,1603:45:16:231:1:12,1603:45:16:231:2:1204,1603:45:16:231:3:120407,Itang,ET120407,,,,Itang Special woreda,ET1204,Gambela,ET12,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130101,130101,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130101,Sofi,ET130101,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130102,130102,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130102,Shenkor,ET130102,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130103,130103,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130103,Jinela,ET130103,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130104,130104,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130104,Hakim,ET130104,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130105,130105,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130105,Erer (HR),ET130105,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130106,130106,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130106,Dire Teyara,ET130106,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130107,130107,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130107,Amir Nur,ET130107,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130108,130108,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130108,Aboker,ET130108,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:130109,130109,1603:45:16:231:0,1603:45:16:231:1:13,1603:45:16:231:2:1301,1603:45:16:231:3:130109,Abadir,ET130109,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140101,140101,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140101,Akaki Kality,ET140101,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140102,140102,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140102,Nifas Silk Lafto,ET140102,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140103,140103,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140103,Kolfe Keraniyo,ET140103,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140104,140104,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140104,Bole,ET140104,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140105,140105,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140105,Lideta,ET140105,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140106,140106,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140106,Kirkos,ET140106,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140107,140107,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140107,Yeka,ET140107,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140108,140108,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140108,Addis Ketema,ET140108,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140109,140109,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140109,Arada,ET140109,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140110,140110,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140110,Gulele,ET140110,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:140111,140111,1603:45:16:231:0,1603:45:16:231:1:14,1603:45:16:231:2:1401,1603:45:16:231:3:140111,Lemi Kura,ET140111,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150103,150103,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150103,Sabian,ET150103,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150104,150104,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150104,Malka Jabti /M.Jebdu),ET150104,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150105,150105,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150105,Legehare,ET150105,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150109,150109,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150109,Addis Ketema (DD),ET150109,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150110,150110,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150110,Gende Kore,ET150110,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150111,150111,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150111,Dechatu,ET150111,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150112,150112,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150112,Hafat Issa,ET150112,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150113,150113,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150113,Kazira,ET150113,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150114,150114,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1501,1603:45:16:231:3:150114,Police Maret,ET150114,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150201,150201,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1502,1603:45:16:231:3:150201,Aseliso,ET150201,,,,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150206,150206,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1502,1603:45:16:231:3:150206,Jeldessa,ET150206,,,,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150207,150207,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1502,1603:45:16:231:3:150207,Wahil,ET150207,,,,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:150208,150208,1603:45:16:231:0,1603:45:16:231:1:15,1603:45:16:231:2:1502,1603:45:16:231:3:150208,Biyoawale,ET150208,,,,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:160001,160001,1603:45:16:231:0,1603:45:16:231:1:16,1603:45:16:231:2:1600,1603:45:16:231:3:160001,Shebe Dino,ET160001,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2020-10-13,2021-12-16,
