#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_spa+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_spa+is_latn,#adm3+name+alt2+i_spa+is_latn,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_spa+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:862:3:141403,141403,San Rafael De Alcazar,,VE141403,,,,,,Obispo Ramos De Lo,,VE1414,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141501,141501,Capital  Padre Noguera,,VE141501,,,,,,Padre Noguera,,VE1415,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141601,141601,Capital Pueblo Llano,,VE141601,,,,,,Pueblo Llano,,VE1416,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141701,141701,Capital Rangel,,VE141701,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141702,141702,Cacute,,VE141702,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141703,141703,La Toma,,VE141703,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141704,141704,Mucuruba,,VE141704,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141705,141705,San Rafael,,VE141705,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141801,141801,Capital Rivas Davila,,VE141801,,,,,,Rivas Davila,,VE1418,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141802,141802,Geronimo Maldonado,,VE141802,,,,,,Rivas Davila,,VE1418,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:141900,141900,Capital Santos Marquina,,VE141900,,,,,,Santos Marquina,,VE1419,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142001,142001,Capital Sucre,,VE142001,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142002,142002,Chiguara,,VE142002,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142003,142003,Estanquez,,VE142003,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142004,142004,La Trampa,,VE142004,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142005,142005,Pueblo Nuevo Del Sur,,VE142005,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142006,142006,San Juan,,VE142006,,,,,,Sucre,,VE1420,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142101,142101,El Amparo,,VE142101,,,,,,Tovar,,VE1421,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142102,142102,El Llano,,VE142102,,,,,,Tovar,,VE1421,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142103,142103,San Francisco,,VE142103,,,,,,Tovar,,VE1421,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142104,142104,Tovar,,VE142104,,,,,,Tovar,,VE1421,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142201,142201,Capital Tulio Febres Corde,,VE142201,,,,,,Tulio Febres Corde,,VE1422,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142202,142202,Independencia,,VE142202,,,,,,Tulio Febres Corde,,VE1422,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142203,142203,Maria De La Concepcion Pal,,VE142203,,,,,,Tulio Febres Corde,,VE1422,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142204,142204,Santa Polonia,,VE142204,,,,,,Tulio Febres Corde,,VE1422,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142301,142301,Capital Zea,,VE142301,,,,,,Zea,,VE1423,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:142302,142302,Caño El Tigre,,VE142302,,,,,,Zea,,VE1423,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150101,150101,Caucagua,,VE150101,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150102,150102,Aragõita,,VE150102,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150103,150103,Arvelo Gonzalez,,VE150103,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150104,150104,Capaya,,VE150104,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150105,150105,El Cafe,,VE150105,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150106,150106,Marizapa,,VE150106,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150107,150107,Panaquire,,VE150107,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150108,150108,Ribas,,VE150108,,,,,,Acevedo,,VE1501,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150201,150201,San Jose De Barlovento,,VE150201,,,,,,Andres Bello,,VE1502,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150202,150202,El Cumbo,,VE150202,,,,,,Andres Bello,,VE1502,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150301,150301,Baruta,,VE150301,,,,,,Baruta,,VE1503,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150302,150302,El Cafetal,,VE150302,,,,,,Baruta,,VE1503,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150303,150303,Las Minas De Baruta,,VE150303,,,,,,Baruta,,VE1503,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150401,150401,Higuerote,,VE150401,,,,,,Brion,,VE1504,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150402,150402,Curiepe,,VE150402,,,,,,Brion,,VE1504,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150403,150403,Tacarigua,,VE150403,,,,,,Brion,,VE1504,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150501,150501,Mamporal,,VE150501,,,,,,Buroz,,VE1505,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150601,150601,Carrizal,,VE150601,,,,,,Carrizal,,VE1506,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150701,150701,Chacao,,VE150701,,,,,,Chacao,,VE1507,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150801,150801,Charallave,,VE150801,,,,,,Cristobal Rojas,,VE1508,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150802,150802,Las Brisas,,VE150802,,,,,,Cristobal Rojas,,VE1508,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:150901,150901,El Hatillo,,VE150901,,,,,,El Hatillo,,VE1509,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151001,151001,Los Teques,,VE151001,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151002,151002,Altagracia De La Montaña,,VE151002,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151003,151003,Cecilio Acosta,,VE151003,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151004,151004,El Jarillo,,VE151004,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151005,151005,Paracotos,,VE151005,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151006,151006,San Pedro,,VE151006,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151007,151007,Tacata,,VE151007,,,,,,Guaicaipuro,,VE1510,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151101,151101,Santa Teresa Del Tuy,,VE151101,,,,,,Independencia,,VE1511,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151102,151102,Cartanal,,VE151102,,,,,,Independencia,,VE1511,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151201,151201,Ocumare Del Tuy,,VE151201,,,,,,Lander,,VE1512,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151202,151202,La Democracia,,VE151202,,,,,,Lander,,VE1512,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151203,151203,Santa Barbara,,VE151203,,,,,,Lander,,VE1512,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151301,151301,San Antonio De Los Altos,,VE151301,,,,,,Los Salias,,VE1513,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151401,151401,Rio Chico,,VE151401,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151402,151402,El Guapo,,VE151402,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151403,151403,Tacarigua De La Laguna,,VE151403,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151404,151404,Paparo,,VE151404,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151405,151405,San Fernando Del Guapo,,VE151405,,,,,,Paez,,VE1514,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151501,151501,Santa Lucia,,VE151501,,,,,,Paz Castillo,,VE1515,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151601,151601,Cupira,,VE151601,,,,,,Pedro Gual,,VE1516,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151602,151602,Machurucuto,,VE151602,,,,,,Pedro Gual,,VE1516,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151701,151701,Guarenas,,VE151701,,,,,,Plaza,,VE1517,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151801,151801,San Francisco De Yare,,VE151801,,,,,,Simon Bolivar,,VE1518,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151802,151802,San Antonio De Yare,,VE151802,,,,,,Simon Bolivar,,VE1518,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151901,151901,Petare,,VE151901,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151902,151902,Caucaguita,,VE151902,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151903,151903,Filas De Mariches,,VE151903,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151904,151904,La Dolorita,,VE151904,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:151905,151905,Leoncio Martinez,,VE151905,,,,,,Sucre,,VE1519,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:152001,152001,Cua,,VE152001,,,,,,Urdaneta,,VE1520,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:152002,152002,Nueva Cua,,VE152002,,,,,,Urdaneta,,VE1520,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:152101,152101,Guatire,,VE152101,,,,,,Zamora,,VE1521,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:152102,152102,Bolivar,,VE152102,,,,,,Zamora,,VE1521,Miranda,,VE15,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160101,160101,Capital Acosta,,VE160101,,,,,,Acosta,,VE1601,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160102,160102,San Francisco,,VE160102,,,,,,Acosta,,VE1601,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160201,160201,Capital Aguasay,,VE160201,,,,,,Aguasay,,VE1602,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160301,160301,Capital Bolivar,,VE160301,,,,,,Bolivar,,VE1603,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160401,160401,Capital Caripe,,VE160401,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160402,160402,El Guacharo,,VE160402,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160403,160403,La Guanota,,VE160403,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160404,160404,Sabana De Piedra,,VE160404,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160405,160405,San Agustin,,VE160405,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160406,160406,Teresen,,VE160406,,,,,,Caripe,,VE1604,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160501,160501,Capital Cedeño,,VE160501,,,,,,Cedeño,,VE1605,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160502,160502,Areo,,VE160502,,,,,,Cedeño,,VE1605,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160503,160503,San Felix,,VE160503,,,,,,Cedeño,,VE1605,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160504,160504,Viento  Fresco,,VE160504,,,,,,Cedeño,,VE1605,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160601,160601,Capital Ezequiel Zamora,,VE160601,,,,,,Ezequiel Zamora,,VE1606,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160602,160602,El Tejero,,VE160602,,,,,,Ezequiel Zamora,,VE1606,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160701,160701,Capital Libertador,,VE160701,,,,,,Libertador,,VE1607,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160702,160702,Chaguaramas,,VE160702,,,,,,Libertador,,VE1607,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160703,160703,La Alhuacas,,VE160703,,,,,,Libertador,,VE1607,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160704,160704,Tabasca,,VE160704,,,,,,Libertador,,VE1607,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160801,160801,Capital Maturin,,VE160801,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160802,160802,Alto De Los Godos,,VE160802,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160803,160803,Boqueron,,VE160803,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160804,160804,Las Cocuizas,,VE160804,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160805,160805,San Simon,,VE160805,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160806,160806,Santa Cruz,,VE160806,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160807,160807,El Corozo,,VE160807,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160808,160808,El Furrial,,VE160808,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160809,160809,Jusepin,,VE160809,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160810,160810,La  Pica,,VE160810,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160811,160811,San Vicente,,VE160811,,,,,,Maturin,,VE1608,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160901,160901,Capital Piar,,VE160901,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160902,160902,Aparicio,,VE160902,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160903,160903,Chaguaramal,,VE160903,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160904,160904,El Pinto,,VE160904,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160905,160905,Guanaguana,,VE160905,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160906,160906,La Toscana,,VE160906,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:160907,160907,Taguaya,,VE160907,,,,,,Piar,,VE1609,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:161001,161001,Capital Punceres,,VE161001,,,,,,Punceres,,VE1610,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:161002,161002,Cachipo,,VE161002,,,,,,Punceres,,VE1610,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:161101,161101,Capital Santa Barbara,,VE161101,,,,,,Santa Barbara,,VE1611,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:161201,161201,Capital Sotillo,,VE161201,,,,,,Sotillo,,VE1612,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:161202,161202,Los Barrancos De Fajardo,,VE161202,,,,,,Sotillo,,VE1612,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
1603:45:16:862:3:161301,161301,Capital Uracoa,,VE161301,,,,,,Uracoa,,VE1613,Monagas,,VE16,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2021-02-27,
