#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_eng+is_latn,#adm1+name+alt2+i_eng+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:583:1:1,1,1603:45:16:583:0,1603:45:16:583:1:1,Yap,FM1,,,,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:1:2,2,1603:45:16:583:0,1603:45:16:583:1:2,Chuuk,FM2,,,,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:1:3,3,1603:45:16:583:0,1603:45:16:583:1:3,Pohnpei,FM3,,,,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
1603:45:16:583:1:4,4,1603:45:16:583:0,1603:45:16:583:1:4,Kosrae,FM4,,,,Federated States of Micronesia,FM,2019-06-17,2019-06-17,
