#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:404:2:7028,7028,1603:45:16:404:0,1603:45:16:404:1:7,1603:45:16:404:2:7028,Balambala,KE007028,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:7029,7029,1603:45:16:404:0,1603:45:16:404:1:7,1603:45:16:404:2:7029,Lagdera,KE007029,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:7030,7030,1603:45:16:404:0,1603:45:16:404:1:7,1603:45:16:404:2:7030,Dadaab,KE007030,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:7031,7031,1603:45:16:404:0,1603:45:16:404:1:7,1603:45:16:404:2:7031,Fafi,KE007031,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:7032,7032,1603:45:16:404:0,1603:45:16:404:1:7,1603:45:16:404:2:7032,Ijara,KE007032,,,,Garissa,KE007,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:8033,8033,1603:45:16:404:0,1603:45:16:404:1:8,1603:45:16:404:2:8033,Wajir North,KE008033,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:8034,8034,1603:45:16:404:0,1603:45:16:404:1:8,1603:45:16:404:2:8034,Wajir East,KE008034,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:8035,8035,1603:45:16:404:0,1603:45:16:404:1:8,1603:45:16:404:2:8035,Tarbaj,KE008035,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:8036,8036,1603:45:16:404:0,1603:45:16:404:1:8,1603:45:16:404:2:8036,Wajir West,KE008036,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:8037,8037,1603:45:16:404:0,1603:45:16:404:1:8,1603:45:16:404:2:8037,Eldas,KE008037,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:8038,8038,1603:45:16:404:0,1603:45:16:404:1:8,1603:45:16:404:2:8038,Wajir South,KE008038,,,,Wajir,KE008,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:9039,9039,1603:45:16:404:0,1603:45:16:404:1:9,1603:45:16:404:2:9039,Mandera West,KE009039,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:9040,9040,1603:45:16:404:0,1603:45:16:404:1:9,1603:45:16:404:2:9040,Banissa,KE009040,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:9041,9041,1603:45:16:404:0,1603:45:16:404:1:9,1603:45:16:404:2:9041,Mandera North,KE009041,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:9042,9042,1603:45:16:404:0,1603:45:16:404:1:9,1603:45:16:404:2:9042,Mandera South,KE009042,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:9043,9043,1603:45:16:404:0,1603:45:16:404:1:9,1603:45:16:404:2:9043,Mandera East,KE009043,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:9044,9044,1603:45:16:404:0,1603:45:16:404:1:9,1603:45:16:404:2:9044,Lafey,KE009044,,,,Mandera,KE009,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:10045,10045,1603:45:16:404:0,1603:45:16:404:1:10,1603:45:16:404:2:10045,Moyale,KE010045,,,,Marsabit,KE010,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:10046,10046,1603:45:16:404:0,1603:45:16:404:1:10,1603:45:16:404:2:10046,North Horr,KE010046,,,,Marsabit,KE010,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:10047,10047,1603:45:16:404:0,1603:45:16:404:1:10,1603:45:16:404:2:10047,Saku,KE010047,,,,Marsabit,KE010,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:10048,10048,1603:45:16:404:0,1603:45:16:404:1:10,1603:45:16:404:2:10048,Laisamis,KE010048,,,,Marsabit,KE010,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:11049,11049,1603:45:16:404:0,1603:45:16:404:1:11,1603:45:16:404:2:11049,Isiolo North,KE011049,,,,Isiolo,KE011,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:11050,11050,1603:45:16:404:0,1603:45:16:404:1:11,1603:45:16:404:2:11050,Isiolo South,KE011050,,,,Isiolo,KE011,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12051,12051,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12051,Igembe South,KE012051,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12052,12052,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12052,Igembe Central,KE012052,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12053,12053,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12053,Igembe North,KE012053,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12054,12054,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12054,Tigania West,KE012054,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12055,12055,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12055,Tigania East,KE012055,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12056,12056,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12056,North Imenti,KE012056,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12057,12057,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12057,Buuri,KE012057,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12058,12058,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12058,Cental Imenti,KE012058,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:12059,12059,1603:45:16:404:0,1603:45:16:404:1:12,1603:45:16:404:2:12059,South Imenti,KE012059,,,,Meru,KE012,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:13060,13060,1603:45:16:404:0,1603:45:16:404:1:13,1603:45:16:404:2:13060,Nithi,KE013060,,,,Tharaka-Nithi,KE013,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:13061,13061,1603:45:16:404:0,1603:45:16:404:1:13,1603:45:16:404:2:13061,Maara,KE013061,,,,Tharaka-Nithi,KE013,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:13062,13062,1603:45:16:404:0,1603:45:16:404:1:13,1603:45:16:404:2:13062,Tharaka,KE013062,,,,Tharaka-Nithi,KE013,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:14063,14063,1603:45:16:404:0,1603:45:16:404:1:14,1603:45:16:404:2:14063,Manyatta,KE014063,,,,Embu,KE014,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:14064,14064,1603:45:16:404:0,1603:45:16:404:1:14,1603:45:16:404:2:14064,Runyenjes,KE014064,,,,Embu,KE014,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:14065,14065,1603:45:16:404:0,1603:45:16:404:1:14,1603:45:16:404:2:14065,Gachoka,KE014065,,,,Embu,KE014,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:14066,14066,1603:45:16:404:0,1603:45:16:404:1:14,1603:45:16:404:2:14066,Siakago,KE014066,,,,Embu,KE014,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:15067,15067,1603:45:16:404:0,1603:45:16:404:1:15,1603:45:16:404:2:15067,Mwingi North,KE015067,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:15068,15068,1603:45:16:404:0,1603:45:16:404:1:15,1603:45:16:404:2:15068,Mwingi West,KE015068,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:15069,15069,1603:45:16:404:0,1603:45:16:404:1:15,1603:45:16:404:2:15069,Mwingi East,KE015069,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:15070,15070,1603:45:16:404:0,1603:45:16:404:1:15,1603:45:16:404:2:15070,Kitui West,KE015070,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:15071,15071,1603:45:16:404:0,1603:45:16:404:1:15,1603:45:16:404:2:15071,Kitui Rural,KE015071,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:15072,15072,1603:45:16:404:0,1603:45:16:404:1:15,1603:45:16:404:2:15072,Kitui Central,KE015072,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:15073,15073,1603:45:16:404:0,1603:45:16:404:1:15,1603:45:16:404:2:15073,Kitui East,KE015073,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:15074,15074,1603:45:16:404:0,1603:45:16:404:1:15,1603:45:16:404:2:15074,Kitui South,KE015074,,,,Kitui,KE015,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:16075,16075,1603:45:16:404:0,1603:45:16:404:1:16,1603:45:16:404:2:16075,Masinga,KE016075,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:16076,16076,1603:45:16:404:0,1603:45:16:404:1:16,1603:45:16:404:2:16076,Yatta,KE016076,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:16077,16077,1603:45:16:404:0,1603:45:16:404:1:16,1603:45:16:404:2:16077,Kangundo,KE016077,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:16078,16078,1603:45:16:404:0,1603:45:16:404:1:16,1603:45:16:404:2:16078,Matungulu,KE016078,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:16079,16079,1603:45:16:404:0,1603:45:16:404:1:16,1603:45:16:404:2:16079,Kathiani,KE016079,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:16080,16080,1603:45:16:404:0,1603:45:16:404:1:16,1603:45:16:404:2:16080,Mavoko,KE016080,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:16081,16081,1603:45:16:404:0,1603:45:16:404:1:16,1603:45:16:404:2:16081,Machakos Town,KE016081,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:16082,16082,1603:45:16:404:0,1603:45:16:404:1:16,1603:45:16:404:2:16082,Mwala,KE016082,,,,Machakos,KE016,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:17083,17083,1603:45:16:404:0,1603:45:16:404:1:17,1603:45:16:404:2:17083,Mbooni,KE017083,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:17084,17084,1603:45:16:404:0,1603:45:16:404:1:17,1603:45:16:404:2:17084,Kilome,KE017084,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:17085,17085,1603:45:16:404:0,1603:45:16:404:1:17,1603:45:16:404:2:17085,Kaiti,KE017085,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:17086,17086,1603:45:16:404:0,1603:45:16:404:1:17,1603:45:16:404:2:17086,Makueni,KE017086,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:17087,17087,1603:45:16:404:0,1603:45:16:404:1:17,1603:45:16:404:2:17087,Kibwezi West,KE017087,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:17088,17088,1603:45:16:404:0,1603:45:16:404:1:17,1603:45:16:404:2:17088,Kibwezi East,KE017088,,,,Makueni,KE017,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:18089,18089,1603:45:16:404:0,1603:45:16:404:1:18,1603:45:16:404:2:18089,Kinangop,KE018089,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:18090,18090,1603:45:16:404:0,1603:45:16:404:1:18,1603:45:16:404:2:18090,Kipipiri,KE018090,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:18091,18091,1603:45:16:404:0,1603:45:16:404:1:18,1603:45:16:404:2:18091,Ol Kalou,KE018091,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:18092,18092,1603:45:16:404:0,1603:45:16:404:1:18,1603:45:16:404:2:18092,Ol Jorok,KE018092,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:18093,18093,1603:45:16:404:0,1603:45:16:404:1:18,1603:45:16:404:2:18093,Ndaragwa,KE018093,,,,Nyandarua,KE018,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:19094,19094,1603:45:16:404:0,1603:45:16:404:1:19,1603:45:16:404:2:19094,Tetu,KE019094,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:19095,19095,1603:45:16:404:0,1603:45:16:404:1:19,1603:45:16:404:2:19095,Kieni,KE019095,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:19096,19096,1603:45:16:404:0,1603:45:16:404:1:19,1603:45:16:404:2:19096,Mathira,KE019096,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:19097,19097,1603:45:16:404:0,1603:45:16:404:1:19,1603:45:16:404:2:19097,Othaya,KE019097,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:19098,19098,1603:45:16:404:0,1603:45:16:404:1:19,1603:45:16:404:2:19098,Mukurweni,KE019098,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:19099,19099,1603:45:16:404:0,1603:45:16:404:1:19,1603:45:16:404:2:19099,Nyeri Town,KE019099,,,,Nyeri,KE019,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:20100,20100,1603:45:16:404:0,1603:45:16:404:1:20,1603:45:16:404:2:20100,Mwea,KE020100,,,,Kirinyaga,KE020,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:20101,20101,1603:45:16:404:0,1603:45:16:404:1:20,1603:45:16:404:2:20101,Gichugu,KE020101,,,,Kirinyaga,KE020,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:20102,20102,1603:45:16:404:0,1603:45:16:404:1:20,1603:45:16:404:2:20102,Ndia,KE020102,,,,Kirinyaga,KE020,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:20103,20103,1603:45:16:404:0,1603:45:16:404:1:20,1603:45:16:404:2:20103,Kirinyaga Central,KE020103,,,,Kirinyaga,KE020,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:21104,21104,1603:45:16:404:0,1603:45:16:404:1:21,1603:45:16:404:2:21104,Kangema,KE021104,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:21105,21105,1603:45:16:404:0,1603:45:16:404:1:21,1603:45:16:404:2:21105,Mathioya,KE021105,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:21106,21106,1603:45:16:404:0,1603:45:16:404:1:21,1603:45:16:404:2:21106,Kiharu,KE021106,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:21107,21107,1603:45:16:404:0,1603:45:16:404:1:21,1603:45:16:404:2:21107,Kigumo,KE021107,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:21108,21108,1603:45:16:404:0,1603:45:16:404:1:21,1603:45:16:404:2:21108,Maragwa,KE021108,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:21109,21109,1603:45:16:404:0,1603:45:16:404:1:21,1603:45:16:404:2:21109,Kandara,KE021109,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:21110,21110,1603:45:16:404:0,1603:45:16:404:1:21,1603:45:16:404:2:21110,Gatanga,KE021110,,,,Murang'a,KE021,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22111,22111,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22111,Gatundu South,KE022111,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22112,22112,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22112,Gatundu North,KE022112,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22113,22113,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22113,Juja,KE022113,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22114,22114,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22114,Thika Town,KE022114,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22115,22115,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22115,Ruiru,KE022115,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22116,22116,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22116,Githunguri,KE022116,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22117,22117,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22117,Kiambu,KE022117,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22118,22118,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22118,Kiambaa,KE022118,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22119,22119,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22119,Kabete,KE022119,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22120,22120,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22120,Kikuyu,KE022120,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22121,22121,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22121,Limuru,KE022121,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:22122,22122,1603:45:16:404:0,1603:45:16:404:1:22,1603:45:16:404:2:22122,Lari,KE022122,,,,Kiambu,KE022,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:23123,23123,1603:45:16:404:0,1603:45:16:404:1:23,1603:45:16:404:2:23123,Turkana North,KE023123,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:23124,23124,1603:45:16:404:0,1603:45:16:404:1:23,1603:45:16:404:2:23124,Turkana West,KE023124,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:23125,23125,1603:45:16:404:0,1603:45:16:404:1:23,1603:45:16:404:2:23125,Turkana Central,KE023125,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:23126,23126,1603:45:16:404:0,1603:45:16:404:1:23,1603:45:16:404:2:23126,Loima,KE023126,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:23127,23127,1603:45:16:404:0,1603:45:16:404:1:23,1603:45:16:404:2:23127,Turkana South,KE023127,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:23128,23128,1603:45:16:404:0,1603:45:16:404:1:23,1603:45:16:404:2:23128,Turkana East,KE023128,,,,Turkana,KE023,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:24129,24129,1603:45:16:404:0,1603:45:16:404:1:24,1603:45:16:404:2:24129,Kapenguria,KE024129,,,,West Pokot,KE024,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:24130,24130,1603:45:16:404:0,1603:45:16:404:1:24,1603:45:16:404:2:24130,Sigor,KE024130,,,,West Pokot,KE024,Kenya,KE,2018-07-03,2021-09-28,
1603:45:16:404:2:24131,24131,1603:45:16:404:0,1603:45:16:404:1:24,1603:45:16:404:2:24131,Kacheliba,KE024131,,,,West Pokot,KE024,Kenya,KE,2018-07-03,2021-09-28,
