#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_por+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_por+is_latn,#adm3+name+alt2+i_por+is_latn,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_por+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_por+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_por+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:508:3:81301,81301,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:813,1603:45:16:508:3:81301,Chiuta,,MZ081301,,,,,,Mecanhelas,,MZ0813,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81302,81302,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:813,1603:45:16:508:3:81302,Insaca,,MZ081302,,,,,,Mecanhelas,,MZ0813,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81401,81401,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:814,1603:45:16:508:3:81401,Matondovela,,MZ081401,,,,,,Mecula,,MZ0814,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81402,81402,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:814,1603:45:16:508:3:81402,Mecula,,MZ081402,,,,,,Mecula,,MZ0814,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81501,81501,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:815,1603:45:16:508:3:81501,Metarica,,MZ081501,,,,,,Metarica,,MZ0815,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81502,81502,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:815,1603:45:16:508:3:81502,Nacumua,,MZ081502,,,,,,Metarica,,MZ0815,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81601,81601,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:816,1603:45:16:508:3:81601,Chiconono,,MZ081601,,,,,,Muembe,,MZ0816,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81602,81602,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:816,1603:45:16:508:3:81602,Muembe,,MZ081602,,,,,,Muembe,,MZ0816,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81701,81701,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:817,1603:45:16:508:3:81701,Itepela,,MZ081701,,,,,,Ngauma,,MZ0817,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81702,81702,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:817,1603:45:16:508:3:81702,Massangulo,,MZ081702,,,,,,Ngauma,,MZ0817,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81801,81801,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:818,1603:45:16:508:3:81801,Muipite,,MZ081801,,,,,,Nipepe,,MZ0818,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81802,81802,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:818,1603:45:16:508:3:81802,Nipepe,,MZ081802,,,,,,Nipepe,,MZ0818,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81901,81901,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:819,1603:45:16:508:3:81901,Lussimbesse,,MZ081901,,,,,,Sanga,,MZ0819,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81902,81902,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:819,1603:45:16:508:3:81902,Macaloge,,MZ081902,,,,,,Sanga,,MZ0819,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81903,81903,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:819,1603:45:16:508:3:81903,Matchedje,,MZ081903,,,,,,Sanga,,MZ0819,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:81904,81904,1603:45:16:508:0,1603:45:16:508:1:8,1603:45:16:508:2:819,1603:45:16:508:3:81904,Unango,,MZ081904,,,,,,Sanga,,MZ0819,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90101,90101,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:901,1603:45:16:508:3:90101,Buzi,,MZ090101,,,,,,Buzi,,MZ0901,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90102,90102,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:901,1603:45:16:508:3:90102,Estaquinha,,MZ090102,,,,,,Buzi,,MZ0901,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90103,90103,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:901,1603:45:16:508:3:90103,Sofala,,MZ090103,,,,,,Buzi,,MZ0901,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90201,90201,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:902,1603:45:16:508:3:90201,Caia,,MZ090201,,,,,,Caia,,MZ0902,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90202,90202,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:902,1603:45:16:508:3:90202,Murraça,,MZ090202,Murraca,,,,,Caia,,MZ0902,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90203,90203,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:902,1603:45:16:508:3:90203,Sena,,MZ090203,,,,,,Caia,,MZ0902,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90301,90301,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:903,1603:45:16:508:3:90301,Chemba,,MZ090301,,,,,,Chemba,,MZ0903,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90302,90302,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:903,1603:45:16:508:3:90302,Chiramba,,MZ090302,,,,,,Chemba,,MZ0903,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90303,90303,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:903,1603:45:16:508:3:90303,Mulima,,MZ090303,,,,,,Chemba,,MZ0903,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90401,90401,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:904,1603:45:16:508:3:90401,Inhaminga,,MZ090401,,,,,,Cheringoma,,MZ0904,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90402,90402,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:904,1603:45:16:508:3:90402,Inhamitanga,,MZ090402,,,,,,Cheringoma,,MZ0904,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90501,90501,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:905,1603:45:16:508:3:90501,Chibabava,,MZ090501,,,,,,Chibabava,,MZ0905,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90502,90502,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:905,1603:45:16:508:3:90502,Goonda,,MZ090502,,,,,,Chibabava,,MZ0905,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90503,90503,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:905,1603:45:16:508:3:90503,Muxungue,,MZ090503,,,,,,Chibabava,,MZ0905,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90601,90601,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:906,1603:45:16:508:3:90601,Cidade Da Beira,,MZ090601,,,,,,Cidade Da Beira,,MZ0906,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90701,90701,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:907,1603:45:16:508:3:90701,Dondo,,MZ090701,,,,,,Dondo,,MZ0907,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90702,90702,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:907,1603:45:16:508:3:90702,Mafambisse,,MZ090702,,,,,,Dondo,,MZ0907,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90801,90801,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:908,1603:45:16:508:3:90801,Gorongosa,,MZ090801,,,,,,Gorongosa,,MZ0908,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90802,90802,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:908,1603:45:16:508:3:90802,Nhamadze,,MZ090802,,,,,,Gorongosa,,MZ0908,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90803,90803,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:908,1603:45:16:508:3:90803,Vanduzi,,MZ090803,,,,,,Gorongosa,,MZ0908,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90901,90901,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:909,1603:45:16:508:3:90901,Divinhe,,MZ090901,,,,,,Machanga,,MZ0909,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:90902,90902,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:909,1603:45:16:508:3:90902,Machanga,,MZ090902,,,,,,Machanga,,MZ0909,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91001,91001,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:910,1603:45:16:508:3:91001,Canxixe,,MZ091001,,,,,,Maringue,,MZ0910,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91002,91002,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:910,1603:45:16:508:3:91002,Maringue,,MZ091002,,,,,,Maringue,,MZ0910,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91003,91003,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:910,1603:45:16:508:3:91003,Subwe,,MZ091003,,,,,,Maringue,,MZ0910,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91101,91101,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:911,1603:45:16:508:3:91101,Chupanga,,MZ091101,,,,,,Marromeu,,MZ0911,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91102,91102,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:911,1603:45:16:508:3:91102,Marromeu,,MZ091102,,,,,,Marromeu,,MZ0911,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91201,91201,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:912,1603:45:16:508:3:91201,Galinha,,MZ091201,,,,,,Muanza,,MZ0912,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91202,91202,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:912,1603:45:16:508:3:91202,Muanza,,MZ091202,,,,,,Muanza,,MZ0912,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91301,91301,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:913,1603:45:16:508:3:91301,Nhamatanda,,MZ091301,,,,,,Nhamatanda,,MZ0913,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:91302,91302,1603:45:16:508:0,1603:45:16:508:1:9,1603:45:16:508:2:913,1603:45:16:508:3:91302,Tica,,MZ091302,,,,,,Nhamatanda,,MZ0913,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100101,100101,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1001,1603:45:16:508:3:100101,Domue,,MZ100101,,,,,,Angonia,,MZ1001,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100102,100102,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1001,1603:45:16:508:3:100102,Ulongue,,MZ100102,,,,,,Angonia,,MZ1001,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100201,100201,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1002,1603:45:16:508:3:100201,Chintholo,,MZ100201,,,,,,Cahora Bassa,,MZ1002,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100202,100202,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1002,1603:45:16:508:3:100202,Chitima,,MZ100202,,,,,,Cahora Bassa,,MZ1002,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100203,100203,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1002,1603:45:16:508:3:100203,Songo,,MZ100203,,,,,,Cahora Bassa,,MZ1002,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100301,100301,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1003,1603:45:16:508:3:100301,Chipembere,,MZ100301,,,,,,Changara,,MZ1003,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100302,100302,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1003,1603:45:16:508:3:100302,Luenha,,MZ100302,,,,,,Changara,,MZ1003,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100401,100401,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1004,1603:45:16:508:3:100401,Chifunde,,MZ100401,,,,,,Chifunde,,MZ1004,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100402,100402,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1004,1603:45:16:508:3:100402,Mualadze,,MZ100402,,,,,,Chifunde,,MZ1004,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100403,100403,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1004,1603:45:16:508:3:100403,Nsadzu,,MZ100403,,,,,,Chifunde,,MZ1004,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100501,100501,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1005,1603:45:16:508:3:100501,Kazula,,MZ100501,,,,,,Chiuta,,MZ1005,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100502,100502,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1005,1603:45:16:508:3:100502,Manje,,MZ100502,,,,,,Chiuta,,MZ1005,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100601,100601,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1006,1603:45:16:508:3:100601,Cidade De Tete,,MZ100601,,,,,,Cidade De Tete,,MZ1006,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100701,100701,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1007,1603:45:16:508:3:100701,Doa,,MZ100701,,,,,,Doa,,MZ1007,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100801,100801,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1008,1603:45:16:508:3:100801,Chidzolomondo,,MZ100801,,,,,,Macanga,,MZ1008,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100802,100802,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1008,1603:45:16:508:3:100802,Furancungo,,MZ100802,,,,,,Macanga,,MZ1008,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100901,100901,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1009,1603:45:16:508:3:100901,Chinthopo,,MZ100901,,,,,,Magoe,,MZ1009,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100902,100902,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1009,1603:45:16:508:3:100902,Mphende,,MZ100902,,,,,,Magoe,,MZ1009,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:100903,100903,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1009,1603:45:16:508:3:100903,Mukumbura,,MZ100903,,,,,,Magoe,,MZ1009,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101001,101001,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1010,1603:45:16:508:3:101001,Marara,,MZ101001,,,,,,Marara,,MZ1010,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101101,101101,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1011,1603:45:16:508:3:101101,Chipera,,MZ101101,,,,,,Maravia,,MZ1011,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101102,101102,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1011,1603:45:16:508:3:101102,Chiputu,,MZ101102,,,,,,Maravia,,MZ1011,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101103,101103,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1011,1603:45:16:508:3:101103,Fingoe,,MZ101103,,,,,,Maravia,,MZ1011,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101104,101104,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1011,1603:45:16:508:3:101104,Malowera,,MZ101104,,,,,,Maravia,,MZ1011,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101201,101201,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1012,1603:45:16:508:3:101201,Kambulatsisi,,MZ101201,,,,,,Moatize,,MZ1012,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101202,101202,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1012,1603:45:16:508:3:101202,Moatize,,MZ101202,,,,,,Moatize,,MZ1012,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101203,101203,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1012,1603:45:16:508:3:101203,Zobue,,MZ101203,,,,,,Moatize,,MZ1012,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101301,101301,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1013,1603:45:16:508:3:101301,Charre,,MZ101301,,,,,,Mutarara,,MZ1013,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101302,101302,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1013,1603:45:16:508:3:101302,Inhangoma,,MZ101302,,,,,,Mutarara,,MZ1013,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101303,101303,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1013,1603:45:16:508:3:101303,Nhamayabue,,MZ101303,,,,,,Mutarara,,MZ1013,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101401,101401,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1014,1603:45:16:508:3:101401,Ntengo-Wa-Mbalame,,MZ101401,,,,,,Tsangano,,MZ1014,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101402,101402,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1014,1603:45:16:508:3:101402,Tsangano,,MZ101402,,,,,,Tsangano,,MZ1014,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101501,101501,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1015,1603:45:16:508:3:101501,Muze,,MZ101501,,,,,,Zumbu,,MZ1015,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101502,101502,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1015,1603:45:16:508:3:101502,Zambue,,MZ101502,,,,,,Zumbu,,MZ1015,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:101503,101503,1603:45:16:508:0,1603:45:16:508:1:10,1603:45:16:508:2:1015,1603:45:16:508:3:101503,Zumbu,,MZ101503,,,,,,Zumbu,,MZ1015,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110101,110101,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1101,1603:45:16:508:3:110101,Alto Molocue,,MZ110101,,,,,,Alto Molocue,,MZ1101,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110102,110102,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1101,1603:45:16:508:3:110102,Nauela,,MZ110102,,,,,,Alto Molocue,,MZ1101,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110201,110201,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1102,1603:45:16:508:3:110201,Chinde,,MZ110201,,,,,,Chinde,,MZ1102,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110202,110202,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1102,1603:45:16:508:3:110202,Micaune,,MZ110202,,,,,,Chinde,,MZ1102,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110301,110301,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1103,1603:45:16:508:3:110301,Cidade De Quelimane,,MZ110301,,,,,,Cidade De Quelimane,,MZ1103,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110401,110401,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1104,1603:45:16:508:3:110401,Derre,,MZ110401,,,,,,Derre,,MZ1104,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110501,110501,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1105,1603:45:16:508:3:110501,Alto Ligonha,,MZ110501,,,,,,Gile,,MZ1105,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110502,110502,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1105,1603:45:16:508:3:110502,Gile,,MZ110502,,,,,,Gile,,MZ1105,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110601,110601,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1106,1603:45:16:508:3:110601,Gurue,,MZ110601,,,,,,Gurue,,MZ1106,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110602,110602,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1106,1603:45:16:508:3:110602,Lioma,,MZ110602,,,,,,Gurue,,MZ1106,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110603,110603,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1106,1603:45:16:508:3:110603,Mepuagiua,,MZ110603,,,,,,Gurue,,MZ1106,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110701,110701,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1107,1603:45:16:508:3:110701,Ile,,MZ110701,,,,,,Ile,,MZ1107,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110702,110702,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1107,1603:45:16:508:3:110702,Socone,,MZ110702,,,,,,Ile,,MZ1107,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110801,110801,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1108,1603:45:16:508:3:110801,Gonhane,,MZ110801,,,,,,Inhassunge,,MZ1108,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
