#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikip2479,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip110,#item+rem+i_qcc+is_zxxx+ix_wikip50,#item+rem+i_qcc+is_zxxx+ix_wikip854
100_1~1,CC0,,2002,Shane T. McCoy,,https://commons.wikimedia.org/wiki/File:Camp_x-ray_detainees.jpg
