#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+name+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#country+name,#country+name+alt1+i_fra+is_latn,#country+name+alt2+i_fra+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:686:0:SN,SN,Senegal,SN,,,,2019-04-30,2022-01-04,
