qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,spa-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:218:3:60260,60260,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:602,1603:45:16:218:3:60260,Tixan,EC060260,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60350,60350,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:603,1603:45:16:218:3:60350,Villa La Union (Cajabamba),EC060350,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60351,60351,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:603,1603:45:16:218:3:60351,Cañi,EC060351,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60352,60352,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:603,1603:45:16:218:3:60352,Columbe,EC060352,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60353,60353,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:603,1603:45:16:218:3:60353,Juan de Velasco (Pangor),EC060353,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60354,60354,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:603,1603:45:16:218:3:60354,Santiago de Quito (Cab. en San Antonio de Quito),EC060354,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60450,60450,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:604,1603:45:16:218:3:60450,Chambo,EC060450,Chambo,EC0604,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60550,60550,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:605,1603:45:16:218:3:60550,Chunchi,EC060550,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60551,60551,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:605,1603:45:16:218:3:60551,Capzol,EC060551,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60552,60552,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:605,1603:45:16:218:3:60552,Compud,EC060552,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60553,60553,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:605,1603:45:16:218:3:60553,Gonzol,EC060553,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60554,60554,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:605,1603:45:16:218:3:60554,Llagos,EC060554,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60650,60650,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:606,1603:45:16:218:3:60650,Guamote,EC060650,Guamote,EC0606,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60651,60651,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:606,1603:45:16:218:3:60651,Cebadas,EC060651,Guamote,EC0606,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60652,60652,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:606,1603:45:16:218:3:60652,Palmira,EC060652,Guamote,EC0606,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60750,60750,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60750,Guano,EC060750,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60751,60751,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60751,Guanando,EC060751,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60752,60752,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60752,Ilapo,EC060752,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60753,60753,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60753,La Providencia,EC060753,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60754,60754,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60754,San Andres,EC060754,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60755,60755,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60755,San Gerardo de Pacaicaguan,EC060755,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60756,60756,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60756,San Isidro de Patulu,EC060756,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60757,60757,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60757,San Jose del Chazo,EC060757,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60758,60758,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60758,Santa Fe de Galan,EC060758,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60759,60759,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:607,1603:45:16:218:3:60759,Valparaiso,EC060759,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60850,60850,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:608,1603:45:16:218:3:60850,Pallatanga,EC060850,Pallatanga,EC0608,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60950,60950,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:609,1603:45:16:218:3:60950,Penipe,EC060950,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60951,60951,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:609,1603:45:16:218:3:60951,El Altar,EC060951,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60952,60952,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:609,1603:45:16:218:3:60952,Matus,EC060952,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60953,60953,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:609,1603:45:16:218:3:60953,Puela,EC060953,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60954,60954,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:609,1603:45:16:218:3:60954,San Antonio de Bayushig,EC060954,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60955,60955,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:609,1603:45:16:218:3:60955,La Candelaria,EC060955,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:60956,60956,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:609,1603:45:16:218:3:60956,Bilbao (Cab. en Quilluyacu),EC060956,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:61050,61050,1603:45:16:218:0,1603:45:16:218:1:6,1603:45:16:218:2:610,1603:45:16:218:3:61050,Cumanda,EC061050,Cumanda,EC0610,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70150,70150,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:701,1603:45:16:218:3:70150,Machala,EC070150,Machala,EC0701,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70152,70152,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:701,1603:45:16:218:3:70152,El Retiro,EC070152,Machala,EC0701,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70250,70250,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:702,1603:45:16:218:3:70250,Arenillas,EC070250,Arenillas,EC0702,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70251,70251,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:702,1603:45:16:218:3:70251,Chacras,EC070251,Arenillas,EC0702,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70254,70254,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:702,1603:45:16:218:3:70254,Palmales,EC070254,Arenillas,EC0702,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70255,70255,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:702,1603:45:16:218:3:70255,Carcabon,EC070255,Arenillas,EC0702,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70350,70350,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:703,1603:45:16:218:3:70350,Paccha,EC070350,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70351,70351,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:703,1603:45:16:218:3:70351,Ayapamba,EC070351,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70352,70352,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:703,1603:45:16:218:3:70352,Cordoncillo,EC070352,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70353,70353,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:703,1603:45:16:218:3:70353,Milagro,EC070353,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70354,70354,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:703,1603:45:16:218:3:70354,San Jose,EC070354,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70355,70355,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:703,1603:45:16:218:3:70355,San Juan de Cerro Azul,EC070355,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70450,70450,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:704,1603:45:16:218:3:70450,Balsas,EC070450,Balsas,EC0704,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70451,70451,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:704,1603:45:16:218:3:70451,Bellamaria,EC070451,Balsas,EC0704,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70550,70550,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:705,1603:45:16:218:3:70550,Chilla,EC070550,Chilla,EC0705,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70650,70650,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:706,1603:45:16:218:3:70650,El Guabo,EC070650,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70651,70651,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:706,1603:45:16:218:3:70651,Barbones (Sucre),EC070651,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70652,70652,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:706,1603:45:16:218:3:70652,La Iberia,EC070652,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70653,70653,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:706,1603:45:16:218:3:70653,Tendales (Cab. en Puerto Tendales),EC070653,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70654,70654,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:706,1603:45:16:218:3:70654,Rio Bonito,EC070654,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70750,70750,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:707,1603:45:16:218:3:70750,Huaquillas,EC070750,Huaquillas,EC0707,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70850,70850,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:708,1603:45:16:218:3:70850,Marcabeli,EC070850,Marcabeli,EC0708,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70851,70851,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:708,1603:45:16:218:3:70851,El Ingenio,EC070851,Marcabeli,EC0708,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70950,70950,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:709,1603:45:16:218:3:70950,Pasaje,EC070950,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70951,70951,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:709,1603:45:16:218:3:70951,Buenavista,EC070951,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70952,70952,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:709,1603:45:16:218:3:70952,Casacay,EC070952,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70953,70953,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:709,1603:45:16:218:3:70953,La Peaña,EC070953,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70954,70954,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:709,1603:45:16:218:3:70954,Progreso,EC070954,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70955,70955,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:709,1603:45:16:218:3:70955,Uzhcurrumi,EC070955,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:70956,70956,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:709,1603:45:16:218:3:70956,Cañaquemada,EC070956,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71050,71050,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:710,1603:45:16:218:3:71050,Piñas,EC071050,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71051,71051,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:710,1603:45:16:218:3:71051,Capiro (Cab. en la Capilla de Capiro),EC071051,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71052,71052,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:710,1603:45:16:218:3:71052,La Bocana,EC071052,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71053,71053,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:710,1603:45:16:218:3:71053,Moromoro (Cab. en el Vado),EC071053,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71054,71054,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:710,1603:45:16:218:3:71054,Piedras,EC071054,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71055,71055,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:710,1603:45:16:218:3:71055,San Roque (Ambrosio Maldonado),EC071055,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71056,71056,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:710,1603:45:16:218:3:71056,Saracay,EC071056,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71150,71150,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:711,1603:45:16:218:3:71150,Portovelo,EC071150,Portovelo,EC0711,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71151,71151,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:711,1603:45:16:218:3:71151,Curtincapa,EC071151,Portovelo,EC0711,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71152,71152,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:711,1603:45:16:218:3:71152,Morales,EC071152,Portovelo,EC0711,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71153,71153,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:711,1603:45:16:218:3:71153,Salati,EC071153,Portovelo,EC0711,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71250,71250,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:712,1603:45:16:218:3:71250,Santa Rosa,EC071250,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71251,71251,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:712,1603:45:16:218:3:71251,Bellavista,EC071251,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71252,71252,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:712,1603:45:16:218:3:71252,Jambeli,EC071252,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71253,71253,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:712,1603:45:16:218:3:71253,La Avanzada,EC071253,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71254,71254,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:712,1603:45:16:218:3:71254,San Antonio,EC071254,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71255,71255,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:712,1603:45:16:218:3:71255,Torata,EC071255,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71256,71256,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:712,1603:45:16:218:3:71256,Victoria,EC071256,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71257,71257,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:712,1603:45:16:218:3:71257,Bellamaria,EC071257,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71350,71350,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71350,Zaruma,EC071350,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71351,71351,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71351,Abañin,EC071351,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71352,71352,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71352,Arcapamba,EC071352,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71353,71353,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71353,Guanazan,EC071353,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71354,71354,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71354,Guizhaguiña,EC071354,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71355,71355,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71355,Huertas,EC071355,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71356,71356,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71356,Malvas,EC071356,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71357,71357,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71357,Muluncay Grande,EC071357,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71358,71358,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71358,Sinsao,EC071358,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71359,71359,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:713,1603:45:16:218:3:71359,Salvias,EC071359,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71450,71450,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:714,1603:45:16:218:3:71450,La Victoria,EC071450,Las Lajas,EC0714,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71451,71451,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:714,1603:45:16:218:3:71451,La Libertad,EC071451,Las Lajas,EC0714,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71452,71452,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:714,1603:45:16:218:3:71452,El Paraiso,EC071452,Las Lajas,EC0714,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:71453,71453,1603:45:16:218:0,1603:45:16:218:1:7,1603:45:16:218:2:714,1603:45:16:218:3:71453,San Isidro,EC071453,Las Lajas,EC0714,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80150,80150,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80150,Esmeraldas,EC080150,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80152,80152,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80152,Camarones (Cab. en San Vicente),EC080152,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80153,80153,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80153,Crnel. Carlos Concha Torres (Cab. en Huele),EC080153,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80154,80154,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80154,Chinca,EC080154,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80159,80159,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80159,Majua,EC080159,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80163,80163,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80163,San Mateo,EC080163,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80165,80165,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80165,Tabiazo,EC080165,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80166,80166,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80166,Tachina,EC080166,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:80168,80168,1603:45:16:218:0,1603:45:16:218:1:8,1603:45:16:218:2:801,1603:45:16:218:3:80168,Vuelta Larga,EC080168,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-31,
