#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_eng+is_latn,#country+name+i_fra+is_latn,#country+name+i_hat+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_fra+is_latn,#country+name+alt2+i_fra+is_latn,#country+name+alt1+i_hat+is_latn,#country+name+alt2+i_hat+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:332:0:332,332,1603:45:16:332:0,Haiti,Haïti,Ayiti,HT,,,,,,,,2018-12-05,2021-08-18,
