#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+name+i_por+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#country+name,#country+name+alt1+i_por+is_latn,#country+name+alt2+i_por+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:132:0:CV,CV,Cabo Verde,CV,,,,2017-12-27,2022-03-24,
