#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000+ix_alt0,#meta+ERROR+country+code+v_iso3166p1a2,#meta+ERROR+country+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000+ix_alt2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:854:0:854,854,1603:45:16:854:0,Burkina Faso,BF,,,,2020-03-26,2020-03-26,
