#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_por+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_por+is_latn,#country+name+alt2+i_por+is_latn,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:508:0:508,508,1603:45:16:508:0,Moçambique,Mozambique,MZ,Mocambique,,,,,2019-04-02,2021-03-24,
