#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_spa+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_spa+is_latn,#adm3+name+alt2+i_spa+is_latn,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:68:3:21104,21104,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:211,1603:45:16:68:3:21104,Palos Blancos,BO021104,,,,Sud Yungas,BO0211,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21105,21105,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:211,1603:45:16:68:3:21105,La Asunta,BO021105,,,,Sud Yungas,BO0211,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21201,21201,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:212,1603:45:16:68:3:21201,Pucarani,BO021201,,,,Los Andes,BO0212,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21202,21202,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:212,1603:45:16:68:3:21202,Laja,BO021202,,,,Los Andes,BO0212,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21203,21203,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:212,1603:45:16:68:3:21203,Batallas,BO021203,,,,Los Andes,BO0212,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21204,21204,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:212,1603:45:16:68:3:21204,Puerto Pérez,BO021204,Puerto Perez,,,Los Andes,BO0212,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21301,21301,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:213,1603:45:16:68:3:21301,Sicasica,BO021301,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21302,21302,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:213,1603:45:16:68:3:21302,Umala,BO021302,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21303,21303,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:213,1603:45:16:68:3:21303,Ayo Ayo,BO021303,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21304,21304,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:213,1603:45:16:68:3:21304,Calamarca,BO021304,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21305,21305,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:213,1603:45:16:68:3:21305,Patacamaya,BO021305,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21306,21306,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:213,1603:45:16:68:3:21306,Colquencha,BO021306,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21307,21307,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:213,1603:45:16:68:3:21307,Collana,BO021307,,,,Aroma,BO0213,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21401,21401,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:214,1603:45:16:68:3:21401,Coroico,BO021401,,,,Nor Yungas,BO0214,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21402,21402,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:214,1603:45:16:68:3:21402,Coripata,BO021402,,,,Nor Yungas,BO0214,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21501,21501,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:215,1603:45:16:68:3:21501,Ixiamas,BO021501,,,,Abel Iturralde,BO0215,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21502,21502,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:215,1603:45:16:68:3:21502,San Buenaventura,BO021502,,,,Abel Iturralde,BO0215,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21601,21601,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:216,1603:45:16:68:3:21601,Charazani,BO021601,,,,Bautista Saavedra,BO0216,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21602,21602,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:216,1603:45:16:68:3:21602,Curva,BO021602,,,,Bautista Saavedra,BO0216,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21701,21701,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:217,1603:45:16:68:3:21701,Copacabana,BO021701,,,,Manco Kapac,BO0217,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21702,21702,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:217,1603:45:16:68:3:21702,San Pedro de Tiquina,BO021702,,,,Manco Kapac,BO0217,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21703,21703,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:217,1603:45:16:68:3:21703,Tito Yupanqui,BO021703,,,,Manco Kapac,BO0217,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21801,21801,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:218,1603:45:16:68:3:21801,San Pedro de Curahuara,BO021801,,,,Gualberto Villarroel,BO0218,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21802,21802,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:218,1603:45:16:68:3:21802,Papel Pampa,BO021802,,,,Gualberto Villarroel,BO0218,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21803,21803,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:218,1603:45:16:68:3:21803,Chacarilla,BO021803,,,,Gualberto Villarroel,BO0218,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21901,21901,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:219,1603:45:16:68:3:21901,Santiago de Machaca,BO021901,,,,General José Manuel Pando,BO0219,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:21902,21902,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:219,1603:45:16:68:3:21902,Catacora,BO021902,,,,General José Manuel Pando,BO0219,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:22001,22001,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:220,1603:45:16:68:3:22001,Caranavi,BO022001,,,,Caranavi,BO0220,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:22002,22002,1603:45:16:68:0,1603:45:16:68:1:2,1603:45:16:68:2:220,1603:45:16:68:3:22002,Alto Beni,BO022002,,,,Caranavi,BO0220,La Paz,BO02,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30101,30101,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:301,1603:45:16:68:3:30101,Cochabamba,BO030101,,,,Cercado,BO0301,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30201,30201,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:302,1603:45:16:68:3:30201,Aiquile,BO030201,,,,Campero,BO0302,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30202,30202,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:302,1603:45:16:68:3:30202,Pasorapa,BO030202,,,,Campero,BO0302,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30203,30203,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:302,1603:45:16:68:3:30203,Omereque,BO030203,,,,Campero,BO0302,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30301,30301,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:303,1603:45:16:68:3:30301,Ayopaya,BO030301,,,,Ayopaya,BO0303,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30302,30302,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:303,1603:45:16:68:3:30302,Morochata,BO030302,,,,Ayopaya,BO0303,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30303,30303,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:303,1603:45:16:68:3:30303,Cocapata,BO030303,,,,Ayopaya,BO0303,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30401,30401,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:304,1603:45:16:68:3:30401,Tarata,BO030401,,,,Esteban Arze,BO0304,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30402,30402,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:304,1603:45:16:68:3:30402,Anzaldo,BO030402,,,,Esteban Arze,BO0304,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30403,30403,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:304,1603:45:16:68:3:30403,Arbieto,BO030403,,,,Esteban Arze,BO0304,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30404,30404,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:304,1603:45:16:68:3:30404,Sacabamba,BO030404,,,,Esteban Arze,BO0304,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30501,30501,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:305,1603:45:16:68:3:30501,Arani,BO030501,,,,Arani,BO0305,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30502,30502,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:305,1603:45:16:68:3:30502,Vacas,BO030502,,,,Arani,BO0305,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30601,30601,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:306,1603:45:16:68:3:30601,Arque,BO030601,,,,Arque,BO0306,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30602,30602,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:306,1603:45:16:68:3:30602,Tacopaya,BO030602,,,,Arque,BO0306,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30701,30701,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:307,1603:45:16:68:3:30701,Capinota,BO030701,,,,Capinota,BO0307,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30702,30702,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:307,1603:45:16:68:3:30702,Santivañez,BO030702,Santivanez,,,Capinota,BO0307,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30703,30703,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:307,1603:45:16:68:3:30703,Sicaya,BO030703,,,,Capinota,BO0307,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30801,30801,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:308,1603:45:16:68:3:30801,Cliza,BO030801,,,,Germán Jordán,BO0308,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30802,30802,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:308,1603:45:16:68:3:30802,Toco,BO030802,,,,Germán Jordán,BO0308,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30803,30803,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:308,1603:45:16:68:3:30803,Tolata,BO030803,,,,Germán Jordán,BO0308,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30901,30901,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:309,1603:45:16:68:3:30901,Quillacollo,BO030901,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30902,30902,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:309,1603:45:16:68:3:30902,Sipesipe,BO030902,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30903,30903,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:309,1603:45:16:68:3:30903,Tiquipaya,BO030903,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30904,30904,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:309,1603:45:16:68:3:30904,Vinto,BO030904,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:30905,30905,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:309,1603:45:16:68:3:30905,Colcapirhua,BO030905,,,,Quillacollo,BO0309,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31001,31001,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:310,1603:45:16:68:3:31001,Sacaba,BO031001,,,,Chapare,BO0310,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31002,31002,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:310,1603:45:16:68:3:31002,Colomi,BO031002,,,,Chapare,BO0310,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31003,31003,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:310,1603:45:16:68:3:31003,Villa Tunari,BO031003,,,,Chapare,BO0310,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31101,31101,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:311,1603:45:16:68:3:31101,Tapacarí,BO031101,Tapacari,,,Tapacarí,BO0311,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31201,31201,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:312,1603:45:16:68:3:31201,Totora,BO031201,,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31202,31202,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:312,1603:45:16:68:3:31202,Pojo,BO031202,,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31203,31203,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:312,1603:45:16:68:3:31203,Pocona,BO031203,,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31204,31204,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:312,1603:45:16:68:3:31204,Chimoré,BO031204,Chimore,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31205,31205,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:312,1603:45:16:68:3:31205,Puerto Villarroel,BO031205,,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31206,31206,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:312,1603:45:16:68:3:31206,Entre Ríos,BO031206,Entre Rios,,,Carrasco,BO0312,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31301,31301,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:313,1603:45:16:68:3:31301,Mizque,BO031301,,,,Mizque,BO0313,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31302,31302,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:313,1603:45:16:68:3:31302,Vila Vila,BO031302,,,,Mizque,BO0313,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31303,31303,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:313,1603:45:16:68:3:31303,Alalay,BO031303,,,,Mizque,BO0313,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31401,31401,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:314,1603:45:16:68:3:31401,Punata,BO031401,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31402,31402,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:314,1603:45:16:68:3:31402,Villa Rivero,BO031402,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31403,31403,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:314,1603:45:16:68:3:31403,San Benito,BO031403,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31404,31404,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:314,1603:45:16:68:3:31404,Tacachi,BO031404,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31405,31405,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:314,1603:45:16:68:3:31405,Villa Gualberto Villarroel,BO031405,,,,Punata,BO0314,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31501,31501,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:315,1603:45:16:68:3:31501,Bolivar,BO031501,,,,Bolivar,BO0315,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31601,31601,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:316,1603:45:16:68:3:31601,Tiraque,BO031601,,,,Tiraque,BO0316,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:31602,31602,1603:45:16:68:0,1603:45:16:68:1:3,1603:45:16:68:2:316,1603:45:16:68:3:31602,Shinahota,BO031602,,,,Tiraque,BO0316,Cochabamba,BO03,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40101,40101,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:401,1603:45:16:68:3:40101,Oruro,BO040101,,,,Cercado,BO0401,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40102,40102,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:401,1603:45:16:68:3:40102,Caracollo,BO040102,,,,Cercado,BO0401,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40103,40103,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:401,1603:45:16:68:3:40103,El Choro,BO040103,,,,Cercado,BO0401,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40104,40104,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:401,1603:45:16:68:3:40104,Paria,BO040104,,,,Cercado,BO0401,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40201,40201,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:402,1603:45:16:68:3:40201,Challapata,BO040201,,,,Abaroa,BO0402,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40202,40202,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:402,1603:45:16:68:3:40202,Santuario de Quillacas,BO040202,,,,Abaroa,BO0402,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40301,40301,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:403,1603:45:16:68:3:40301,Corque,BO040301,,,,Carangas,BO0403,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40302,40302,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:403,1603:45:16:68:3:40302,Choquecota,BO040302,,,,Carangas,BO0403,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40401,40401,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:404,1603:45:16:68:3:40401,Curahuara de Carangas,BO040401,,,,Sajama,BO0404,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40402,40402,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:404,1603:45:16:68:3:40402,Turco,BO040402,,,,Sajama,BO0404,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40501,40501,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:405,1603:45:16:68:3:40501,Huachacalla,BO040501,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40502,40502,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:405,1603:45:16:68:3:40502,Escara,BO040502,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40503,40503,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:405,1603:45:16:68:3:40503,Cruz de Machacamarca,BO040503,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40504,40504,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:405,1603:45:16:68:3:40504,Yunguyo del Litoral,BO040504,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40505,40505,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:405,1603:45:16:68:3:40505,Esmeralda,BO040505,,,,Litoral,BO0405,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40601,40601,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:406,1603:45:16:68:3:40601,Poopó,BO040601,Poopo,,,Poopó,BO0406,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40602,40602,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:406,1603:45:16:68:3:40602,Pazña,BO040602,Pazna,,,Poopó,BO0406,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40603,40603,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:406,1603:45:16:68:3:40603,Antequera,BO040603,,,,Poopó,BO0406,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40701,40701,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:407,1603:45:16:68:3:40701,Huanuni,BO040701,,,,Pantaleón Dalence,BO0407,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40702,40702,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:407,1603:45:16:68:3:40702,Machacamarca,BO040702,,,,Pantaleón Dalence,BO0407,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
1603:45:16:68:3:40801,40801,1603:45:16:68:0,1603:45:16:68:1:4,1603:45:16:68:2:408,1603:45:16:68:3:40801,Salinas de Garcí Mendoza,BO040801,Salinas de Garci Mendoza,,,Ladislao Cabrera,BO0408,Oruro,BO04,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
