#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#country+name+i_eng+is_latn,#country+name+i_rus+is_cyrl,#country+name+i_uzb+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#country+name+alt1+i_rus+is_cyrl,#country+name+alt2+i_rus+is_cyrl,#country+name+alt1+i_uzb+is_latn,#country+name+alt2+i_uzb+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:860:0:860,860,1603:45:16:860:0,Uzbekistan,Республика Узбекистан,O'zbekiston Respublikasi,UZ,,,,,,,,2018-07-12,2021-09-29,
