qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:324:3:100101,100101,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1001,1603:45:16:324:3:100101,Boffa Ctre,GN00100101,Boffa,GN001001,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100102,100102,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1001,1603:45:16:324:3:100102,Douprou,GN00100102,Boffa,GN001001,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100103,100103,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1001,1603:45:16:324:3:100103,Koba Tatema,GN00100103,Boffa,GN001001,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100104,100104,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1001,1603:45:16:324:3:100104,Kolia,GN00100104,Boffa,GN001001,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100105,100105,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1001,1603:45:16:324:3:100105,Lisso,GN00100105,Boffa,GN001001,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100106,100106,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1001,1603:45:16:324:3:100106,Mankountan,GN00100106,Boffa,GN001001,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100107,100107,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1001,1603:45:16:324:3:100107,Tamita,GN00100107,Boffa,GN001001,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100108,100108,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1001,1603:45:16:324:3:100108,Tougnifily,GN00100108,Boffa,GN001001,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100201,100201,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100201,Bintimodia,GN00100201,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100202,100202,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100202,Boke Ctre,GN00100202,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100203,100203,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100203,Dabiss,GN00100203,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100204,100204,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100204,Kamsar,GN00100204,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100205,100205,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100205,Kanfarande,GN00100205,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100206,100206,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100206,Kolaboui,GN00100206,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100207,100207,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100207,Malapouya,GN00100207,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100208,100208,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100208,Sangaredi,GN00100208,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100209,100209,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100209,Sansale,GN00100209,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100210,100210,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1002,1603:45:16:324:3:100210,Tanene,GN00100210,Boke,GN001002,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100301,100301,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1003,1603:45:16:324:3:100301,Foulamory,GN00100301,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100302,100302,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1003,1603:45:16:324:3:100302,Gaoual Ctre,GN00100302,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100303,100303,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1003,1603:45:16:324:3:100303,Kakony,GN00100303,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100304,100304,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1003,1603:45:16:324:3:100304,Koumbia,GN00100304,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100305,100305,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1003,1603:45:16:324:3:100305,Kounsitel,GN00100305,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100306,100306,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1003,1603:45:16:324:3:100306,Malanta,GN00100306,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100307,100307,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1003,1603:45:16:324:3:100307,Touba,GN00100307,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100308,100308,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1003,1603:45:16:324:3:100308,Wendou Mbour,GN00100308,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100401,100401,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1004,1603:45:16:324:3:100401,Guinguan,GN00100401,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100402,100402,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1004,1603:45:16:324:3:100402,Kamabi,GN00100402,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100403,100403,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1004,1603:45:16:324:3:100403,Koundara Ctre,GN00100403,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100404,100404,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1004,1603:45:16:324:3:100404,Sambailo,GN00100404,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100405,100405,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1004,1603:45:16:324:3:100405,Sareboido,GN00100405,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100406,100406,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1004,1603:45:16:324:3:100406,Termesse,GN00100406,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100407,100407,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1004,1603:45:16:324:3:100407,Youkounkoun,GN00100407,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100501,100501,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1005,1603:45:16:324:3:100501,Baguinet,GN00100501,Fria,GN001005,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100502,100502,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1005,1603:45:16:324:3:100502,Banguigny,GN00100502,Fria,GN001005,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100503,100503,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1005,1603:45:16:324:3:100503,Fria Ctre,GN00100503,Fria,GN001005,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:100504,100504,1603:45:16:324:0,1603:45:16:324:1:1,1603:45:16:324:2:1005,1603:45:16:324:3:100504,Tormelin,GN00100504,Fria,GN001005,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:200101,200101,1603:45:16:324:0,1603:45:16:324:1:2,1603:45:16:324:2:2001,1603:45:16:324:3:200101,Dixinn,GN00200101,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:200102,200102,1603:45:16:324:0,1603:45:16:324:1:2,1603:45:16:324:2:2001,1603:45:16:324:3:200102,Kaloum,GN00200102,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:200103,200103,1603:45:16:324:0,1603:45:16:324:1:2,1603:45:16:324:2:2001,1603:45:16:324:3:200103,Matam,GN00200103,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:200104,200104,1603:45:16:324:0,1603:45:16:324:1:2,1603:45:16:324:2:2001,1603:45:16:324:3:200104,Matoto,GN00200104,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:200105,200105,1603:45:16:324:0,1603:45:16:324:1:2,1603:45:16:324:2:2001,1603:45:16:324:3:200105,Ratoma,GN00200105,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300101,300101,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300101,Arfamoussayah,GN00300101,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300102,300102,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300102,Banko,GN00300102,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300103,300103,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300103,Bissikrima,GN00300103,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300104,300104,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300104,Dabola Ctre,GN00300104,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300105,300105,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300105,Dogomet,GN00300105,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300106,300106,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300106,Kankama,GN00300106,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300107,300107,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300107,Kindoye,GN00300107,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300108,300108,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300108,Konendou,GN00300108,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300109,300109,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3001,1603:45:16:324:3:300109,Ndema,GN00300109,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300201,300201,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3002,1603:45:16:324:3:300201,Banora,GN00300201,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300202,300202,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3002,1603:45:16:324:3:300202,Dialakoro,GN00300202,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300203,300203,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3002,1603:45:16:324:3:300203,Diatifere,GN00300203,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300204,300204,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3002,1603:45:16:324:3:300204,Dinguiraye Ctre,GN00300204,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300205,300205,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3002,1603:45:16:324:3:300205,Gagnakaly,GN00300205,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300206,300206,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3002,1603:45:16:324:3:300206,Kalinko,GN00300206,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300207,300207,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3002,1603:45:16:324:3:300207,Lansanaya,GN00300207,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300208,300208,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3002,1603:45:16:324:3:300208,Selouma,GN00300208,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300301,300301,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300301,Banian,GN00300301,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300302,300302,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300302,Beindou,GN00300302,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300303,300303,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300303,Faranah Ctre,GN00300303,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300304,300304,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300304,Gnaleah,GN00300304,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300305,300305,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300305,Heremakono,GN00300305,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300306,300306,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300306,Kobikoro,GN00300306,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300307,300307,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300307,Marella,GN00300307,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300308,300308,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300308,Passaya,GN00300308,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300309,300309,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300309,Sandenia,GN00300309,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300310,300310,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300310,Songoyah,GN00300310,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300311,300311,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3003,1603:45:16:324:3:300311,Tiro,GN00300311,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300401,300401,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300401,Albadariah,GN00300401,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300402,300402,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300402,Banama,GN00300402,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300403,300403,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300403,Bardou,GN00300403,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300404,300404,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300404,Beindou,GN00300404,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300405,300405,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300405,Fermessadou,GN00300405,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300406,300406,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300406,Firawa,GN00300406,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300407,300407,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300407,Gbangbadou,GN00300407,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300408,300408,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300408,Kissidougou Ctre,GN00300408,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300409,300409,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300409,Kondiadou,GN00300409,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300410,300410,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300410,Manfran,GN00300410,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300411,300411,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300411,Sangardo,GN00300411,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300412,300412,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300412,Yende Millimou,GN00300412,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:300413,300413,1603:45:16:324:0,1603:45:16:324:1:3,1603:45:16:324:2:3004,1603:45:16:324:3:300413,Yombiro,GN00300413,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400101,400101,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400101,Balandougou,GN00400101,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400102,400102,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400102,Bate Nafadji,GN00400102,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400103,400103,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400103,Boula,GN00400103,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400104,400104,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400104,Gberedou Baranama,GN00400104,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400105,400105,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400105,Kankan Ctre,GN00400105,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400106,400106,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400106,Karifamoriah,GN00400106,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400107,400107,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400107,Koumban,GN00400107,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400108,400108,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400108,Mamouroudou,GN00400108,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400109,400109,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400109,Missamana,GN00400109,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400110,400110,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400110,Moribayah,GN00400110,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400111,400111,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400111,Sabadou Baranama,GN00400111,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400112,400112,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400112,Tinti Oulen,GN00400112,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400113,400113,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4001,1603:45:16:324:3:400113,Tokounou,GN00400113,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400201,400201,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4002,1603:45:16:324:3:400201,Banankoro,GN00400201,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400202,400202,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4002,1603:45:16:324:3:400202,Damaro,GN00400202,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400203,400203,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4002,1603:45:16:324:3:400203,Kerouane Ctre,GN00400203,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400204,400204,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4002,1603:45:16:324:3:400204,Komodou,GN00400204,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400205,400205,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4002,1603:45:16:324:3:400205,Konsankoro,GN00400205,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400206,400206,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4002,1603:45:16:324:3:400206,Linko,GN00400206,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400207,400207,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4002,1603:45:16:324:3:400207,Sibiribaro,GN00400207,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400208,400208,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4002,1603:45:16:324:3:400208,Soromaya,GN00400208,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400301,400301,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400301,Babila,GN00400301,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400302,400302,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400302,Balato,GN00400302,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400303,400303,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400303,Banfele,GN00400303,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400304,400304,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400304,Baro,GN00400304,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400305,400305,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400305,Cissela,GN00400305,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
