#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+name+i_tha+is_thai,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_tha+is_thai,#adm3+name+alt2+i_tha+is_thai,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:764:3:670804,670804,Kan Chu,กันจุ,TH670804,,,,,,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670805,670805,Wang Phikun,วังพิกุล,TH670805,,,,,,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670806,670806,Phaya Wang,พญาวัง,TH670806,,,,,,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670807,670807,Si Mongkhon,ศรีมงคล,TH670807,,,,,,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670808,670808,Sa Kaeo,สระแก้ว,TH670808,,,,,,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670809,670809,Bueng Sam Phan,บึงสามพัน,TH670809,,,,,,Bueng Sam Phan,บึงสามพัน,TH6708,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670901,670901,Nam Nao,น้ำหนาว,TH670901,,,,,,Nam Nao,น้ำหนาว,TH6709,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670902,670902,Lak Dan,หลักด่าน,TH670902,,,,,,Nam Nao,น้ำหนาว,TH6709,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670903,670903,Wang Kwang,วังกวาง,TH670903,,,,,,Nam Nao,น้ำหนาว,TH6709,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:670904,670904,Khok Mon,โคกมน,TH670904,,,,,,Nam Nao,น้ำหนาว,TH6709,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671001,671001,Wang Pong,วังโป่ง,TH671001,,,,,,Wang Pong,วังโป่ง,TH6710,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671002,671002,Thai Dong,ท้ายดง,TH671002,,,,,,Wang Pong,วังโป่ง,TH6710,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671003,671003,Sap Poep,ซับเปิบ,TH671003,,,,,,Wang Pong,วังโป่ง,TH6710,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671004,671004,Wang Hin,วังหิน,TH671004,,,,,,Wang Pong,วังโป่ง,TH6710,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671005,671005,Wang San,วังศาล,TH671005,,,,,,Wang Pong,วังโป่ง,TH6710,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671101,671101,Thung Samo,ทุ่งสมอ,TH671101,,,,,,Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671102,671102,Khaem Son,แคมป์สน,TH671102,,,,,,Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671103,671103,Khao Kho,เขาค้อ,TH671103,,,,,,Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671104,671104,Rim Si Muang,ริมสีม่วง,TH671104,,,,,,Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671105,671105,Sado Phong,สะเดาะพง,TH671105,,,,,,Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671106,671106,Nong Mae Na,หนองแม่นา,TH671106,,,,,,Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:671107,671107,Khek Noi,เข็กน้อย,TH671107,,,,,,Khao Kho,เขาค้อ,TH6711,Phetchabun,เพชรบูรณ์,TH67,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700101,700101,Na Mueang,หน้าเมือง,TH700101,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700102,700102,Chedi Hak,เจดีย์หัก,TH700102,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700103,700103,Don Tako,ดอนตะโก,TH700103,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700104,700104,Nong Klang Na,หนองกลางนา,TH700104,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700105,700105,Huai Phai,ห้วยไผ่,TH700105,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700106,700106,Khung Nam Won,คุ้งน้ำวน,TH700106,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700107,700107,Khung Krathin,คุ้งกระถิน,TH700107,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700108,700108,Ang Thong,อ่างทอง,TH700108,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700109,700109,Khok Mo,โคกหม้อ,TH700109,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700110,700110,Sam Ruean,สามเรือน,TH700110,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700111,700111,Phikun Thong,พิกุลทอง,TH700111,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700112,700112,Namphu,น้ำพุ,TH700112,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700113,700113,Don Rae,ดอนแร่,TH700113,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700114,700114,Hin Kong,หินกอง,TH700114,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700115,700115,Khao Raeng,เขาแร้ง,TH700115,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700116,700116,Ko Phlapphla,เกาะพลับพลา,TH700116,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700117,700117,Lum Din,หลุมดิน,TH700117,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700118,700118,Bang Pa,บางป่า,TH700118,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700119,700119,Phong Sawai,พงสวาย,TH700119,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700120,700120,Khu Bua,คูบัว,TH700120,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700121,700121,Tha Rap,ท่าราบ,TH700121,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700122,700122,Ban Rai,บ้านไร่,TH700122,,,,,,Mueang Ratchaburi,เมืองราชบุรี,TH7001,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700201,700201,Chom Bueng,จอมบึง,TH700201,,,,,,Chom Bueng,จอมบึง,TH7002,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700202,700202,Pak Chong,ปากช่อง,TH700202,,,,,,Chom Bueng,จอมบึง,TH7002,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700203,700203,Boek Phrai,เบิกไพร,TH700203,,,,,,Chom Bueng,จอมบึง,TH7002,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700204,700204,Dan Thap Tako,ด่านทับตะโก,TH700204,,,,,,Chom Bueng,จอมบึง,TH7002,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700205,700205,Kaem On,แก้มอ้น,TH700205,,,,,,Chom Bueng,จอมบึง,TH7002,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700206,700206,Rang Bua,รางบัว,TH700206,,,,,,Chom Bueng,จอมบึง,TH7002,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700301,700301,Suan Phueng,สวนผึ้ง,TH700301,,,,,,Suan Phueng,สวนผึ้ง,TH7003,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700302,700302,Pa Wai,ป่าหวาย,TH700302,,,,,,Suan Phueng,สวนผึ้ง,TH7003,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700304,700304,Tha Khoei,ท่าเคย,TH700304,,,,,,Suan Phueng,สวนผึ้ง,TH7003,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700307,700307,Tanao Si,ตะนาวศรี,TH700307,,,,,,Suan Phueng,สวนผึ้ง,TH7003,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700401,700401,Damnoen Saduak,ดำเนินสะดวก,TH700401,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700402,700402,Prasatsit,ประสาทสิทธิ์,TH700402,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700403,700403,Si Surat,ศรีสุราษฎร์,TH700403,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700404,700404,Ta Luang,ตาหลวง,TH700404,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700405,700405,Don Kruai,ดอนกรวย,TH700405,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700406,700406,Don Khlang,ดอนคลัง,TH700406,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700407,700407,Bua Ngam,บัวงาม,TH700407,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700408,700408,Ban Rai,บ้านไร่,TH700408,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700409,700409,Phaeng Phuai,แพงพวย,TH700409,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700410,700410,Si Muen,สี่หมื่น,TH700410,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700411,700411,Tha Nat,ท่านัด,TH700411,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700412,700412,Khun Phithak,ขุนพิทักษ์,TH700412,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700413,700413,Don Phai,ดอนไผ่,TH700413,,,,,,Damnoen Saduak,ดำเนินสะดวก,TH7004,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700501,700501,Ban Pong,บ้านโป่ง,TH700501,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700502,700502,Tha Pha,ท่าผา,TH700502,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700503,700503,Krap Yai,กรับใหญ่,TH700503,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700504,700504,Pak Raet,ปากแรต,TH700504,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700505,700505,Nong Kop,หนองกบ,TH700505,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700506,700506,Nong O,หนองอ้อ,TH700506,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700507,700507,Don Krabueang,ดอนกระเบื้อง,TH700507,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700508,700508,Suan Kluai,สวนกล้วย,TH700508,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700509,700509,Nakhon Chum,นครชุมน์,TH700509,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700510,700510,Ban Muang,บ้านม่วง,TH700510,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700511,700511,Khung Phayom,คุ้งพยอม,TH700511,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700512,700512,Nong Pla Mo,หนองปลาหมอ,TH700512,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700513,700513,Khao Khlung,เขาขลุง,TH700513,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700514,700514,Boek Phrai,เบิกไพร,TH700514,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700515,700515,Lat Bua Khao,ลาดบัวขาว,TH700515,,,,,,Ban Pong,บ้านโป่ง,TH7005,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700601,700601,Bang Phae,บางแพ,TH700601,,,,,,Bang Phae,บางแพ,TH7006,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700602,700602,Wang Yen,วังเย็น,TH700602,,,,,,Bang Phae,บางแพ,TH7006,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700603,700603,Hua Pho,หัวโพ,TH700603,,,,,,Bang Phae,บางแพ,TH7006,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700604,700604,Wat Kaeo,วัดแก้ว,TH700604,,,,,,Bang Phae,บางแพ,TH7006,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700605,700605,Don Yai,ดอนใหญ่,TH700605,,,,,,Bang Phae,บางแพ,TH7006,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700606,700606,Don Kha,ดอนคา,TH700606,,,,,,Bang Phae,บางแพ,TH7006,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700607,700607,Pho Hak,โพหัก,TH700607,,,,,,Bang Phae,บางแพ,TH7006,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700701,700701,Photharam,โพธาราม,TH700701,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700702,700702,Don Krabueang,ดอนกระเบื้อง,TH700702,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700703,700703,Nong Pho,หนองโพ,TH700703,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700704,700704,Ban Lueak,บ้านเลือก,TH700704,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700705,700705,Khlong Ta Kot,คลองตาคต,TH700705,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700706,700706,Ban Khong,บ้านฆ้อง,TH700706,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700707,700707,Ban Sing,บ้านสิงห์,TH700707,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700708,700708,Don Sai,ดอนทราย,TH700708,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700709,700709,Chet Samian,เจ็ดเสมียน,TH700709,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700710,700710,Khlong Khoi,คลองข่อย,TH700710,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700711,700711,Chamrae,ชำแระ,TH700711,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700712,700712,Soi Fa,สร้อยฟ้า,TH700712,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700713,700713,Tha Chumphon,ท่าชุมพล,TH700713,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700714,700714,Bang Tanot,บางโตนด,TH700714,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700715,700715,Tao Pun,เตาปูน,TH700715,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700716,700716,Nang Kaeo,นางแก้ว,TH700716,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700717,700717,Thammasen,ธรรมเสน,TH700717,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700718,700718,Khao Cha-Ngum,เขาชะงุ้ม,TH700718,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700719,700719,Nong Kwang,หนองกวาง,TH700719,,,,,,Photharam,โพธาราม,TH7007,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700801,700801,Thung Luang,ทุ่งหลวง,TH700801,,,,,,Pak Tho,ปากท่อ,TH7008,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700802,700802,Wang Manao,วังมะนาว,TH700802,,,,,,Pak Tho,ปากท่อ,TH7008,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700803,700803,Don Sai,ดอนทราย,TH700803,,,,,,Pak Tho,ปากท่อ,TH7008,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700804,700804,Nong Krathum,หนองกระทุ่ม,TH700804,,,,,,Pak Tho,ปากท่อ,TH7008,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700805,700805,Pak Tho,ปากท่อ,TH700805,,,,,,Pak Tho,ปากท่อ,TH7008,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700806,700806,Pa Kai,ป่าไก่,TH700806,,,,,,Pak Tho,ปากท่อ,TH7008,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:700807,700807,Wat Yang Ngam,วัดยางงาม,TH700807,,,,,,Pak Tho,ปากท่อ,TH7008,Ratchaburi,ราชบุรี,TH70,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
