#country+name+i_fr,#country+name+i_en,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#date+start,#date+updated,#date+end
Cameroun (le),Cameroon,CM,,,,,,2018-12-17,2019-02-27,
