#country+name+i_en,#country+name+i_ja,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_ja,#country+name+alt2+i_ja,#date+start,#date+updated,#date+end
Japan,日本,JP,,,,,,2019-12-17,2019-12-19,
