#adm2+name+i_en,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Changamwe,KE001001,,,,Mombasa,KE001,Kenya,KE,2017-11-03,2019-10-31,
Jomvu,KE001002,,,,Mombasa,KE001,Kenya,KE,2017-11-03,2019-10-31,
Kisauni,KE001003,,,,Mombasa,KE001,Kenya,KE,2017-11-03,2019-10-31,
Nyali,KE001004,,,,Mombasa,KE001,Kenya,KE,2017-11-03,2019-10-31,
Likoni,KE001005,,,,Mombasa,KE001,Kenya,KE,2017-11-03,2019-10-31,
Mvita,KE001006,,,,Mombasa,KE001,Kenya,KE,2017-11-03,2019-10-31,
Msambweni,KE002007,,,,Kwale,KE002,Kenya,KE,2017-11-03,2019-10-31,
Lunga Lunga,KE002008,,,,Kwale,KE002,Kenya,KE,2017-11-03,2019-10-31,
Matuga,KE002009,,,,Kwale,KE002,Kenya,KE,2017-11-03,2019-10-31,
Kinango,KE002010,,,,Kwale,KE002,Kenya,KE,2017-11-03,2019-10-31,
Kilifi North,KE003011,,,,Kilifi,KE003,Kenya,KE,2017-11-03,2019-10-31,
Kilifi South,KE003012,,,,Kilifi,KE003,Kenya,KE,2017-11-03,2019-10-31,
Kaloleni,KE003013,,,,Kilifi,KE003,Kenya,KE,2017-11-03,2019-10-31,
Rabai,KE003014,,,,Kilifi,KE003,Kenya,KE,2017-11-03,2019-10-31,
Ganze,KE003015,,,,Kilifi,KE003,Kenya,KE,2017-11-03,2019-10-31,
Malindi,KE003016,,,,Kilifi,KE003,Kenya,KE,2017-11-03,2019-10-31,
Magarini,KE003017,,,,Kilifi,KE003,Kenya,KE,2017-11-03,2019-10-31,
Garsen,KE004018,,,,Tana River,KE004,Kenya,KE,2017-11-03,2019-10-31,
Galole,KE004019,,,,Tana River,KE004,Kenya,KE,2017-11-03,2019-10-31,
Bura,KE004020,,,,Tana River,KE004,Kenya,KE,2017-11-03,2019-10-31,
Lamu East,KE005021,,,,Lamu,KE005,Kenya,KE,2017-11-03,2019-10-31,
Lamu West,KE005022,,,,Lamu,KE005,Kenya,KE,2017-11-03,2019-10-31,
Taveta,KE006023,,,,Taita Taveta,KE006,Kenya,KE,2017-11-03,2019-10-31,
Wundanyi,KE006024,,,,Taita Taveta,KE006,Kenya,KE,2017-11-03,2019-10-31,
Mwatate,KE006025,,,,Taita Taveta,KE006,Kenya,KE,2017-11-03,2019-10-31,
Voi,KE006026,,,,Taita Taveta,KE006,Kenya,KE,2017-11-03,2019-10-31,
Dujis,KE007027,,,,Garissa,KE007,Kenya,KE,2017-11-03,2019-10-31,
Balambala,KE007028,,,,Garissa,KE007,Kenya,KE,2017-11-03,2019-10-31,
Lagdera,KE007029,,,,Garissa,KE007,Kenya,KE,2017-11-03,2019-10-31,
Dadaab,KE007030,,,,Garissa,KE007,Kenya,KE,2017-11-03,2019-10-31,
Fafi,KE007031,,,,Garissa,KE007,Kenya,KE,2017-11-03,2019-10-31,
Ijara,KE007032,,,,Garissa,KE007,Kenya,KE,2017-11-03,2019-10-31,
Wajir North,KE008033,,,,Wajir,KE008,Kenya,KE,2017-11-03,2019-10-31,
Wajir East,KE008034,,,,Wajir,KE008,Kenya,KE,2017-11-03,2019-10-31,
Tarbaj,KE008035,,,,Wajir,KE008,Kenya,KE,2017-11-03,2019-10-31,
Wajir West,KE008036,,,,Wajir,KE008,Kenya,KE,2017-11-03,2019-10-31,
Eldas,KE008037,,,,Wajir,KE008,Kenya,KE,2017-11-03,2019-10-31,
Wajir South,KE008038,,,,Wajir,KE008,Kenya,KE,2017-11-03,2019-10-31,
Mandera West,KE009039,,,,Mandera,KE009,Kenya,KE,2017-11-03,2019-10-31,
Banissa,KE009040,,,,Mandera,KE009,Kenya,KE,2017-11-03,2019-10-31,
Mandera North,KE009041,,,,Mandera,KE009,Kenya,KE,2017-11-03,2019-10-31,
Mandera South,KE009042,,,,Mandera,KE009,Kenya,KE,2017-11-03,2019-10-31,
Mandera East,KE009043,,,,Mandera,KE009,Kenya,KE,2017-11-03,2019-10-31,
Lafey,KE009044,,,,Mandera,KE009,Kenya,KE,2017-11-03,2019-10-31,
Moyale,KE010045,,,,Marsabit,KE010,Kenya,KE,2017-11-03,2019-10-31,
North Horr,KE010046,,,,Marsabit,KE010,Kenya,KE,2017-11-03,2019-10-31,
Saku,KE010047,,,,Marsabit,KE010,Kenya,KE,2017-11-03,2019-10-31,
Laisamis,KE010048,,,,Marsabit,KE010,Kenya,KE,2017-11-03,2019-10-31,
Isiolo North,KE011049,,,,Isiolo,KE011,Kenya,KE,2017-11-03,2019-10-31,
Isiolo South,KE011050,,,,Isiolo,KE011,Kenya,KE,2017-11-03,2019-10-31,
Igembe South,KE012051,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
Igembe Central,KE012052,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
Igembe North,KE012053,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
Tigania West,KE012054,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
Tigania East,KE012055,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
North Imenti,KE012056,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
Buuri,KE012057,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
Cental Imenti,KE012058,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
South Imenti,KE012059,,,,Meru,KE012,Kenya,KE,2017-11-03,2019-10-31,
Nithi,KE013060,,,,Tharaka-Nithi,KE013,Kenya,KE,2017-11-03,2019-10-31,
Maara,KE013061,,,,Tharaka-Nithi,KE013,Kenya,KE,2017-11-03,2019-10-31,
Tharaka,KE013062,,,,Tharaka-Nithi,KE013,Kenya,KE,2017-11-03,2019-10-31,
Manyatta,KE014063,,,,Embu,KE014,Kenya,KE,2017-11-03,2019-10-31,
Runyenjes,KE014064,,,,Embu,KE014,Kenya,KE,2017-11-03,2019-10-31,
Gachoka,KE014065,,,,Embu,KE014,Kenya,KE,2017-11-03,2019-10-31,
Siakago,KE014066,,,,Embu,KE014,Kenya,KE,2017-11-03,2019-10-31,
Mwingi North,KE015067,,,,Kitui,KE015,Kenya,KE,2017-11-03,2019-10-31,
Mwingi West,KE015068,,,,Kitui,KE015,Kenya,KE,2017-11-03,2019-10-31,
Mwingi East,KE015069,,,,Kitui,KE015,Kenya,KE,2017-11-03,2019-10-31,
Kitui West,KE015070,,,,Kitui,KE015,Kenya,KE,2017-11-03,2019-10-31,
Kitui Rural,KE015071,,,,Kitui,KE015,Kenya,KE,2017-11-03,2019-10-31,
Kitui Central,KE015072,,,,Kitui,KE015,Kenya,KE,2017-11-03,2019-10-31,
Kitui East,KE015073,,,,Kitui,KE015,Kenya,KE,2017-11-03,2019-10-31,
Kitui South,KE015074,,,,Kitui,KE015,Kenya,KE,2017-11-03,2019-10-31,
Masinga,KE016075,,,,Machakos,KE016,Kenya,KE,2017-11-03,2019-10-31,
Yatta,KE016076,,,,Machakos,KE016,Kenya,KE,2017-11-03,2019-10-31,
Kangundo,KE016077,,,,Machakos,KE016,Kenya,KE,2017-11-03,2019-10-31,
Matungulu,KE016078,,,,Machakos,KE016,Kenya,KE,2017-11-03,2019-10-31,
Kathiani,KE016079,,,,Machakos,KE016,Kenya,KE,2017-11-03,2019-10-31,
Mavoko,KE016080,,,,Machakos,KE016,Kenya,KE,2017-11-03,2019-10-31,
Machakos Town,KE016081,,,,Machakos,KE016,Kenya,KE,2017-11-03,2019-10-31,
Mwala,KE016082,,,,Machakos,KE016,Kenya,KE,2017-11-03,2019-10-31,
Mbooni,KE017083,,,,Makueni,KE017,Kenya,KE,2017-11-03,2019-10-31,
