#country+name+i_en,#country+name+i_ka,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_ka,#country+name+alt2+i_ka,#date+start,#date+updated,#date+end
Georgia,საქართველო,GE,,,,,,2019-08-28,2019-10-18,
