#country+name+i_en,#country+name+i_az,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_az,#country+name+alt2+i_az,#date+start,#date+updated,#date+end
Azerbaijan,Azərbaycan,AZ,,,,,,2020-11-24,2020-11-24,
