#adm4+name+i_en,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_en,#adm4+name+alt2+i_en,#adm3+name+i_en,#adm3+code+v_pcode,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Bheola Manik Char,BD20221622,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chiringa,BD20221627,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Demusia,BD20221631,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dulahazara,BD20221633,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Purba Barabheola,BD20221639,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Fasiakhali,BD20221644,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Harbang,BD20221650,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kakhara,BD20221655,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kaiarbil,BD20221661,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Khuntakhali,BD20221667,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Konakhali,BD20221669,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Lakhyarchar,BD20221672,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Saharbil,BD20221680,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Surajpur Manikpur,BD20221687,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Paschim Bara Bheola,BD20221694,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chakaria Paurashava,BD20221699,,,,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Bharuakhali,BD20222420,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chaufaldandi,BD20222422,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Idgaon,BD20222435,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Islampur,BD20222438,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Islamabad,BD20222442,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Jalalabad,BD20222445,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Jhilwanja,BD20222447,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Khurushkul,BD20222459,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Patali Machhuakhali,BD20222471,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Pokkhali,BD20222483,,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Cox's Bazar Paurashava,BD20222499,Coxs Bazar Paurashava,,,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Ali Akbar Deil,BD20224513,,,,Kutubdia,BD202245,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Baraghop,BD20224527,,,,Kutubdia,BD202245,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dakshin Dhurung,BD20224540,,,,Kutubdia,BD202245,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kaiyarbil,BD20224554,,,,Kutubdia,BD202245,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Lemsikhali,BD20224567,,,,Kutubdia,BD202245,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Uttar Dhurung,BD20224581,,,,Kutubdia,BD202245,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Bara Maheskhali,BD20224911,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chhotamohes Khali,BD20224918,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dhalghata,BD20224923,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Hoanak,BD20224947,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kalarmarchhara,BD20224959,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kutubjom,BD20224962,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Matarbari,BD20224971,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Saflapur,BD20224983,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Maheshkhali Paurashava,BD20224999,,,,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Bara Bakia,BD20225611,,,,Pekua,BD202256,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Ujantia,BD20225655,,,,Pekua,BD202256,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Magnama,BD20225678,,,,Pekua,BD202256,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Pekua,BD20225683,,,,Pekua,BD202256,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Rajakhali,BD20225689,,,,Pekua,BD202256,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Shilkhali,BD20225693,,,,Pekua,BD202256,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Taitong,BD20225696,,,,Pekua,BD202256,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chakmarkul,BD20226613,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Fatekharkul,BD20226615,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Garjania,BD20226619,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Idgar,BD20226628,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Joarianala,BD20226638,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kachhapia,BD20226647,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Khuniapalong,BD20226657,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kauarkhop,BD20226666,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Rashid Nagar,BD20226670,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Rajarkul,BD20226676,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dakshin Mithachhari,BD20226685,,,,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Baharchhara,BD20229015,,,,Teknaf,BD202290,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Nhilla,BD20229031,,,,Teknaf,BD202290,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
St.Martin Dwip,BD20229039,,,,Teknaf,BD202290,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Sabrang,BD20229047,,,,Teknaf,BD202290,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Teknaf,BD20229063,,,,Teknaf,BD202290,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Whykong,BD20229079,,,,Teknaf,BD202290,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Teknaf Paurashava,BD20229099,,,,Teknaf,BD202290,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Haldia Palong,BD20229415,,,,Ukhia,BD202294,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Jalia Palong,BD20229431,,,,Ukhia,BD202294,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Raja Palong,BD20229447,,,,Ukhia,BD202294,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Ratna Palong,BD20229463,,,,Ukhia,BD202294,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Palong Khali,BD20229479,,,,Ukhia,BD202294,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Gopal,BD20301447,,,,Chhagalnaiya,BD203014,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Mohamaya,BD20301457,,,,Chhagalnaiya,BD203014,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Pathannagar,BD20301476,,,,Chhagalnaiya,BD203014,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Radhanagar,BD20301485,,,,Chhagalnaiya,BD203014,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Subhapur,BD20301495,,,,Chhagalnaiya,BD203014,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chhagalnaiya Paurashava,BD20301499,,,,Chhagalnaiya,BD203014,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Daganbhuiyan,BD20302512,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Jailashkara,BD20302538,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Mathu Bhuiyan,BD20302556,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Purba Chandrapur,BD20302569,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Rajapur,BD20302573,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Ramnagar,BD20302577,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Sindurpur,BD20302590,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Yakubpur,BD20302594,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Daganbhuiyan Paurashava,BD20302599,,,,Daganbhuiyan,BD203025,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Baligaon,BD20302920,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dhalia,BD20302922,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dharmapur,BD20302923,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Farhadnagar,BD20302925,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Fazilpur,BD20302930,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kalidah,BD20302943,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kazirbag,BD20302947,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Lemua,BD20302951,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Matabi,BD20302960,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Panchgachhiya,BD20302964,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Sanua,BD20302982,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Sarishadi,BD20302986,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Feni Paurashava,BD20302999,,,,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Amjadhat,BD20304113,,,,Fulgazi,BD203041,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Anandapur,BD20304127,,,,Fulgazi,BD203041,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Darbarpur,BD20304154,,,,Fulgazi,BD203041,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Fulgazi,BD20304167,,,,Fulgazi,BD203041,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
G.M.Hat,BD20304174,,,,Fulgazi,BD203041,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Munshirhat,BD20304181,,,,Fulgazi,BD203041,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chithalia,BD20305123,,,,Parshuram,BD203051,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Baksh Mohammad,BD20305140,,,,Parshuram,BD203051,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Mirzanagar,BD20305147,,,,Parshuram,BD203051,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Parshuram Paurashava,BD20305199,,,,Parshuram,BD203051,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Amirabad,BD20309415,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Bagadana,BD20309419,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Chandia,BD20309428,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Darbesh,BD20309438,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Majlishpur,BD20309447,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Mangalkandi,BD20309457,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Matiganj,BD20309466,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Nawabpur,BD20309476,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Sonagazi,BD20309485,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Sonagazi Paurashava,BD20309499,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Babuchhara,BD20464315,,,,Dighinala,BD204643,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Boalkhali,BD20464331,,,,Dighinala,BD204643,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dighinala,BD20464347,,,,Dighinala,BD204643,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kabakhali,BD20464363,,,,Dighinala,BD204643,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Merung,BD20464379,,,,Dighinala,BD204643,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Bhaibonchhara,BD20464915,,,,Khagrachhari Sadar,BD204649,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Golabari,BD20464925,,,,Khagrachhari Sadar,BD204649,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kamalchhari,BD20464947,,,,Khagrachhari Sadar,BD204649,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Khagrachhari,BD20464963,,,,Khagrachhari Sadar,BD204649,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Perachhara,BD20464975,,,,Khagrachhari Sadar,BD204649,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Khagrachhari Paurashava,BD20464999,,,,Khagrachhari Sadar,BD204649,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Barmachhari,BD20466123,,,,Lakshmichhari,BD204661,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dulyatali,BD20466147,,,,Lakshmichhari,BD204661,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Lakshmichhari,BD20466171,,,,Lakshmichhari,BD204661,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Kayangghat,BD20466515,,,,Mahalchhari,BD204665,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Mahalchhari,BD20466531,,,,Mahalchhari,BD204665,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Maschhari,BD20466547,,,,Mahalchhari,BD204665,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Mubachhari,BD20466563,,,,Mahalchhari,BD204665,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Sindukchari,BD20466579,,,,Mahalchhari,BD204665,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Batnatali,BD20466719,,,,Manikchhari,BD204667,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Juggachhala,BD20466742,,,,Manikchhari,BD204667,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Manikchhari,BD20466763,,,,Manikchhari,BD204667,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Tintahari,BD20466787,,,,Manikchhari,BD204667,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Amtali,BD20467013,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Baranala,BD20467017,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Belchhari,BD20467023,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Beimar,BD20467035,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Gumti,BD20467047,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Matiranga,BD20467059,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Tubalchhari,BD20467076,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Taindang,BD20467083,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Matiranga Paurashava,BD20467099,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chengi,BD20467719,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Latiban,BD20467738,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Logang,BD20467757,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Panchhari,BD20467776,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Ulta Chari,BD20467789,,,,Panchhari,BD204677,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Hapchhari,BD20468038,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Pathachhara,BD20468057,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Ramgarh,BD20468076,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Ramgarh Paurashava,BD20468099,,,,Ramgarh,BD204680,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Falcon,BD20513347,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Kadira,BD20513363,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Kalkini,BD20513371,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Lawrence,BD20513379,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Martin,BD20513381,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Hajirhat,BD20513383,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Patarir Hat,BD20513387,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Torabgang,BD20513391,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Saheberhat,BD20513395,,,,Kamalnagar,BD205133,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Bangakha,BD20514313,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Basikpur,BD20514314,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Bhabaniganj,BD20514315,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Chandraganj,BD20514320,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Ramani Mohan,BD20514323,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Charsai,BD20514325,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Char Ruhita,BD20514330,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dalal Bazar,BD20514335,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Datta Para,BD20514340,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
Dighali,BD20514345,,,,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD,2018-04-25,2020-12-18,
