#adm1+name+i_fr,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_fr,#adm1+name+alt2+i_fr,#country+name+i_fr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Fort-de-France,MQ01,Fort-de-France,,,Martinique,MQ,2017-09-09,2020-02-17,
Le Marin,MQ02,Le Marin,,,Martinique,MQ,2017-09-09,2020-02-17,
Saint-Pierre,MQ03,Saint-Pierre,,,Martinique,MQ,2017-09-09,2020-02-17,
La Trinité,MQ04,La Trinite,,,Martinique,MQ,2017-09-09,2020-02-17,
