#adm3+name+i_en,#adm3+name+i_sw,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_sw,#adm3+name+alt2+i_sw,#adm2+name+i_en,#adm2+name+i_sw,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_sw,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_sw,#country+code+v_iso2,#date+start,#date+updated,#date+end
Inyala,,TZ1202161,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ilungu,,TZ1202171,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Maendeleo,,TZ1202181,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Swaya,,TZ1202191,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Masoko,,TZ1202201,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itawa,,TZ1202211,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nsalala,,TZ1202223,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lwanjiro,,TZ1202231,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itewe,,TZ1202241,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Igoma,,TZ1202253,,,,,,Mbeya,,TZ1202,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lusungo,,TZ1203011,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Makwale,,TZ1203021,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Matema,,TZ1203031,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mwaya,,TZ1203041,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ndobo,,TZ1203051,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kajunjumele,,TZ1203061,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Bujonde,,TZ1203071,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ikolo,,TZ1203081,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Katumbasongwe,,TZ1203091,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ngana,,TZ1203101,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Busale,,TZ1203111,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ipande,,TZ1203121,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ikama,,TZ1203131,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ipinda,,TZ1203143,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ngonga,,TZ1203151,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ikimba,,TZ1203161,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itope,,TZ1203171,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Muungano,,TZ1203181,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Talatala,,TZ1203191,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kyela,,TZ1203202,,,,,,Kyela,,TZ1203,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Swaya,,TZ1204011,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Masebe,,TZ1204021,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Suma,,TZ1204031,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kandete,,TZ1204043,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Luteba,,TZ1204051,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mpombo,,TZ1204061,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Isange,,TZ1204071,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kabula,,TZ1204081,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lwangwa,,TZ1204091,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lufilyo,,TZ1204101,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itete,,TZ1204111,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kisegese,,TZ1204121,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lupata,,TZ1204131,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kambasegela,,TZ1204141,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Masukulu,,TZ1204151,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kisiba,,TZ1204161,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Masoko,,TZ1204171,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Bujela,,TZ1204181,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ilima,,TZ1204191,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kisondela,,TZ1204201,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ikuti,,TZ1204211,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Malindo,,TZ1204221,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mpuguso,,TZ1204231,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kikole,,TZ1204241,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lufingo,,TZ1204251,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nkunga,,TZ1204261,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kyimo,,TZ1204271,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kinyala,,TZ1204281,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kiwira,,TZ1204293,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Isongole,,TZ1204301,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ikama,,TZ1204312,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ibighi,,TZ1204322,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Bagamoyo,,TZ1204332,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kawetele,,TZ1204342,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Bulyaga,,TZ1204352,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Msasani,,TZ1204362,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Makandana,,TZ1204372,,,,,,Rungwe,,TZ1204,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Luhanga,,TZ1207011,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Madibira,,TZ1207023,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mawindi,,TZ1207031,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ihahi,,TZ1207043,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mapogoro,,TZ1207051,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chimala,,TZ1207063,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Utengule Usangu,,TZ1207071,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ruiwa,,TZ1207081,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mahongole,,TZ1207091,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ubaruku,,TZ1207103,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Igurusi,,TZ1207113,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kongolo,,TZ1207121,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mwatenga,,TZ1207131,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Imalilosongwe,,TZ1207141,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Igava,,TZ1207151,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ipwani,,TZ1207161,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itambaleo,,TZ1207171,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Miyombweni,,TZ1207181,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Rujewa,,TZ1207192,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lugelele,,TZ1207202,,,,,,Mbarali,,TZ1207,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Sisimba,,TZ1208012,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Isanga,,TZ1208022,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Iganzo,,TZ1208032,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mwansekwa,,TZ1208042,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itagano,,TZ1208052,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itezi,,TZ1208062,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nsalaga,,TZ1208072,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Igawilo,,TZ1208082,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Iganjo,,TZ1208092,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Uyole,,TZ1208102,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Iduda,,TZ1208112,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mwasanga,,TZ1208122,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Tembela,,TZ1208132,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ilomba,,TZ1208142,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mwakibete,,TZ1208152,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ilemi,,TZ1208162,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Isyesye,,TZ1208172,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ruanda,,TZ1208182,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Iyela,,TZ1208192,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Sinde,,TZ1208202,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Maanga,,TZ1208212,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mbalizi RD,,TZ1208222,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Forest,,TZ1208232,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mabatini,,TZ1208242,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nzovwe,,TZ1208252,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kalobe,,TZ1208262,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Iyunga,,TZ1208272,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Iwambi,,TZ1208282,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itende,,TZ1208292,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Iziwa,,TZ1208302,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nsoho,,TZ1208312,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Majengo,,TZ1208322,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ghana,,TZ1208332,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nonde,,TZ1208342,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Itiji,,TZ1208352,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Maendeleo,,TZ1208362,,,,,,Mbeya Urban,,TZ1208,Mbeya,,TZ12,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Urughu,,TZ1301011,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mtekente,,TZ1301021,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mtoa,,TZ1301031,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mgongo,,TZ1301041,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Shelui,,TZ1301053,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ntwike,,TZ1301061,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Tulya,,TZ1301071,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kidaru,,TZ1301081,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kisiriri,,TZ1301091,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kiomboi,,TZ1301103,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kinampanda,,TZ1301111,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ulemo,,TZ1301121,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kyengege,,TZ1301131,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ndago,,TZ1301143,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mbelekese,,TZ1301151,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kaselya,,TZ1301161,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ndulungu,,TZ1301171,,,,,,Iramba,,TZ1301,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mudida,,TZ1302011,,,,,,Singida,,TZ1302,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Makuro,,TZ1302021,,,,,,Singida,,TZ1302,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ikhanoda,,TZ1302031,,,,,,Singida,,TZ1302,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mwasauya,,TZ1302041,,,,,,Singida,,TZ1302,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Msange,,TZ1302051,,,,,,Singida,,TZ1302,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Maghojoa,,TZ1302061,,,,,,Singida,,TZ1302,Singida,,TZ13,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
