#country+name+i_en,#country+name+i_sw,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_sw,#country+name+alt2+i_sw,#date+start,#date+updated,#date+end
United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,,,,,,2018-10-19,2018-10-22,
