#country+name+i_en,#country+name+i_fr,#country+name+i_rw,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#country+name+alt1+i_rw,#country+name+alt2+i_rw,#date+start,#date+updated,#date+end
Rwanda,Rwanda (le),U Rwanda,RW,,,,,,,,2018-09-27,2020-02-20,
