#country+name+i_en,#country+name+i_zh,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_zh,#country+name+alt2+i_zh,#date+start,#date+updated,#date+end
China,中国,CN,,,,,,2020-09-10,2020-09-10,
