#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Central,RU001,,,,Russian Federation,RU,2022-03-09,2022-03-22,
Far Eastern,RU002,,,,Russian Federation,RU,2022-03-09,2022-03-22,
North Caucasus,RU003,,,,Russian Federation,RU,2022-03-09,2022-03-22,
Northwestern,RU004,,,,Russian Federation,RU,2022-03-09,2022-03-22,
Siberian,RU005,,,,Russian Federation,RU,2022-03-09,2022-03-22,
South,RU006,,,,Russian Federation,RU,2022-03-09,2022-03-22,
Ural,RU007,,,,Russian Federation,RU,2022-03-09,2022-03-22,
Volga,RU008,,,,Russian Federation,RU,2022-03-09,2022-03-22,
