#adm3+name+i_es,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_es,#adm3+name+alt2+i_es,#adm2+name+i_es,#adm2+code+v_pcode,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Nuevo Chimbote,PE021809,,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Sihuas,PE021901,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Acobamba,PE021902,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Alfonso Ugarte,PE021903,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cashapampa,PE021904,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Chingalpo,PE021905,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huayllabamba,PE021906,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Quiches,PE021907,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Ragash,PE021908,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Juan,PE021909,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Sicsibamba,PE021910,,,,Sihuas,PE0219,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Yungay,PE022001,,,,Yungay,PE0220,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cascapara,PE022002,,,,Yungay,PE0220,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Mancos,PE022003,,,,Yungay,PE0220,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Matacoto,PE022004,,,,Yungay,PE0220,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Quillo,PE022005,,,,Yungay,PE0220,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Ranrahirca,PE022006,,,,Yungay,PE0220,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Shupluy,PE022007,,,,Yungay,PE0220,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Yanama,PE022008,,,,Yungay,PE0220,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Abancay,PE030101,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Chacoche,PE030102,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Circa,PE030103,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Curahuasi,PE030104,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Huanipaca,PE030105,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Lambrama,PE030106,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Pichirhua,PE030107,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
San Pedro de Cachora,PE030108,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Tamburco,PE030109,,,,Abancay,PE0301,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Andahuaylas,PE030201,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Andarapa,PE030202,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Chiara,PE030203,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Huancarama,PE030204,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Huancaray,PE030205,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Huayana,PE030206,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Kishuara,PE030207,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Pacobamba,PE030208,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Pacucha,PE030209,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Pampachiri,PE030210,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Pomacocha,PE030211,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
San Antonio de Cachi,PE030212,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
San Jeronimo,PE030213,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
San Miguel de Chaccrampa,PE030214,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Santa Maria de Chicmo,PE030215,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Talavera,PE030216,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Tumay Huaraca,PE030217,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Turpo,PE030218,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Kaquiabamba,PE030219,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Jose Maria Arguedas,PE030220,,,,Andahuaylas,PE0302,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Antabamba,PE030301,,,,Antabamba,PE0303,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
El Oro,PE030302,,,,Antabamba,PE0303,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Huaquirca,PE030303,,,,Antabamba,PE0303,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Juan Espinoza Medrano,PE030304,,,,Antabamba,PE0303,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Oropesa,PE030305,,,,Antabamba,PE0303,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Pachaconas,PE030306,,,,Antabamba,PE0303,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Sabaino,PE030307,,,,Antabamba,PE0303,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Chalhuanca,PE030401,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Capaya,PE030402,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Caraybamba,PE030403,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Chapimarca,PE030404,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Colcabamba,PE030405,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Cotaruse,PE030406,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Ihuayllo,PE030407,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Justo Apu Sahuaraura,PE030408,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Lucre,PE030409,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Pocohuanca,PE030410,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
San Juan de Chacña,PE030411,San Juan de Chacna,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Sañayca,PE030412,Sanayca,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Soraya,PE030413,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Tapairihua,PE030414,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Tintay,PE030415,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Toraya,PE030416,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Yanaca,PE030417,,,,Aymaraes,PE0304,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Tambobamba,PE030501,,,,Cotabambas,PE0305,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Cotabambas,PE030502,,,,Cotabambas,PE0305,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Coyllurqui,PE030503,,,,Cotabambas,PE0305,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Haquira,PE030504,,,,Cotabambas,PE0305,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Mara,PE030505,,,,Cotabambas,PE0305,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Challhuahuacho,PE030506,,,,Cotabambas,PE0305,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Chincheros,PE030601,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Anco-Huallo,PE030602,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Cocharcas,PE030603,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Huaccana,PE030604,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Ocobamba,PE030605,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Ongoy,PE030606,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Uranmarca,PE030607,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Ranracancha,PE030608,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Rocchacc,PE030609,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
El Porvenir,PE030610,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Los Chankas,PE030611,,,,Chincheros,PE0306,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Chuquibambilla,PE030701,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Curpahuasi,PE030702,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Gamarra,PE030703,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Huayllati,PE030704,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Mamara,PE030705,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Micaela Bastidas,PE030706,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Pataypampa,PE030707,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Progreso,PE030708,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
San Antonio,PE030709,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Santa Rosa,PE030710,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Turpay,PE030711,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Vilcabamba,PE030712,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Virundo,PE030713,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Curasco,PE030714,,,,Grau,PE0307,Apurimac,PE03,Perú (el),PE,2015-07-24,2020-07-17,
Arequipa,PE040101,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Alto Selva Alegre,PE040102,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Cayma,PE040103,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Cerro Colorado,PE040104,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Characato,PE040105,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Chiguata,PE040106,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Jacobo Hunter,PE040107,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
La Joya,PE040108,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Mariano Melgar,PE040109,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Miraflores,PE040110,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Mollebaya,PE040111,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Paucarpata,PE040112,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Pocsi,PE040113,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Polobaya,PE040114,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Quequeña,PE040115,Quequena,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Sabandia,PE040116,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Sachaca,PE040117,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
San Juan de Siguas,PE040118,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
San Juan de Tarucani,PE040119,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Santa Isabel de Siguas,PE040120,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Santa Rita de Siguas,PE040121,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Socabaya,PE040122,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Tiabaya,PE040123,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Uchumayo,PE040124,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Vitor,PE040125,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Yanahuara,PE040126,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Yarabamba,PE040127,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Yura,PE040128,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Jose Luis Bustamante y Rivero,PE040129,,,,Arequipa,PE0401,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Camana,PE040201,,,,Camana,PE0402,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Jose Maria Quimper,PE040202,,,,Camana,PE0402,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Mariano Nicolas Valcarcel,PE040203,,,,Camana,PE0402,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Mariscal Caceres,PE040204,,,,Camana,PE0402,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Nicolas de Pierola,PE040205,,,,Camana,PE0402,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Ocoña,PE040206,Ocona,,,Camana,PE0402,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Quilca,PE040207,,,,Camana,PE0402,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Samuel Pastor,PE040208,,,,Camana,PE0402,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Caraveli,PE040301,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Acari,PE040302,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Atico,PE040303,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Atiquipa,PE040304,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Bella Union,PE040305,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Cahuacho,PE040306,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Chala,PE040307,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Chaparra,PE040308,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Huanuhuanu,PE040309,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Jaqui,PE040310,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Lomas,PE040311,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Quicacha,PE040312,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Yauca,PE040313,,,,Caraveli,PE0403,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Aplao,PE040401,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Andagua,PE040402,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Ayo,PE040403,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Chachas,PE040404,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Chilcaymarca,PE040405,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Choco,PE040406,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Huancarqui,PE040407,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Machaguay,PE040408,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Orcopampa,PE040409,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Pampacolca,PE040410,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Tipan,PE040411,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Uñon,PE040412,Unon,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Uraca,PE040413,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Viraco,PE040414,,,,Castilla,PE0404,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Chivay,PE040501,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Achoma,PE040502,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Cabanaconde,PE040503,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Callalli,PE040504,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Caylloma,PE040505,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Coporaque,PE040506,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Huambo,PE040507,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Huanca,PE040508,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Ichupampa,PE040509,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Lari,PE040510,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Lluta,PE040511,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Maca,PE040512,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Madrigal,PE040513,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
San Antonio de Chuca,PE040514,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Sibayo,PE040515,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Tapay,PE040516,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Tisco,PE040517,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Tuti,PE040518,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Yanque,PE040519,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Majes,PE040520,,,,Caylloma,PE0405,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Chuquibamba,PE040601,,,,Condesuyos,PE0406,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Andaray,PE040602,,,,Condesuyos,PE0406,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Cayarani,PE040603,,,,Condesuyos,PE0406,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Chichas,PE040604,,,,Condesuyos,PE0406,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Iray,PE040605,,,,Condesuyos,PE0406,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Rio Grande,PE040606,,,,Condesuyos,PE0406,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Salamanca,PE040607,,,,Condesuyos,PE0406,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Yanaquihua,PE040608,,,,Condesuyos,PE0406,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Mollendo,PE040701,,,,Islay,PE0407,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Cocachacra,PE040702,,,,Islay,PE0407,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Dean Valdivia,PE040703,,,,Islay,PE0407,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Islay,PE040704,,,,Islay,PE0407,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Mejia,PE040705,,,,Islay,PE0407,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Punta de Bombon,PE040706,,,,Islay,PE0407,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Cotahuasi,PE040801,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Alca,PE040802,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Charcana,PE040803,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Huaynacotas,PE040804,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Pampamarca,PE040805,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Puyca,PE040806,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Quechualla,PE040807,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Sayla,PE040808,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Tauria,PE040809,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Tomepampa,PE040810,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Toro,PE040811,,,,La Union,PE0408,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Ayacucho,PE050101,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Acocro,PE050102,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Acos Vinchos,PE050103,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Carmen Alto,PE050104,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chiara,PE050105,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Ocros,PE050106,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Pacaycasa,PE050107,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Quinua,PE050108,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Jose de Ticllas,PE050109,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Juan Bautista,PE050110,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Santiago de Pischa,PE050111,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Socos,PE050112,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Tambillo,PE050113,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Vinchos,PE050114,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Jesus Nazareno,PE050115,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Andres Avelino Caceres Dorregaray,PE050116,,,,Huamanga,PE0501,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Cangallo,PE050201,,,,Cangallo,PE0502,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chuschi,PE050202,,,,Cangallo,PE0502,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Los Morochucos,PE050203,,,,Cangallo,PE0502,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
