#adm3+name+i_en,#adm3+name+i_my,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt1+i_my,#adm2+name+i_en,#adm2+name+i_my,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_my,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_my,#country+code+v_iso2,#date+start,#date+updated,#date+end
Pangwaun,ပန်ဝိုင်,MM015007,,,,Hopang,ဟိုပန်ခရိုင်,MM015D006,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongmao,မိုင်းမော,MM015008,,,,Hopang,ဟိုပန်ခရိုင်,MM015D006,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Muse,မူဆယ်,MM015009,,,,Muse,မူဆယ်ခရိုင်,MM015D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Namhkan,နမ့်ခမ်း,MM015010,,,,Muse,မူဆယ်ခရိုင်,MM015D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kutkai,ကွတ်ခိုင်,MM015011,,,,Muse,မူဆယ်ခရိုင်,MM015D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaukme,ကျောက်မဲ,MM015012,,,,Kyaukme,ကျောက်မဲခရိုင်,MM015D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Nawnghkio,နောင်ချို,MM015013,,,,Kyaukme,ကျောက်မဲခရိုင်,MM015D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hsipaw,သီပေါ,MM015014,,,,Kyaukme,ကျောက်မဲခရိုင်,MM015D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Namtu,နမ္မတူ,MM015015,,,,Kyaukme,ကျောက်မဲခရိုင်,MM015D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Namhsan,နမ့်ဆန်,MM015016,,,,Pa Laung Self-Administered Zone,ပလောင် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM015S001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongmit,မိုးမိတ်,MM015017,,,,Mongmit,မိုးမိတ်ခရိုင်,MM015D008,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mabein,မဘိမ်း,MM015018,,,,Mongmit,မိုးမိတ်ခရိုင်,MM015D008,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Manton,မန်တုံ,MM015019,,,,Pa Laung Self-Administered Zone,ပလောင် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM015S001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kunlong,ကွမ်းလုံ,MM015020,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hopang,ဟိုပန်,MM015021,,,,Hopang,ဟိုပန်ခရိုင်,MM015D006,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Laukkaing,လောက်ကိုင်,MM015022,,,,Kokang Self-Administered Zone,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM015S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Konkyan,ကုန်းကြမ်း,MM015023,,,,Kokang Self-Administered Zone,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM015S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Matman,မက်မန်း,MM015024,,,,Matman,မက်မန်းခရိုင်,MM015D007,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kengtung,ကျိုင်းတုံ,MM016001,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongkhet,မိုင်းခတ်,MM016002,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongyang,မိုင်းယန်း,MM016003,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongla,မိုင်းလား,MM016005,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Monghsat,မိုင်းဆတ်,MM016006,,,,Monghsat,မိုင်းဆတ်ခရိုင်,MM016D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongping,မိုင်းပျဉ်း,MM016007,,,,Kengtung,ကျိုင်းတုံခရိုင်,MM016D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongton,မိုင်းတုံ,MM016008,,,,Monghsat,မိုင်းဆတ်ခရိုင်,MM016D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Tachileik,တာချီလိတ်,MM016009,,,,Tachileik,တာချီလိတ်ခရိုင်,MM016D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Monghpyak,မိုင်းဖြတ်,MM016010,,,,Tachileik,တာချီလိတ်ခရိုင်,MM016D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongyawng,မိုင်းယောင်း,MM016011,,,,Tachileik,တာချီလိတ်ခရိုင်,MM016D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pathein,ပုသိမ်,MM017001,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kangyidaunt,ကန်ကြီးထောင့်,MM017002,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thabaung,သာပေါင်း,MM017003,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ngapudaw,ငပုတော,MM017004,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyonpyaw,ကျုံပျော်,MM017005,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Yegyi,ရေကြည်,MM017006,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaunggon,ကျောင်းကုန်း,MM017007,,,,Pathein,ပုသိမ်ခရိုင်,MM017D001,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hinthada,ဟင်္သာတ,MM017008,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Zalun,ဇလွန်,MM017009,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Lemyethna,လေးမျက်နှာ,MM017010,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Myanaung,မြန်အောင်,MM017011,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyangin,ကြံခင်း,MM017012,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ingapu,အင်္ဂပူ,MM017013,,,,Hinthada,ဟင်္သာတခရိုင်,MM017D002,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Myaungmya,မြောင်းမြ,MM017014,,,,Myaungmya,မြောင်းမြခရိုင်,MM017D003,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Einme,အိမ်မဲ,MM017015,,,,Myaungmya,မြောင်းမြခရိုင်,MM017D003,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Labutta,လပွတ္တာ,MM017016,,,,Labutta,လပွတ္တာခရိုင်,MM017D004,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Wakema,ဝါးခယ်မ,MM017017,,,,Myaungmya,မြောင်းမြခရိုင်,MM017D003,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mawlamyinegyun,မော်လမြိုင်ကျွန်း,MM017018,,,,Labutta,လပွတ္တာခရိုင်,MM017D004,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Maubin,မအူပင်,MM017019,,,,Maubin,မအူပင်ခရိုင်,MM017D005,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pantanaw,ပန်းတနော်,MM017020,,,,Maubin,မအူပင်ခရိုင်,MM017D005,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Nyaungdon,ညောင်တုန်း,MM017021,,,,Maubin,မအူပင်ခရိုင်,MM017D005,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Danubyu,ဓနုဖြူ,MM017022,,,,Maubin,မအူပင်ခရိုင်,MM017D005,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pyapon,ဖျာပုံ,MM017023,,,,Pyapon,ဖျာပုံခရိုင်,MM017D006,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Bogale,ဘိုကလေး,MM017024,,,,Pyapon,ဖျာပုံခရိုင်,MM017D006,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaiklat,ကျိုက်လတ်,MM017025,,,,Pyapon,ဖျာပုံခရိုင်,MM017D006,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Dedaye,ဒေးဒရဲ,MM017026,,,,Pyapon,ဖျာပုံခရိုင်,MM017D006,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MM017,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Zay Yar Thi Ri,ဇေယျာသီရိ,MM018001,,,,Oke Ta Ra,ဥတ္တရခရိုင်,MM018D001,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Za Bu Thi Ri,ဇမ္ဗူသီရိ,MM018002,,,,Det Khi Na,ဒက္ခိဏခရိုင်,MM018D002,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Tatkon,တပ်ကုန်း,MM018003,,,,Oke Ta Ra,ဥတ္တရခရိုင်,MM018D001,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,MM018004,,,,Det Khi Na,ဒက္ခိဏခရိုင်,MM018D002,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Poke Ba Thi Ri,ပုဗ္ဗသီရိ,MM018005,,,,Oke Ta Ra,ဥတ္တရခရိုင်,MM018D001,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pyinmana,ပျဉ်းမနား,MM018006,,,,Det Khi Na,ဒက္ခိဏခရိုင်,MM018D002,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Lewe,လယ်ဝေး,MM018007,,,,Det Khi Na,ဒက္ခိဏခရိုင်,MM018D002,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Oke Ta Ra Thi Ri,ဥတ္တရသီရိ,MM018008,,,,Oke Ta Ra,ဥတ္တရခရိုင်,MM018D001,Nay Pyi Taw,နေပြည်တော်,MM018,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
