#adm3+name+i_en,#adm3+name+i_my,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt1+i_my,#adm2+name+i_en,#adm2+name+i_my,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_my,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_my,#country+code+v_iso2,#date+start,#date+updated,#date+end
Kyunsu,ကျွန်းစု,MM006006,,,,Myeik,မြိတ်ခရိုင်,MM006D002,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MM006,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Palaw,ပုလော,MM006007,,,,Myeik,မြိတ်ခရိုင်,MM006D002,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MM006,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Tanintharyi,တနင်္သာရီ,MM006008,,,,Myeik,မြိတ်ခရိုင်,MM006D002,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MM006,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kawthoung,ကော့သောင်း,MM006009,,,,Kawthoung,ကော့သောင်းခရိုင်,MM006D003,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MM006,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Bokpyin,ဘုတ်ပြင်း,MM006010,,,,Kawthoung,ကော့သောင်းခရိုင်,MM006D003,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MM006,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Bago,ပဲခူး,MM007001,,,,Bago,ပဲခူးခရိုင်,MM007D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thanatpin,သနပ်ပင်,MM007002,,,,Bago,ပဲခူးခရိုင်,MM007D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kawa,ကဝ,MM007003,,,,Bago,ပဲခူးခရိုင်,MM007D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Waw,ဝေါ,MM007004,,,,Bago,ပဲခူးခရိုင်,MM007D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Nyaunglebin,ညောင်လေးပင်,MM007005,,,,Bago,ပဲခူးခရိုင်,MM007D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyauktaga,ကျောက်တံခါး,MM007006,,,,Bago,ပဲခူးခရိုင်,MM007D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Daik-U,ဒိုက်ဦး,MM007007,,,,Bago,ပဲခူးခရိုင်,MM007D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Shwegyin,ရွှေကျင်,MM007008,,,,Bago,ပဲခူးခရိုင်,MM007D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Taungoo,တောင်ငူ,MM007009,,,,Taungoo,တောင်ငူခရိုင်,MM007D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Yedashe,ရေတာရှည်,MM007010,,,,Taungoo,တောင်ငူခရိုင်,MM007D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaukkyi,ကျောက်ကြီး,MM007011,,,,Taungoo,တောင်ငူခရိုင်,MM007D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Phyu,ဖြူး,MM007012,,,,Taungoo,တောင်ငူခရိုင်,MM007D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Oktwin,အုတ်တွင်း,MM007013,,,,Taungoo,တောင်ငူခရိုင်,MM007D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Htantabin,ထန်းတပင်,MM007014,,,,Taungoo,တောင်ငူခရိုင်,MM007D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pyay,ပြည်,MM008001,,,,Pyay,ပြည်ခရိုင်,MM008D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Paukkhaung,ပေါက်ခေါင်း,MM008002,,,,Pyay,ပြည်ခရိုင်,MM008D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Padaung,ပန်းတောင်း,MM008003,,,,Pyay,ပြည်ခရိုင်,MM008D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Paungde,ပေါင်းတည်,MM008004,,,,Pyay,ပြည်ခရိုင်,MM008D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thegon,သဲကုန်း,MM008005,,,,Pyay,ပြည်ခရိုင်,MM008D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Shwedaung,ရွှေတောင်,MM008006,,,,Pyay,ပြည်ခရိုင်,MM008D001,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thayarwady,သာယာဝတီ,MM008007,,,,Thayarwady,သာယာဝတီခရိုင်,MM008D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Letpadan,လက်ပံတန်း,MM008008,,,,Thayarwady,သာယာဝတီခရိုင်,MM008D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Minhla,မင်းလှ,MM008009,,,,Thayarwady,သာယာဝတီခရိုင်,MM008D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Okpho,အုတ်ဖို,MM008010,,,,Thayarwady,သာယာဝတီခရိုင်,MM008D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Zigon,ဇီးကုန်း,MM008011,,,,Thayarwady,သာယာဝတီခရိုင်,MM008D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Nattalin,နတ်တလင်း,MM008012,,,,Thayarwady,သာယာဝတီခရိုင်,MM008D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Monyo,မိုးညို,MM008013,,,,Thayarwady,သာယာဝတီခရိုင်,MM008D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Gyobingauk,ကြို့ပင်ကောက်,MM008014,,,,Thayarwady,သာယာဝတီခရိုင်,MM008D002,Bago,ပဲခူးတိုင်းဒေသကြီး,MM111,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Magway,မကွေး,MM009001,,,,Magway,မကွေးခရိုင်,MM009D001,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Yenangyaung,ရေနံချောင်း,MM009002,,,,Magway,မကွေးခရိုင်,MM009D001,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Chauk,ချောက်,MM009003,,,,Magway,မကွေးခရိုင်,MM009D001,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Taungdwingyi,တောင်တွင်းကြီး,MM009004,,,,Magway,မကွေးခရိုင်,MM009D001,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Myothit,မြို့သစ်,MM009005,,,,Magway,မကွေးခရိုင်,MM009D001,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Natmauk,နတ်မောက်,MM009006,,,,Magway,မကွေးခရိုင်,MM009D001,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Minbu,မင်းဘူး,MM009007,,,,Minbu,မင်းဘူးခရိုင်,MM009D002,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pwintbyu,ပွင့်ဖြူ,MM009008,,,,Minbu,မင်းဘူးခရိုင်,MM009D002,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ngape,ငဖဲ,MM009009,,,,Minbu,မင်းဘူးခရိုင်,MM009D002,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Salin,စလင်း,MM009010,,,,Minbu,မင်းဘူးခရိုင်,MM009D002,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Sidoktaya,စေတုတ္ထရာ,MM009011,,,,Minbu,မင်းဘူးခရိုင်,MM009D002,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thayet,သရက်,MM009012,,,,Thayet,သရက်ခရိုင်,MM009D003,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Minhla,မင်းလှ,MM009013,,,,Thayet,သရက်ခရိုင်,MM009D003,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mindon,မင်းတုန်း,MM009014,,,,Thayet,သရက်ခရိုင်,MM009D003,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kamma,ကံမ,MM009015,,,,Thayet,သရက်ခရိုင်,MM009D003,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Aunglan,အောင်လံ,MM009016,,,,Thayet,သရက်ခရိုင်,MM009D003,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Sinbaungwe,ဆင်ပေါင်ဝဲ,MM009017,,,,Thayet,သရက်ခရိုင်,MM009D003,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pakokku,ပခုက္ကူ,MM009018,,,,Pakokku,ပခုက္ကူခရိုင်,MM009D004,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Yesagyo,ရေစကြို,MM009019,,,,Pakokku,ပခုက္ကူခရိုင်,MM009D004,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Myaing,မြိုင်,MM009020,,,,Pakokku,ပခုက္ကူခရိုင်,MM009D004,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pauk,ပေါက်,MM009021,,,,Pakokku,ပခုက္ကူခရိုင်,MM009D004,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Seikphyu,ဆိပ်ဖြူ,MM009022,,,,Pakokku,ပခုက္ကူခရိုင်,MM009D004,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Gangaw,ဂန့်ဂေါ,MM009023,,,,Gangaw,ဂန့်ဂေါခရိုင်,MM009D005,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Tilin,ထီးလင်း,MM009024,,,,Gangaw,ဂန့်ဂေါခရိုင်,MM009D005,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Saw,ဆော,MM009025,,,,Gangaw,ဂန့်ဂေါခရိုင်,MM009D005,Magway,မကွေးတိုင်းဒေသကြီး,MM009,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Aungmyaythazan,အောင်မြေသာစံ,MM010001,,,,Mandalay,မန္တလေးခရိုင်,MM010D001,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Chanayethazan,ချမ်းအေးသာစံ,MM010002,,,,Mandalay,မန္တလေးခရိုင်,MM010D001,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mahaaungmyay,မဟာအောင်မြေ,MM010003,,,,Mandalay,မန္တလေးခရိုင်,MM010D001,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Chanmyathazi,ချမ်းမြသာစည်,MM010004,,,,Mandalay,မန္တလေးခရိုင်,MM010D001,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pyigyitagon,ပြည်ကြီးတံခွန်,MM010005,,,,Mandalay,မန္တလေးခရိုင်,MM010D001,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Amarapura,အမရပူရ,MM010006,,,,Mandalay,မန္တလေးခရိုင်,MM010D001,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Patheingyi,ပုသိမ်ကြီး,MM010007,,,,Mandalay,မန္တလေးခရိုင်,MM010D001,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pyinoolwin,ပြင်ဦးလွင်,MM010008,,,,Pyinoolwin,ပြင်ဦးလွင်ခရိုင်,MM010D002,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Madaya,မတ္တရာ,MM010009,,,,Pyinoolwin,ပြင်ဦးလွင်ခရိုင်,MM010D002,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Singu,စဉ့်ကူး,MM010010,,,,Pyinoolwin,ပြင်ဦးလွင်ခရိုင်,MM010D002,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mogoke,မိုးကုတ်,MM010011,,,,Pyinoolwin,ပြင်ဦးလွင်ခရိုင်,MM010D002,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thabeikkyin,သပိတ်ကျင်း,MM010012,,,,Pyinoolwin,ပြင်ဦးလွင်ခရိုင်,MM010D002,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaukse,ကျောက်ဆည်,MM010013,,,,Kyaukse,ကျောက်ဆည်ခရိုင်,MM010D003,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Sintgaing,စဉ့်ကိုင်,MM010014,,,,Kyaukse,ကျောက်ဆည်ခရိုင်,MM010D003,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Myittha,မြစ်သား,MM010015,,,,Kyaukse,ကျောက်ဆည်ခရိုင်,MM010D003,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Tada-U,တံတားဦး,MM010016,,,,Kyaukse,ကျောက်ဆည်ခရိုင်,MM010D003,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Myingyan,မြင်းခြံ,MM010017,,,,Myingyan,မြင်းခြံခရိုင်,MM010D004,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Taungtha,တောင်သာ,MM010018,,,,Myingyan,မြင်းခြံခရိုင်,MM010D004,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Natogyi,နွားထိုးကြီး,MM010019,,,,Myingyan,မြင်းခြံခရိုင်,MM010D004,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaukpadaung,ကျောက်ပန်းတောင်း,MM010020,,,,Nyaung-U,ညောင်ဦးခရိုင်,MM010D005,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ngazun,ငါန်းဇွန်,MM010021,,,,Myingyan,မြင်းခြံခရိုင်,MM010D004,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Nyaung-U,ညောင်ဦး,MM010022,,,,Nyaung-U,ညောင်ဦးခရိုင်,MM010D005,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Yamethin,ရမည်းသင်း,MM010023,,,,Yamethin,ရမည်းသင်းခရိုင်,MM010D006,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pyawbwe,ပျော်ဘွယ်,MM010024,,,,Yamethin,ရမည်းသင်းခရိုင်,MM010D006,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Meiktila,မိတ္ထီလာ,MM010028,,,,Meiktila,မိတ္ထီလာခရိုင်,MM010D007,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mahlaing,မလှိုင်,MM010029,,,,Meiktila,မိတ္ထီလာခရိုင်,MM010D007,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thazi,သာစည်,MM010030,,,,Meiktila,မိတ္ထီလာခရိုင်,MM010D007,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Wundwin,ဝမ်းတွင်း,MM010031,,,,Meiktila,မိတ္ထီလာခရိုင်,MM010D007,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mawlamyine,မော်လမြိုင်,MM011001,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaikmaraw,ကျိုက်မရော,MM011002,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Chaungzon,ချောင်းဆုံ,MM011003,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thanbyuzayat,သံဖြူဇရပ်,MM011004,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mudon,မုဒုံ,MM011005,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ye,ရေး,MM011006,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thaton,သထုံ,MM011007,,,,Thaton,သထုံခရိုင်,MM011D002,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Paung,ပေါင်,MM011008,,,,Thaton,သထုံခရိုင်,MM011D002,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaikto,ကျိုက်ထို,MM011009,,,,Thaton,သထုံခရိုင်,MM011D002,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
