#adm2+name+i_en,#adm2+name+i_tr,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_tr,#adm2+name+alt2+i_tr,#adm1+name+i_en,#adm1+name+i_tr,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_tr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Camliyayla,Çamliyayla,TR033005,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Erdemli,Erdemli,TR033006,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gulnar,Gülnar,TR033007,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Mezitli,Mezitli,TR033008,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Mut,Mut,TR033009,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Silifke,Silifke,TR033010,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tarsus,Tarsus,TR033011,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Toroslar,Toroslar,TR033012,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yenisehir,Yenişehir,TR033013,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Adalar,Adalar,TR034001,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Arnavutkoy,Arnavutköy,TR034002,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Atasehir,Ataşehir,TR034003,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Avcilar,Avcilar,TR034004,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bagcilar,Bağcilar,TR034005,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bahcelievler,Bahçelievler,TR034006,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bakirkoy,Bakirköy,TR034007,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Basaksehir,Başakşehir,TR034008,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bayrampasa,Bayrampaşa,TR034009,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Besiktas,Beşiktaş,TR034010,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Beykoz,Beykoz,TR034011,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Beylikduzu,Beylikdüzü,TR034012,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Beyoglu,Beyoğlu,TR034013,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Buyukcekmece,Büyükçekmece,TR034014,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Catalca,Çatalca,TR034015,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cekmekoy,Çekmeköy,TR034016,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Esenler,Esenler,TR034017,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Esenyurt,Esenyurt,TR034018,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Eyupsultan,Eyüpsultan,TR034019,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Fatih,Fatih,TR034020,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gaziosmanpasa,Gaziosmanpaşa,TR034021,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gungoren,Güngören,TR034022,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kadikoy,Kadiköy,TR034023,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kagithane,Kağithane,TR034024,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kartal,Kartal,TR034025,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kucukcekmece,Küçükçekmece,TR034026,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Maltepe,Maltepe,TR034027,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pendik,Pendik,TR034028,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sancaktepe,Sancaktepe,TR034029,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sariyer,Sariyer,TR034030,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Silivri,Silivri,TR034031,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sultanbeyli,Sultanbeyli,TR034032,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sultangazi,Sultangazi,TR034033,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sile,Şile,TR034034,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sisli,Şişli,TR034035,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tuzla,Tuzla,TR034036,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Umraniye,Ümraniye,TR034037,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Uskudar,Üsküdar,TR034038,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Zeytinburnu,Zeytinburnu,TR034039,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Aliaga,Aliağa,TR035001,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Balcova,Balçova,TR035002,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bayindir,Bayindir,TR035003,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bayrakli,Bayrakli,TR035004,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bergama,Bergama,TR035005,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Beydag,Beydağ,TR035006,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bornova,Bornova,TR035007,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Buca,Buca,TR035008,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cesme,Çeşme,TR035009,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cigli,Çiğli,TR035010,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dikili,Dikili,TR035011,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Foca,Foça,TR035012,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gaziemir,Gaziemir,TR035013,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Guzelbahce,Güzelbahçe,TR035014,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karabaglar,Karabağlar,TR035015,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karaburun,Karaburun,TR035016,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karsiyaka,Karşiyaka,TR035017,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kemalpasa,Kemalpaşa,TR035018,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kinik,Kinik,TR035019,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kiraz,Kiraz,TR035020,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Konak,Konak,TR035021,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Menderes,Menderes,TR035022,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Menemen,Menemen,TR035023,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Narlidere,Narlidere,TR035024,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Odemis,Ödemiş,TR035025,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Seferihisar,Seferihisar,TR035026,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Selcuk,Selçuk,TR035027,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tire,Tire,TR035028,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Torbali,Torbali,TR035029,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Urla,Urla,TR035030,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Akyaka,Akyaka,TR036001,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Arpacay,Arpaçay,TR036002,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Digor,Digor,TR036003,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kagizman,Kağizman,TR036004,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kars,Kars,TR036005,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sarikamis,Sarikamiş,TR036006,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Selim,Selim,TR036007,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Susuz,Susuz,TR036008,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Abana,Abana,TR037001,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Agli,Ağli,TR037002,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Arac,Araç,TR037003,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Azdavay,Azdavay,TR037004,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bozkurt,Bozkurt,TR037005,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cide,Cide,TR037006,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Catalzeytin,Çatalzeytin,TR037007,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Daday,Daday,TR037008,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Devrekani,Devrekani,TR037009,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Doganyurt,Doğanyurt,TR037010,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hanonu,Hanönü,TR037011,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ihsangazi,Ihsangazi,TR037012,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Inebolu,Inebolu,TR037013,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kastamonu,Kastamonu,TR037014,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kure,Küre,TR037015,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pinarbasi,Pinarbaşi,TR037016,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Seydiler,Seydiler,TR037017,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Senpazar,Şenpazar,TR037018,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Taskopru,Taşköprü,TR037019,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tosya,Tosya,TR037020,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Akkisla,Akkişla,TR038001,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bunyan,Bünyan,TR038002,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Develi,Develi,TR038003,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Felahiye,Felahiye,TR038004,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hacilar,Hacilar,TR038005,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Incesu,Incesu,TR038006,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kocasinan,Kocasinan,TR038007,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Melikgazi,Melikgazi,TR038008,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ozvatan,Özvatan,TR038009,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pinarbasi,Pinarbaşi,TR038010,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sarioglan,Sarioğlan,TR038011,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sariz,Sariz,TR038012,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Talas,Talas,TR038013,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tomarza,Tomarza,TR038014,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yahyali,Yahyali,TR038015,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yesilhisar,Yeşilhisar,TR038016,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Babaeski,Babaeski,TR039001,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Demirkoy,Demirköy,TR039002,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kirklareli,Kirklareli,TR039003,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kofcaz,Kofçaz,TR039004,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Luleburgaz,Lüleburgaz,TR039005,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pehlivankoy,Pehlivanköy,TR039006,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pinarhisar,Pinarhisar,TR039007,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Vize,Vize,TR039008,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Akcakent,Akçakent,TR040001,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Akpinar,Akpinar,TR040002,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Boztepe,Boztepe,TR040003,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cicekdagi,Çiçekdaği,TR040004,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kaman,Kaman,TR040005,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kirsehir,Kirşehir,TR040006,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Mucur,Mucur,TR040007,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Basiskele,Başiskele,TR041001,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cayirova,Çayirova,TR041002,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Darica,Darica,TR041003,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Derince,Derince,TR041004,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dilovasi,Dilovasi,TR041005,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gebze,Gebze,TR041006,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Golcuk,Gölcük,TR041007,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Izmit,Izmit,TR041008,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kandira,Kandira,TR041009,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karamursel,Karamürsel,TR041010,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kartepe,Kartepe,TR041011,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Korfez,Körfez,TR041012,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ahirli,Ahirli,TR042001,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Akoren,Akören,TR042002,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Aksehir,Akşehir,TR042003,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Altinekin,Altinekin,TR042004,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Beysehir,Beyşehir,TR042005,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bozkir,Bozkir,TR042006,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cihanbeyli,Cihanbeyli,TR042007,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Celtik,Çeltik,TR042008,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cumra,Çumra,TR042009,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Derbent,Derbent,TR042010,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Derebucak,Derebucak,TR042011,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Doganhisar,Doğanhisar,TR042012,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Emirgazi,Emirgazi,TR042013,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Eregli,Ereğli,TR042014,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Guneysinir,Güneysinir,TR042015,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hadim,Hadim,TR042016,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Halkapinar,Halkapinar,TR042017,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Huyuk,Hüyük,TR042018,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ilgin,Ilgin,TR042019,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kadinhani,Kadinhani,TR042020,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karapinar,Karapinar,TR042021,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karatay,Karatay,TR042022,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kulu,Kulu,TR042023,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Meram,Meram,TR042024,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sarayonu,Sarayönü,TR042025,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Selcuklu,Selçuklu,TR042026,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Seydisehir,Seydişehir,TR042027,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Taskent,Taşkent,TR042028,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tuzlukcu,Tuzlukçu,TR042029,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yalihuyuk,Yalihüyük,TR042030,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yunak,Yunak,TR042031,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Altintas,Altintaş,TR043001,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Aslanapa,Aslanapa,TR043002,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cavdarhisar,Çavdarhisar,TR043003,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Domanic,Domaniç,TR043004,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dumlupinar,Dumlupinar,TR043005,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Emet,Emet,TR043006,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gediz,Gediz,TR043007,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hisarcik,Hisarcik,TR043008,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kutahya,Kütahya,TR043009,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pazarlar,Pazarlar,TR043010,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Simav,Simav,TR043011,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Saphane,Şaphane,TR043012,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tavsanli,Tavşanli,TR043013,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Akcadag,Akçadağ,TR044001,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Arapgir,Arapgir,TR044002,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Arguvan,Arguvan,TR044003,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Battalgazi,Battalgazi,TR044004,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Darende,Darende,TR044005,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dogansehir,Doğanşehir,TR044006,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Doganyol,Doğanyol,TR044007,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hekimhan,Hekimhan,TR044008,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kale,Kale,TR044009,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kuluncak,Kuluncak,TR044010,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Puturge,Pütürge,TR044011,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yazihan,Yazihan,TR044012,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yesilyurt,Yeşilyurt,TR044013,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ahmetli,Ahmetli,TR045001,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
