#country+name+i_en,#country+name+i_mn,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_mn,#country+name+alt2+i_mn,#date+start,#date+updated,#date+end
Mongolia,монгол,MN,,,,Monggol Ulus,,2020-10-26,2021-02-11,
