admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Asayita town,ET020111,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Aseko,ET040802,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Asela town,ET040825,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Aseliso,ET150201,,,,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2020-10-08,
Asgede,ET010105,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Assagirt,ET030514,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Assosa,ET060303,,,,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2020-10-08,
Ataye town,ET030598,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Atote Ulo,ET071403,,,,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Atsbi,ET010307,,,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Atsbi town,ET010315,,Atsbi  Endasilassie Town,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Aw-Bare,ET050205,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Awabel,ET030612,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Aware,ET050303,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Awash,ET020302,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Awash town,ET020396,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Aweday town,ET041099,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Awra (AF),ET020401,,,,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Awra (TG),ET010507,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Axum town,ET010213,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Ayehu Guwagusa,ET030908,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Ayira,ET040107,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Ayisha,ET050101,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Aykel town,ET031199,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Ayun,ET051001,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Babile (OR),ET041004,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Babile (SM),ET050203,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Babile town,ET041000,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Babo,ET040111,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Badele Zuria,ET041622,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bahir Dar town,ET030712,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bahirdar Zuria,ET030702,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bako Tibe,ET040506,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bambasi,ET060305,,,,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2020-10-08,
Banja,ET030902,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Barey,ET050807,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Basketo SP Woreda,ET071601,,,,Basketo,ET0716,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Baso Liben,ET030611,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Basona Worena,ET030519,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bati,ET031002,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bati Town,ET031099,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bayera Koisha,ET070622,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bechena Town,ET030699,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Becho (Ilu Aba Bora),ET040314,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Becho (SW Shewa),ET041309,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bedele town,ET041621,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bedeno,ET041013,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bedesa,ET040914,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Begi,ET040116,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bekoji town,ET040894,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bele Gesgar,ET040823,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bena Tsemay,ET070705,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bensa,ET160008,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Berahile,ET020205,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Berbere,ET041114,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bereh,ET042011,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Berehet,ET030517,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bero,ET071805,,,,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Berocano,ET050608,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Beyeda,ET030102,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bibugn,ET030601,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bidu,ET020208,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Bila Seyo,ET040207,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bilate Zuria,ET160032,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Bilcil-Bur,ET050306,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Bilidigilu,ET060306,,,,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2020-10-08,
Bilo Nopha,ET040315,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Birbirsa Kojowa,ET041596,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bishan Guracha,ET041798,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bishoftu town,ET040709,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bita,ET070910,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Biyoawale,ET150208,,,,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2020-10-08,
Bizet,ET010310,,,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Bodaley,ET050599,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Boditi town,ET070615,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Boji Chekorsa,ET040110,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Boji Dirmeji,ET040106,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Boke,ET040910,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bokh,ET050702,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Boko Dawula,ET070710,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bokolmayo,ET050999,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Bole,ET140104,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2020-10-08,
Boloso Bombe,ET070608,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Boloso Sore,ET070601,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bona Zuria,ET160017,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Boneya Boshe,ET040205,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bonga town,ET070911,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bonke,ET071014,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bora (OR),ET040710,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bora (TG),ET010402,,,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Bore,ET041402,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Borecha,ET041607,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Boreda,ET071004,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Borena /Debresina,ET030412,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Boricha,ET160010,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Boset,ET040702,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Botor Tolay,ET040495,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bugna,ET030301,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bui town,ET070117,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bule,ET070504,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bule Hora,ET041501,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bule Hora town,ET041587,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bulen,ET060207,,,,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2020-10-08,
Bulike town,ET071508,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Bura,ET160024,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Burayu,ET042001,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bure (AM),ET030710,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Bure (OR),ET040312,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bure town,ET030798,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Burji Special,ET072203,,,,Burji,ET0722,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Burqod,ET050394,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Burqua Dhintu,ET040998,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Bursa,ET160015,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Butajira town,ET070115,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Chabe Gambeltu,ET160029,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Chagni town,ET030999,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Charati,ET050802,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Cheha,ET070110,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Chelelektu town,ET070508,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Cheliya,ET040505,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Chena,ET070909,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Chencha,ET071010,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Chencha Zuriya,ET071006,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Chercher,ET010414,,Raya Chercher,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Cheta,ET070907,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Chifra,ET020106,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
