admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
#adm3+name+i_en,#adm3+code+pcode,,#adm3+name+i_en,#adm3+name+i_en,#adm2+name+i_en,#adm2+code+pcode,#adm1+name+i_en,#adm1+code+pcode,#adm0+name+i_en,#adm0+code+pcode,#date,#date+valid_on,#date+valid_to
Aba-Korow,ET050699,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Abaala,ET020203,,Aba Ala,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Abaala town,ET020209,,Aba Ala,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Ababo,ET041904,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Abadir,ET130109,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2019-08-19,2020-10-08,
Abay Chomen,ET041905,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Abaya,ET041513,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Abe Dongoro,ET041910,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Abela Abaya,ET070621,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Abergele (AM),ET030805,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Abergele (TG),ET010210,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Abeshege,ET070102,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Abi Adi town,ET010211,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Abichugna Gne'a,ET040609,Abichugna Gnea,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Abobo,ET120201,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2019-08-19,2020-10-08,
Aboker,ET130108,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2019-08-19,2020-10-08,
Abuna Ginde Beret,ET040516,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Ada'a,ET040706,Adaa,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Adaba,ET041710,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Adadle,ET050602,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Adama,ET040703,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Adama town,ET040714,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Adama Tulu Jido Kombolcha,ET040708,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Adar,ET020109,,Adaar,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Adda Berga,ET040513,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Addi Arekay,ET030101,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Addis Ketema (AA),ET140108,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2020-10-08,
Addis Ketema (DD),ET150109,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2020-10-08,
Adet,ET010207,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Adete town,ET030799,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Adi Daero,ET010111,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Adi Hageray,ET010112,,Makele Adiyabo,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Adigrat town,ET010308,,,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Adigudom,ET010607,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Adilo,ET070309,,,,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Adisezemen town,ET030299,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Adiyio,ET070905,,,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Adola,ET041403,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Adola town,ET041492,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Adwa,ET010204,,Wereda Adwa,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Adwa town,ET010212,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Afambo,ET020104,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Afdem,ET050105,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Afdera,ET020207,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Aga Wayu,ET041482,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Agarfa,ET041104,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Agaro town,ET040417,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Agulae,ET010316,,Tsira Wenberta,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Aheferom,ET010202,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Ahsea,ET010215,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Akaki,ET042012,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Akaki - Kalit,ET140101,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2020-10-08,
Akobo,ET120101,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2019-08-19,2020-10-08,
Alamata town,ET010411,,,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2019-08-19,2020-10-08,
Albuko,ET030408,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Ale,ET040311,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Aleltu,ET040617,,,,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Aleme Ketma,ET030599,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Aleta Chuko,ET160016,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Aleta Wendo,ET160005,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Aleta Wondo town,ET160021,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Alfa,ET031115,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Alge Sachi,ET040302,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Alicho Woriro,ET072001,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Alle Special,ET071205,,,,Alle,ET0712,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Amaro,ET072102,,,,Amaro,ET0721,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Ambasel,ET030404,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Ambo town,ET040515,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Ambo Zuria,ET040503,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Ameka,ET070215,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Ameya,ET041301,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Amibara,ET020301,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Amigna,ET040810,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Amir Nur,ET130107,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2019-08-19,2020-10-08,
Amuru,ET041909,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Ana Sora,ET041411,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Analemmo,ET070208,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Anchar,ET040906,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Anderacha,ET070801,,,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Aneded,ET030617,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Anfilo,ET041807,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Angacha,ET070302,,,,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Angolelana Tera,ET030513,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Angot,ET030313,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Ankasha,ET030903,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Ankober,ET030515,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Antsokiya,ET030507,,,,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Arada,ET140109,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2020-10-08,
Ararso,ET050395,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2019-08-19,2020-10-08,
Arba Minch town,ET071021,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Arba Minch Zuria,ET071015,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Arbegona,ET160003,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Areka town,ET070614,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2020-10-08,
Arero,ET041208,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Argoba,ET030401,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Arguba,ET020306,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
Aroresa,ET160009,,,,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2019-08-19,2020-10-08,
Arsi Negele,ET041703,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Arsi Negele town,ET041799,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2020-10-08,
Artuma Fursi,ET031004,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2019-08-19,2020-10-08,
Asayita,ET020103,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2019-08-19,2020-10-08,
