#country+name+i_en,#country+name+i_fa,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_fa,#country+name+alt2+i_fa,#date+start,#date+updated,#date+end
Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,,,,,,2019-04-09,2019-05-14,
