#adm2+name+i_en,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Buikwe,UG1001,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bukomansimbi,UG1002,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Butambala,UG1003,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Buvuma,UG1004,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Gomba,UG1005,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalangala,UG1006,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalungu,UG1007,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kampala,UG1008,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kassanda,UG1009,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kayunga,UG1010,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kiboga,UG1011,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyankwanzi,UG1012,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyotera,UG1013,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Luwero,UG1014,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lwengo,UG1015,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lyantonde,UG1016,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Masaka,UG1017,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mityana,UG1018,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mpigi,UG1019,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mubende,UG1020,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mukono,UG1021,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nakaseke,UG1022,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nakasongola,UG1023,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Rakai,UG1024,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ssembabule,UG1025,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Wakiso,UG1026,,,,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Amuria,UG2027,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Budaka,UG2028,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Bududa,UG2029,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Bugiri,UG2030,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Bugweri,UG2031,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Bukedea,UG2032,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Bukwo,UG2033,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Bulambuli,UG2034,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Busia,UG2035,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Butaleja,UG2036,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Butebo,UG2037,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Buyende,UG2038,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Iganga,UG2039,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Jinja,UG2040,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kaberamaido,UG2041,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kalaki,UG2042,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kaliro,UG2043,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kamuli,UG2044,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kapchorwa,UG2045,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kapelebyong,UG2046,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Katakwi,UG2047,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kibuku,UG2048,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kumi,UG2049,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Kween,UG2050,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Luuka,UG2051,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Manafwa,UG2052,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Mayuge,UG2053,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Mbale,UG2054,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Namayingo,UG2055,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Namisindwa,UG2056,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Namutumba,UG2057,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Ngora,UG2058,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Pallisa,UG2059,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Serere,UG2060,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
Sironko,UG2061,,,,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-28,
