#country+name+i_en,#country+name+i_fr,#country+name+i_ht,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#country+name+alt1+i_ht,#country+name+alt2+i_ht,#date+start,#date+updated,#date+end
Haiti,Haïti,Ayiti,HT,,,,,,,,2018-12-05,2021-08-18,
