#country+name+i_en,#country+name+i_my,#country+code+v_iso2,#country+name,#country+name+alt1+i_my,#country+name+alt2+i_my,#country+name+alt1+i_en,#country+name+alt2+i_en,#date+start,#date+updated,#date+end
Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,,,,,,2021-05-31,2021-08-04,
