#adm4+name+i_es,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_es,#adm4+name+alt2+i_es,#adm3+name+i_es,#adm3+code+v_pcode,#adm2+name+i_es,#adm2+code+v_pcode,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Boca Chica,DO08020401,,,,Municipio Boca Chica,DO080204,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Caleta (D.M.),DO08020402,,,,Municipio Boca Chica,DO080204,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
San Antonio de Guerra,DO08020501,,,,Municipio San Antonio de Guerra,DO080205,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Hato Viejo (D.M.),DO08020502,,,,Municipio San Antonio de Guerra,DO080205,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Alcarrizos,DO08020601,,,,Municipio Los Alcarrizos,DO080206,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Palmarejo-Villa Linda (D.M.),DO08020602,,,,Municipio Los Alcarrizos,DO080206,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pantoja (D.M.),DO08020603,,,,Municipio Los Alcarrizos,DO080206,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pedro Brand,DO08020701,,,,Municipio Pedro Brand,DO080207,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Guáyiga (D.M.),DO08020702,La Guayiga (D.M.),,,Municipio Pedro Brand,DO080207,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Cuaba (D.M.),DO08020703,,,,Municipio Pedro Brand,DO080207,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Azua,DO09010101,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Barro Arriba (D.M.),DO09010102,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Barías-la Estancia (D.M.),DO09010103,Las Barias-la Estancia (D.M.),,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Jovillos (D.M.),DO09010104,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Puerto Viejo (D.M.),DO09010105,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Barreras (D.M.),DO09010106,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Doña Emma Balaguer Viuda Vallejo (D.M),DO09010107,Dona Emma Balaguer Viuda Vallejo (D.M),,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Clavellina (D.M.),DO09010108,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Lomas (D.M.),DO09010109,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Charcas,DO09010201,,,,Municipio Las Charcas,DO090102,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Palmar de Ocoa (D.M.),DO09010202,,,,Municipio Las Charcas,DO090102,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Yayas de Viajama,DO09010301,,,,Municipio Las Yayas de Viajama,DO090103,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Villarpando (D.M.),DO09010302,,,,Municipio Las Yayas de Viajama,DO090103,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Hato Nuevo Cortés (D.M.),DO09010303,Hato Nuevo Cortes (D.M.),,,Municipio Las Yayas de Viajama,DO090103,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Padre Las Casas,DO09010401,,,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Lagunas (D.M.),DO09010402,,,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Siembra (D.M.),DO09010403,,,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Monte Bonito (D.M.),DO09010404,,,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Fríos (D.M.),DO09010405,Los Frios (D.M.),,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Peralta,DO09010501,,,,Municipio Peralta,DO090105,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Yegua,DO09010601,,,,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Proyecto 4 (D.M.),DO09010602,,,,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Ganadero (D.M.),DO09010603,,,,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Proyecto 2-C (D.M.),DO09010604,,,,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pueblo Viejo,DO09010701,,,,Municipio Pueblo Viejo,DO090107,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Rosario (D.M.),DO09010702,,,,Municipio Pueblo Viejo,DO090107,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Tábara Arriba,DO09010801,Tabara Arriba,,,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Tábara Abajo (D.M.),DO09010802,Tabara Abajo (D.M.),,,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Amiama Gómez (D.M.),DO09010803,Amiama Gomez (D.M.),,,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Toros (D.M.),DO09010804,,,,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Guayabal,DO09010901,,,,Municipio Guayabal,DO090109,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Estebanía,DO09011001,Estebania,,,Municipio Estebanía,DO090110,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Baní,DO09020101,Bani,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Matanzas (D.M.),DO09020102,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Villa Fundación (D.M.),DO09020103,Villa Fundacion (D.M.),,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Buey (D.M.),DO09020104,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Paya (D.M.),DO09020105,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Villa Sombrero (D.M.),DO09020106,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Carretón (D.M.),DO09020107,El Carreton (D.M.),,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Catalina (D.M.),DO09020108,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Limonal (D.M.),DO09020109,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Barías (D.M.),DO09020110,Las Barias (D.M.),,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Nizao,DO09020201,,,,Municipio Nizao,DO090202,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pizarrete (D.M.),DO09020202,,,,Municipio Nizao,DO090202,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Santana (D.M.),DO09020203,,,,Municipio Nizao,DO090202,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
San Cristóbal,DO09030101,San Cristobal,,,Municipio San Cristóbal,DO090301,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Hato Damas (D.M.),DO09030102,,,,Municipio San Cristóbal,DO090301,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Grande de Palenque,DO09030201,,,,Municipio Sabana Grande de Palenque,DO090302,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Bajos de Haina,DO09030301,,,,Municipio Bajos de Haina,DO090303,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Carril (D.M.),DO09030302,,,,Municipio Bajos de Haina,DO090303,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Cambita Garabitos,DO09030401,,,,Municipio Cambita Garabitos,DO090304,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Cambita el Pueblecito (D.M.),DO09030402,,,,Municipio Cambita Garabitos,DO090304,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Villa Altagracia,DO09030501,,,,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
San José del Puerto (D.M.),DO09030502,San Jose del Puerto (D.M.),,,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Medina (D.M.),DO09030503,,,,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Cuchilla (D.M.),DO09030504,,,,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Yaguate,DO09030601,,,,Municipio Yaguate,DO090306,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
San Gregorio de Nigua,DO09030701,,,,Municipio San Gregorio de Nigua,DO090307,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Cacaos,DO09030801,,,,Municipio Los Cacaos,DO090308,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
San José de Ocoa,DO09040101,San Jose de Ocoa,,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Ciénaga (D.M.),DO09040102,La Cienaga (D.M.),,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Nizao - Las Auyamas (D.M.),DO09040103,,,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Pinar (D.M.),DO09040104,,,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Naranjal (D.M.),DO09040105,,,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Larga,DO09040201,,,,Municipio Sabana Larga,DO090402,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
Rancho Arriba,DO09040301,,,,Municipio Rancho Arriba,DO090403,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Seibo,DO10010101,,,,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pedro Sánchez (D.M.),DO10010102,Pedro Sanchez (D.M.),,,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
San Francisco-Vicentillo (D.M.),DO10010103,,,,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Santa Lucía (D.M.),DO10010104,Santa Lucia (D.M.),,,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Miches,DO10010201,,,,Municipio Miches,DO100102,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Cedro (D.M.),DO10010202,,,,Municipio Miches,DO100102,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Gina (D.M.),DO10010203,,,,Municipio Miches,DO100102,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Higüey,DO10020101,Higuey,,,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Lagunas de Nisibón (D.M.),DO10020102,Las Lagunas de Nisibon (D.M.),,,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Otra Banda (D.M.),DO10020103,,,,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Verón Punta Cana (D.M.),DO10020104,Veron Punta Cana (D.M.),,,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
San Rafael del Yuma,DO10020201,,,,Municipio San Rafael del Yuma,DO100202,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Boca de Yuma (D.M.),DO10020202,,,,Municipio San Rafael del Yuma,DO100202,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Bayahíbe (D.M.),DO10020203,Bayahibe (D.M.),,,Municipio San Rafael del Yuma,DO100202,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Romana,DO10030101,,,,Municipio La Romana,DO100301,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Caleta (D.M.),DO10030102,,,,Municipio La Romana,DO100301,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Guaymate,DO10030201,,,,Municipio Guaymate,DO100302,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Villa Hermosa,DO10030301,,,,Municipio Villa Hermosa,DO100303,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
Cumayasa (D.M.),DO10030302,,,,Municipio Villa Hermosa,DO100303,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
