#adm3+name+i_fr,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm2+name+i_fr,#adm2+code+v_pcode,#adm1+name+i_fr,#adm1+code+v_pcode,#country+name+i_fr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Senko,ML010529,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Sirakoro,ML010530,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Souransan Tomoto,ML010531,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Tambaga,ML010532,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Toukoto,ML010533,,,,Kita,ML0105,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Baniéré Koré,ML010601,Baniere Kore,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Diabigué,ML010602,Diabigue,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Diarra,ML010603,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Diaye Coura,ML010604,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Gavinané,ML010605,Gavinane,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Gogui,ML010606,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Guétéma,ML010607,Guetema,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Kadiaba Kadiel,ML010608,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Koréra Koré,ML010609,Korera Kore,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Nioro,ML010610,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Nioro Tougouné Rangaba,ML010611,Nioro Tougoune Ranga,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Sandaré,ML010612,Sandare,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Simbi,ML010613,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Troungoumbé,ML010614,Troungoumbe,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Yéréré,ML010615,Yerere,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Youri,ML010616,,,,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Diafounou Diongaga,ML010701,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Diafounou Gory,ML010702,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Fanga,ML010703,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Gory,ML010704,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Guidime,ML010705,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Kirané Kaniaga,ML010706,Kirane Kaniaga,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Konsiga,ML010707,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Kremis,ML010708,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Marekaffo,ML010709,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Soumpou,ML010710,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Toya,ML010711,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Tringa,ML010712,,,,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
Banamba,ML020101,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Ben Kadi,ML020102,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Boron,ML020103,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Duguwolowula,ML020104,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kiban,ML020105,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Madina Sacko,ML020106,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Sebete,ML020107,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Toubacoro,ML020108,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Toukoroba,ML020109,,,,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Banco,ML020201,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Benkadi,ML020202,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Binko,ML020203,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dégnékoro,ML020204,Degnekoro,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dièbè,ML020205,Diebe,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Diedougou,ML020206,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Diouman,ML020207,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dolendougou,ML020208,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Guégnéka,ML020209,Guegneka,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Jékafo,ML020210,Jekafo,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kaladougou,ML020211,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kémékafo,ML020212,Kemekafo,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kerela,ML020213,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kilidougou,ML020214,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Massigui,ML020215,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Nangola,ML020216,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
N'dlondougou,ML020217,Ndlondougou,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
N'garadougou,ML020218,Ngaradougou,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
N'golobougou,ML020219,Ngolobougou,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Niantjila,ML020220,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Ténindougou,ML020221,Tenindougou,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Wacoro,ML020222,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Zan Coulibaly,ML020223,,,,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Balan Bakama,ML020301,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Benkadi,ML020302,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kaniogo,ML020303,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Karan,ML020304,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Maramandougou,ML020305,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Minidian,ML020306,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Narena,ML020307,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Nouga,ML020308,,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Séléfougou,ML020309,Selefougou,,,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Baguinéda Camp,ML020401,Baguineda Camp,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Bancoumana,ML020402,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Bossofala,ML020403,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Bougoula,ML020404,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Daban,ML020405,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Diago,ML020406,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dialakoroba,ML020407,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dialakorodji,ML020408,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Diébougou,ML020409,Diedougou,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dio Gare,ML020410,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dogodouman,ML020411,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dombila,ML020412,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Doubabougou,ML020413,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Faraba,ML020414,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kalabancoro,ML020415,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kalifabougou,ML020416,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kambila,ML020417,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kati,ML020418,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kourouba,ML020419,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Mandé,ML020420,Mande,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Moribabougou,ML020421,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Mountougoula,ML020422,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
N'gabacoro Droit,ML020423,Ngabacoro Droit,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
N'gouraba,ML020424,Ngouraba,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Niagadina,ML020425,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Nioumakana,ML020426,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
N'tjiba,ML020427,Ntjiba,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Ouélessébougou,ML020428,Ouelessebougou,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Safo,ML020429,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Sanankoro Djitoumou,ML020430,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Sanankoroba,ML020431,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Sangarébougou,ML020432,Sangarebougou,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Siby,ML020433,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Sobra,ML020434,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Tiakadougou Dialakoro,ML020435,,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Tiélé,ML020436,Tiele,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Yélékedougou,ML020437,Yelekebougou,,,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Didiéni,ML020501,Didieni,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Guihoyo,ML020502,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Kolokani,ML020503,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Massantola,ML020504,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Nonkon,ML020505,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Nossombougou,ML020506,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Ouolodo,ML020507,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Sagabala,ML020508,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Sébécoro I,ML020509,Sebecoro 1,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Tioribougou,ML020510,,,,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Dinandougou,ML020601,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Doumba,ML020602,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Koula,ML020603,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Koulikoro,ML020604,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Méguétan,ML020605,Meguetan,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Nyamina,ML020606,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Sirakorola,ML020607,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Tienfala,ML020608,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Tougouni,ML020609,,,,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
Allahina,ML020701,,,,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
