#country+name+i_en,#country+name+i_sq,#country+code+v_iso2,#country+name,#country+name+alt1+i_sq,#country+name+alt2+i_sq,#country+name+alt1+i_en,#country+name+alt2+i_en,#date+start,#date+updated,#date+end
Albania,Shqipëri,AL,,,,,,2019-12-21,2019-12-21,
