#country+name+i_en,#country+name+i_tr,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_tr,#country+name+alt2+i_tr,#date+start,#date+updated,#date+end
Turkey,Türkiye,TR,,,,,,2022-01-01,2022-03-15,
